INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OCCUPATION	OCCUPATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9394908270213894	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9379731451246832	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.936093309407844	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2005	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.935477650507154	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9337277583999294	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2009	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9157145222718992	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9101144367824592	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.8841702423750435	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2006	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.8783003300330033	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0701754385964912	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.07008547008547	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	1.0698924731182795	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.9305555555555556	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.9110169491525424	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.8253968253968255	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.8175438596491228	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.7789855072463767	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.7642857142857142	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2006	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.7419354838709676	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	ISCO08_3	Technicians and Associate Professionals	0.6404494382022473	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_3	Both sexes or no breakdown by sex, technicians and associate professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0689655172413794	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0357142857142858	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0344827586206895	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2019	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0312499999999998	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0303030303030305	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	0.9642857142857144	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0677892748947555	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0541007328572094	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2019	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0421823121038334	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.009011638512897	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0087996647746753	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	1.0030094582975064	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	0.9913107032645768	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	ISCO08_4	Clerical Support Workers	0.982822138450994	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_4	Both sexes or no breakdown by sex, clerical support workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08_5	Services And Sales Workers	1.0675675675675675	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_5	Both sexes or no breakdown by sex, services and sales workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_5	Services And Sales Workers	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_5	Both sexes or no breakdown by sex, services and sales workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2019	_T	Both sexes or no breakdown by sex	ISCO08_5	Services And Sales Workers	0.9452054794520548	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_5	Both sexes or no breakdown by sex, services and sales workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2006	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0666666666666669	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0625	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0555555555555556	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0555555555555556	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2009	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	1.0	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9411764705882354	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2005	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9375	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9206349206349206	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.9024390243902438	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.8837209302325582	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.8823529411764706	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	ISCO08	All occupations	0.8071428571428572	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08	Both sexes or no breakdown by sex, all occupations	False
