INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2010	F	Female	Y15T19	15 to 19 years old	13.5	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2011	F	Female	Y15T19	15 to 19 years old	12.2	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2012	F	Female	Y15T19	15 to 19 years old	12.3	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2013	F	Female	Y15T19	15 to 19 years old	11.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2014	F	Female	Y15T19	15 to 19 years old	10.7	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2015	F	Female	Y15T19	15 to 19 years old	10.5	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	All sources of estimates	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2016	F	Female	Y15T19	15 to 19 years old	11.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	All sources of estimates	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2017	F	Female	Y15T19	15 to 19 years old	10.7	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Bosnia and Herzegovina 2019 Demographic Statistics Bulletin	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2018	F	Female	Y15T19	15 to 19 years old	9.9	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Registration UNSD & WPP2019	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2019	F	Female	Y15T19	15 to 19 years old	10.1	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Bosnia and Herzegovina 2019 Demographic Statistics Bulletin	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	True
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2001	F	Female	Y15T19	15 to 19 years old	51.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Botswana 2001 Census	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2006	F	Female	Y15T19	15 to 19 years old	51.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Botswana 2006 Demographic Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2011	F	Female	Y15T19	15 to 19 years old	39.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Botswana 2011 Census	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2017	F	Female	Y15T19	15 to 19 years old	50.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Botswana 2017 Demographic Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2015	F	Female	Y15T19	15 to 19 years old	52.3	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Registration UNSD & WPP2019	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2018	F	Female	Y15T19	15 to 19 years old	51.9	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Registration UNSD & WPP2019	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	True
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2016	F	Female	Y15T19	15 to 19 years old	58.6	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Vital Registration	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2017	F	Female	Y15T19	15 to 19 years old	52.7	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Registration UNSD & WPP2019	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2018	F	Female	Y15T19	15 to 19 years old	52.5	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Brazil 2019 Civil Registry Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2019	F	Female	Y15T19	15 to 19 years old	49.1	PER_1000_POP	Per 1,000 population	CA	Country Adjusted	G	Global	Brazil 2019 Civil Registry Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	True
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2000	F	Female	Y15T19	15 to 19 years old	81.4	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2001	F	Female	Y15T19	15 to 19 years old	78.4	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2002	F	Female	Y15T19	15 to 19 years old	75.2	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2003	F	Female	Y15T19	15 to 19 years old	73.7	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2004	F	Female	Y15T19	15 to 19 years old	73.3	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2005	F	Female	Y15T19	15 to 19 years old	73.9	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2006	F	Female	Y15T19	15 to 19 years old	70.9	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2007	F	Female	Y15T19	15 to 19 years old	68.5	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2008	F	Female	Y15T19	15 to 19 years old	67.3	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2009	F	Female	Y15T19	15 to 19 years old	64.6	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2010	F	Female	Y15T19	15 to 19 years old	62.2	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2011	F	Female	Y15T19	15 to 19 years old	63.1	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2012	F	Female	Y15T19	15 to 19 years old	63.0	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2013	F	Female	Y15T19	15 to 19 years old	63.1	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2014	F	Female	Y15T19	15 to 19 years old	63.4	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2015	F	Female	Y15T19	15 to 19 years old	61.7	PER_1000_POP	Per 1,000 population	E	Estimated	G	Global	Estimate National statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2001	F	Female	Y15T19	15 to 19 years old	96.7	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2002	F	Female	Y15T19	15 to 19 years old	90.4	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2010	F	Female	Y15T19	15 to 19 years old	64.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Belize 2011 Multiple Indicator Cluster Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2014	F	Female	Y15T19	15 to 19 years old	74.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Belize 2015-2016 Multiple Indicator Cluster Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2015	F	Female	Y15T19	15 to 19 years old	66.3	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2016	F	Female	Y15T19	15 to 19 years old	69.2	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2017	F	Female	Y15T19	15 to 19 years old	64.3	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018	F	Female	Y15T19	15 to 19 years old	65.4	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2019	F	Female	Y15T19	15 to 19 years old	58.2	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	True
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand	2004	F	Female	Y15T19	15 to 19 years old	70.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Solomon Islands 2006-2007 Demographic and Health Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand	2005	F	Female	Y15T19	15 to 19 years old	67.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Solomon Islands 2006-2007 Demographic and Health Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand	2009	F	Female	Y15T19	15 to 19 years old	61.6	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Solomon Islands 2009 Census	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand	2013	F	Female	Y15T19	15 to 19 years old	78.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Solomon Islands 2015 Demographic and Health Survey	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	True
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2000	F	Female	Y15T19	15 to 19 years old	45.6	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2001	F	Female	Y15T19	15 to 19 years old	33.9	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2002	F	Female	Y15T19	15 to 19 years old	35.8	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2003	F	Female	Y15T19	15 to 19 years old	32.8	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2004	F	Female	Y15T19	15 to 19 years old	40.0	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2005	F	Female	Y15T19	15 to 19 years old	28.8	PER_1000_POP	Per 1,000 population	C	Country Data	G	Global	Registration National Statistics	2021	8700	SP_DYN_ADKL			SEX__AGE	F__Y15T19	Female, 15 to 19 years old	False
