INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	480	Mauritius	MUS	57.568022	-20.28581998	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	484	Mexico	MEX	-102.5148166	23.93378032	Latin America and the Caribbean	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	583	Micronesia (Federated States of)	FSM	158.225216	6.880670092	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	492	Monaco	MCO	7.424214814	43.73532918	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	496	Mongolia	MNG	103.0728057	46.83892054	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	499	Montenegro	MNE	19.25214024	42.78717043	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	504	Morocco	MAR	-6.281942841	31.8440131	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	508	Mozambique	MOZ	38.18479941	-14.27963886	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	516	Namibia	NAM	17.21907885	-22.13817068	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	520	Nauru	NRU	166.92313	-0.528742623	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	528	Netherlands	NLD	5.331480568	51.86728884	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	558	Nicaragua	NIC	-85.03060315	12.84210839	Latin America and the Caribbean	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	562	Niger	NER	9.400167877	17.42143036	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	566	Nigeria	NGA	8.097363256	9.585789025	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	807	North Macedonia	MKD	21.7007909	41.60048068	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	578	Norway	NOR	11.47846389	61.34311134	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	512	Oman	OMN	57.87743482	21.98805614	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	585	Palau	PLW	134.5733878	7.502307591	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	591	Panama	PAN	-81.26616623	8.450965746	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	598	Papua New Guinea	PNG	145.8587761	-6.756057077	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	608	Philippines	PHL	120.8601418	14.16591706	Eastern and South-Eastern Asia	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	410	Republic of Korea	KOR	127.8610254	36.45201023	Eastern and South-Eastern Asia	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	646	Rwanda	RWA	29.92310194	-1.999842114	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	659	Saint Kitts and Nevis	KNA	-62.76628613	17.33994219	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	662	Saint Lucia	LCA	-60.96529553	13.89405601	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	670	Saint Vincent and the Grenadines	VCT	-61.19024321	13.24627968	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	882	Samoa	WSM	-172.4430749	-13.61541469	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	674	San Marino	SMR	12.46329038	43.93841766	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	678	Sao Tome and Principe	STP	6.609772265	0.241554875	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	682	Saudi Arabia	SAU	44.54763347	24.12594211	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	686	Senegal	SEN	-14.46636926	14.35920905	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	690	Seychelles	SYC	55.46561591	-4.678053059	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	694	Sierra Leone	SLE	-11.78306584	8.568604164	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	702	Singapore	SGP	103.8107883	1.361009155	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	706	Somalia	SOM	46.20367477	4.406485729	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	728	South Sudan	SSD	30.32618773	7.290839152	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	144	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	275	State of Palestine	PSE	35.25694122	31.94347933	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	740	Suriname	SUR	-55.90626394	4.132603197	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	752	Sweden	SWE	14.3775338	60.60103109	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	756	Switzerland	CHE	8.223158	46.96617097	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	760	Syrian Arab Republic	SYR	38.50466565	35.01676176	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	762	Tajikistan	TJK	69.294998	38.43069666	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	764	Thailand	THA	101.0202951	15.13089239	Eastern and South-Eastern Asia	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	780	Trinidad and Tobago	TTO	-61.29389504	10.41877263	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	792	Turkey	TUR	35.42890329	38.9899684	Northern Africa and Western Asia	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	795	Turkmenistan	TKM	58.9787665	40.0912346	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	798	Tuvalu	TUV	178.6679611	-7.460048071	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	548	Vanuatu	VUT	167.0679779	-15.34445547	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	862	Venezuela (Bolivarian Republic of)	VEN	-66.15642084	7.121324748	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	704	Viet Nam	VNM	105.802499	10.09643079	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	887	Yemen	YEM	45.22389143	15.22242099	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	716	Zimbabwe	ZWE	29.86909584	-19.00075492	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
