INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2014	F	Female	34.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2015	F	Female	33.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2016	F	Female	34.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2017	F	Female	31.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2008	F	Female	33.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2000	F	Female	27.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2005	F	Female	32.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2011	F	Female	31.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2008	F	Female	36.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2000	F	Female	31.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2007	F	Female	36.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2009	F	Female	37.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2010	F	Female	38.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2001	F	Female	32.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2004	F	Female	33.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2006	F	Female	37.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2002	F	Female	34.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2012	F	Female	39.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2015	F	Female	30.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2016	F	Female	31.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2017	F	Female	32.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2003	F	Female	32.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2005	F	Female	36.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2011	F	Female	39.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2013	F	Female	35.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2014	F	Female	32.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2003	F	Female	23.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2008	F	Female	25.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2000	F	Female	20.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2007	F	Female	24.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2009	F	Female	26.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2001	F	Female	20.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2004	F	Female	22.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2006	F	Female	24.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2002	F	Female	22.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2013	F	Female	27.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2014	F	Female	27.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2015	F	Female	28.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2016	F	Female	28.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2017	F	Female	28.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2005	F	Female	23.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2010	F	Female	27.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2011	F	Female	27.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2012	F	Female	27.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2003	F	Female	20.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2008	F	Female	26.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2000	F	Female	19.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2007	F	Female	22.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2010	F	Female	26.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2006	F	Female	22.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2002	F	Female	15.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2012	F	Female	22.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2013	F	Female	25.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2014	F	Female	27.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2015	F	Female	24.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2016	F	Female	24.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2017	F	Female	29.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2005	F	Female	23.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2009	F	Female	27.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2001	F	Female	18.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2004	F	Female	21.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2011	F	Female	22.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2003	F	Female	37.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2008	F	Female	40.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2000	F	Female	34.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2007	F	Female	39.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2009	F	Female	39.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2010	F	Female	40.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2004	F	Female	36.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2006	F	Female	40.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2002	F	Female	37.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2012	F	Female	36.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2013	F	Female	38.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2014	F	Female	37.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2015	F	Female	39.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2016	F	Female	37.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2017	F	Female	37.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2005	F	Female	39.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2001	F	Female	37.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2011	F	Female	38.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2008	F	Female	37.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2000	F	Female	30.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2007	F	Female	33.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2009	F	Female	38.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2010	F	Female	37.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2001	F	Female	30.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2004	F	Female	38.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2006	F	Female	34.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2002	F	Female	32.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2012	F	Female	38.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2013	F	Female	37.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2014	F	Female	38.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2015	F	Female	39.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2016	F	Female	34.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2017	F	Female	33.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2003	F	Female	40.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2005	F	Female	30.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2011	F	Female	39.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2003	F	Female	40.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2008	F	Female	42.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
