INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	276	Germany	DEU	9.0	51.0	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	79.42	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	276	Germany	DEU	9.0	51.0	Europe and Northern America	2004	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	78.78	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	77.89	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	True
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	76.88	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	75.58	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2008	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	50.52	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2007	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	34.0	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2006	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	21.2	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	4.2	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	1991	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	4.4	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	1981	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	6.97	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	304	Greenland	GRL	-40.0	72.0	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	17.89	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	True
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	304	Greenland	GRL	-40.0	72.0	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	23.35	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	304	Greenland	GRL	-40.0	72.0	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	25.0	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	26.64	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	True
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	27.73	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	2013	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	28.53	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	29.55	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	2001	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	30.85	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	1980	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	98.39	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	1970	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	98.35	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	98.2	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	True
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	98.01	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	97.89	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	98.18	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	98.03	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2009	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	96.0	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2008	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	91.15	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2007	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	81.5	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2006	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	65.1	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:49:55	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	23.95	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2001	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	23.2	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	1971	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	22.09	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	20.42	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	True
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	18.79	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2013	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	12.56	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	26.24	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	25.08	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:03:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	68.04	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2009	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	75.5	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2008	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	76.8	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2007	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	77.8	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2006	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	78.66	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	79.25	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	2004	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	80.14	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	428	Latvia	LVA	25.0	57.0	Europe and Northern America	1989	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	80.85	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T20:02:45	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	438	Liechtenstein	LIE	9.53333333	47.26666666	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	47.17	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	True
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2006	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	48.82	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	50.78	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:50:04	2017	SEX__AGE__EDUCATION_LEV	_T__Y_GE25__AGG_1T8	Both sexes or no breakdown by sex, 25 years old and over, primary (isced 1) or higher	False
