INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	DISABILITY_STATUS	DISABILITY_STATUS_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	24.7	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2013	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	26.0	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	24.4	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	21.9	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2009	M	Male	_X	Not Available or not specified	PWD	Persons without disability	17.7	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2010	M	Male	_X	Not Available or not specified	PWD	Persons without disability	19.6	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2011	M	Male	_X	Not Available or not specified	PWD	Persons without disability	21.1	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2012	M	Male	_X	Not Available or not specified	PWD	Persons without disability	24.5	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2013	M	Male	_X	Not Available or not specified	PWD	Persons without disability	25.5	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2014	M	Male	_X	Not Available or not specified	PWD	Persons without disability	23.5	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2015	M	Male	_X	Not Available or not specified	PWD	Persons without disability	20.6	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	275	State of Palestine	PSE	35.25694122	31.94347933	Northern Africa and Western Asia	2019	F	Female	_X	Not Available or not specified	PWD	Persons without disability	41.2	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	275	State of Palestine	PSE	35.25694122	31.94347933	Northern Africa and Western Asia	2019	M	Male	_X	Not Available or not specified	PWD	Persons without disability	21.3	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	275	State of Palestine	PSE	35.25694122	31.94347933	Northern Africa and Western Asia	2019	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	25.3	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	752	Sweden	SWE	14.3775338	60.60103109	Europe and Northern America	2012	F	Female	_X	Not Available or not specified	PWD	Persons without disability	4.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	752	Sweden	SWE	14.3775338	60.60103109	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	5.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	752	Sweden	SWE	14.3775338	60.60103109	Europe and Northern America	2012	M	Male	_X	Not Available or not specified	PWD	Persons without disability	6.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2016	F	Female	_X	Not Available or not specified	PWD	Persons without disability	6.1	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2016	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	4.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2016	M	Male	_X	Not Available or not specified	PWD	Persons without disability	3.3	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2014	F	Female	_X	Not Available or not specified	PWD	Persons without disability	4.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2014	M	Male	_X	Not Available or not specified	PWD	Persons without disability	6.4	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2014	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	5.4	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2018	M	Male	_X	Not Available or not specified	PWD	Persons without disability	2.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2018	F	Female	_X	Not Available or not specified	PWD	Persons without disability	3.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2018	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	3.1	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2017	M	Male	_X	Not Available or not specified	PWD	Persons without disability	8.5	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2017	F	Female	_X	Not Available or not specified	PWD	Persons without disability	12.2	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2017	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	10.1	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	13.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	4.7	PT	Percent	C	Country Data	G	Global	Data reference period: Second quarter | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Type of difficulties: Impairments | Level of difficulties: Cannot do at all at least one activity | Minimum duration of disability: At least 12 months	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2012	M	Male	_X	Not Available or not specified	PWD	Persons without disability	13.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2015	M	Male	_X	Not Available or not specified	PWD	Persons without disability	4.9	PT	Percent	C	Country Data	G	Global	Data reference period: Second quarter | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Type of difficulties: Impairments | Level of difficulties: Cannot do at all at least one activity | Minimum duration of disability: At least 12 months	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2012	F	Female	_X	Not Available or not specified	PWD	Persons without disability	13.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	2015	F	Female	_X	Not Available or not specified	PWD	Persons without disability	4.5	PT	Percent	C	Country Data	G	Global	Data reference period: Second quarter | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Type of difficulties: Impairments | Level of difficulties: Cannot do at all at least one activity | Minimum duration of disability: At least 12 months	ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	2014	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	2.1	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	PC - Population Census	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	2014	M	Male	_X	Not Available or not specified	PWD	Persons without disability	1.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	OE - Official estimates	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	2014	F	Female	_X	Not Available or not specified	PWD	Persons without disability	2.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	OE - Official estimates	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2009	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	9.0	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	OE - Official estimates	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	9.4	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	LFS - Labour force survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	8.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	LFS - Labour force survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
