INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	ICT_SKILL	ICT_SKILL_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	54.35619	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	57.85075	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	33.0	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	48.99999	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	44.25213	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	45.85232	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	36.0	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	36.00003	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	51.99998	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	41.41026	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	42.78318	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	36.0	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	INST	Connecting and installing new devices	40.99999	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__INST	Both sexes or no breakdown by sex, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	INST	Connecting and installing new devices	53.99999	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__INST	Both sexes or no breakdown by sex, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	INST	Connecting and installing new devices	45.30771	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__INST	Both sexes or no breakdown by sex, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	INST	Connecting and installing new devices	48.18028	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__INST	Both sexes or no breakdown by sex, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	INST	Connecting and installing new devices	42.0	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__INST	Both sexes or no breakdown by sex, connecting and installing new devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	37.00004	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	50.00004	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	52.41939	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	58.0	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	PCPR	Writing a computer program using a specialized programming language	12.99996	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__PCPR	Both sexes or no breakdown by sex, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	PCPR	Writing a computer program using a specialized programming language	13.99996	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__PCPR	Both sexes or no breakdown by sex, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	PCPR	Writing a computer program using a specialized programming language	20.38034	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__PCPR	Both sexes or no breakdown by sex, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	PCPR	Writing a computer program using a specialized programming language	9.80722	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__PCPR	Both sexes or no breakdown by sex, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	PCPR	Writing a computer program using a specialized programming language	18.08955	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__PCPR	Both sexes or no breakdown by sex, writing a computer program using a specialized programming language	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	CMFL	Copying or moving a file or folder	68.00001	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__CMFL	Both sexes or no breakdown by sex, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	CMFL	Copying or moving a file or folder	82.0	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__CMFL	Both sexes or no breakdown by sex, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	CMFL	Copying or moving a file or folder	78.51709	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__CMFL	Both sexes or no breakdown by sex, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	CMFL	Copying or moving a file or folder	71.17492	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__CMFL	Both sexes or no breakdown by sex, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	CMFL	Copying or moving a file or folder	71.12401	PT	Percent	C	Country Data	G	Global		Information and E-Government Authority	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__CMFL	Both sexes or no breakdown by sex, copying or moving a file or folder	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	_T	Both sexes or no breakdown by sex	PCPR	Writing a computer program using a specialized programming language	0.2	PT	Percent	C	Country Data	G	Global		Bangladesh Bureau of Statistics(BBS)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__PCPR	Both sexes or no breakdown by sex, writing a computer program using a specialized programming language	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	64.10784	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	63.22301	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	65.15784	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	65.28655	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	COPA	Using copy and paste tools to duplicate or move information within a document	57.07464	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__COPA	Both sexes or no breakdown by sex, using copy and paste tools to duplicate or move information within a document	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	35.95307	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	33.00809	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	34.48741	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	33.59538	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	EPRS	Creating electronic presentations with presentation software	34.20219	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__EPRS	Both sexes or no breakdown by sex, creating electronic presentations with presentation software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	58.81532	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	58.09006	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	56.93061	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	55.83529	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	TRAF	Transferring files between a computer and other devices	57.49345	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__TRAF	Both sexes or no breakdown by sex, transferring files between a computer and other devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	42.53205	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	42.45239	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	ARSP	Using basic arithmetic formula in a spreadsheet	44.48627	PT	Percent	C	Country Data	G	Global		Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	_T__ARSP	Both sexes or no breakdown by sex, using basic arithmetic formula in a spreadsheet	False
