INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	478	Mauritania	MRT	-12.0	20.0	Sub-Saharan Africa	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	61.34	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	478	Mauritania	MRT	-12.0	20.0	Sub-Saharan Africa	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	56.12	PT	Percent	E	Estimated	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	470	Malta	MLT	14.58333333	35.83333333	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.88	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	470	Malta	MLT	14.58333333	35.83333333	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.27	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	470	Malta	MLT	14.58333333	35.83333333	Europe and Northern America	1995	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	96.03	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	470	Malta	MLT	14.58333333	35.83333333	Europe and Northern America	1985	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.87	PT	Percent	E	Estimated	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	49.37	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	47.14	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	44.3	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	38.82	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	1998	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	24.19	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	1976	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	19.65	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.27	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.3	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.17	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	1995	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.17	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	1990	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.2	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	1985	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.54	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	462	Maldives	MDV	73.0	3.25	Central and Southern Asia	1977	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	85.61	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	458	Malaysia	MYS	112.5	2.5	Eastern and South-Eastern Asia	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.42	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	458	Malaysia	MYS	112.5	2.5	Eastern and South-Eastern Asia	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.24	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	458	Malaysia	MYS	112.5	2.5	Eastern and South-Eastern Asia	1991	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.56	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	458	Malaysia	MYS	112.5	2.5	Eastern and South-Eastern Asia	1980	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	87.97	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	496	Mongolia	MNG	105.0	46.0	Eastern and South-Eastern Asia	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.46	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	496	Mongolia	MNG	105.0	46.0	Eastern and South-Eastern Asia	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.71	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.94	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.0	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.56	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.88	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.43	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.52	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.38	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.16	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.9	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.64	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.56	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.6	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	96.61	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	1990	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.42	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	1980	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	91.95	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	484	Mexico	MEX	-102.0	23.0	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.46	PT	Percent	E	Estimated	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.13	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	94.54	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	1990	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	91.19	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	642	Romania	ROU	25.0	46.0	Europe and Northern America	1992	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.11	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	642	Romania	ROU	25.0	46.0	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.0	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	642	Romania	ROU	25.0	46.0	Europe and Northern America	2002	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	97.76	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.71	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
