INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	x	y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	VALUE_CATEGORY	VALUE_CATEGORY_DESC	COMMENT_OBS	SOURCE_YEAR
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	212	Dominica	DMA	-61.3493756	15.43391378	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	308	Grenada	GRD	-61.68248568	12.11238395	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	328	Guyana	GUY	-58.97322037	4.788012784	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	340	Honduras	HND	-86.59974381	14.82243161	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	484	Mexico	MEX	-102.5148166	23.93378032	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	558	Nicaragua	NIC	-85.03060315	12.84210839	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	591	Panama	PAN	-81.26616623	8.450965746	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	659	Saint Kitts and Nevis	KNA	-62.76628613	17.33994219	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	662	Saint Lucia	LCA	-60.96529553	13.89405601	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	670	Saint Vincent and the Grenadines	VCT	-61.19024321	13.24627968	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	740	Suriname	SUR	-55.90626394	4.132603197	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	780	Trinidad and Tobago	TTO	-61.29389504	10.41877263	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	862	Venezuela (Bolivarian Republic of)	VEN	-66.15642084	7.121324748	Latin America and the Caribbean		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	762	Tajikistan	TJK	69.294998	38.43069666	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	795	Turkmenistan	TKM	58.9787665	40.0912346	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	368	Iraq	IRQ	43.76606267	33.05013795	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	414	Kuwait	KWT	47.49305029	29.53949468	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	422	Lebanon	LBN	35.89391711	33.92152458	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	512	Oman	OMN	57.87743482	21.98805614	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	682	Saudi Arabia	SAU	44.54763347	24.12594211	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	760	Syrian Arab Republic	SYR	38.50466565	35.01676176	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	792	Turkey	TUR	35.42890329	38.9899684	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	887	Yemen	YEM	45.22389143	15.22242099	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	96	Brunei Darussalam	BRN	114.6288563	4.49736984	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	418	Lao People's Democratic Republic	LAO	101.9901968	20.27482773	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	608	Philippines	PHL	120.8601418	14.16591706	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	702	Singapore	SGP	103.8107883	1.361009155	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	704	Viet Nam	VNM	105.802499	10.09643079	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	764	Thailand	THA	101.0202951	15.13089239	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	410	Republic of Korea	KOR	127.8610254	36.45201023	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	496	Mongolia	MNG	103.0728057	46.83892054	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
