INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2000	F	Female	98.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2005	F	Female	98.2	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2007	F	Female	98.4	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2009	F	Female	98.3	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2010	F	Female	98.3	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2001	F	Female	98.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2004	F	Female	98.2	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2006	F	Female	98.4	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2011	F	Female	98.3	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2002	F	Female	98.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2012	F	Female	98.5	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2013	F	Female	98.5	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2014	F	Female	98.5	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2015	F	Female	98.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2016	F	Female	97.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2017	F	Female	98.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2003	F	Female	99.98	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2008	F	Female	99.97	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2000	F	Female	99.94	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2005	F	Female	99.97	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2007	F	Female	99.98	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2009	F	Female	99.95	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2010	F	Female	99.96	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2001	F	Female	99.95	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2004	F	Female	99.97	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2006	F	Female	99.99	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2011	F	Female	99.96	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2002	F	Female	99.96	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2012	F	Female	99.91	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2013	F	Female	99.91	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2014	F	Female	99.93	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2015	F	Female	99.94	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2016	F	Female	99.94	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2017	F	Female	99.93	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2003	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2008	F	Female	99.5	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2000	F	Female	99.5	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2005	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2007	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2009	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2010	F	Female	99.1	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2001	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2004	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2006	F	Female	99.7	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2011	F	Female	99.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2002	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2012	F	Female	99.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2013	F	Female	99.1	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2014	F	Female	99.2	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2015	F	Female	99.6	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2016	F	Female	99.7	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2017	F	Female	99.7	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2003	F	Female	99.4	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2008	F	Female	98.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2000	F	Female	99.3	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2005	F	Female	99.0	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2007	F	Female	98.9	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2009	F	Female	98.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2010	F	Female	98.2	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2001	F	Female	99.5	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2004	F	Female	99.4	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2006	F	Female	98.9	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2011	F	Female	97.9	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2002	F	Female	99.4	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2012	F	Female	97.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2013	F	Female	98.1	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2014	F	Female	97.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2015	F	Female	98.2	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2016	F	Female	97.9	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2003	F	Female	99.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2008	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2000	F	Female	99.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2005	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2007	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2009	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2010	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2001	F	Female	99.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2004	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2006	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2011	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2002	F	Female	99.5	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2012	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2013	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2014	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2015	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2016	F	Female	99.7	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2003	F	Female	99.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2008	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2000	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2005	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2007	F	Female	99.6	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2009	F	Female	99.8	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2010	F	Female	99.9	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB): includes all deliveries that occurred at a health facility		2019	SEX	F	Female	False
