INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	x	y	SDG_REGION	VALUE_CATEGORY	VALUE_CATEGORY_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	COMMENT_OBS	SOURCE_YEAR
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	15	At least 66.6%	90.0	PT	Percent	Amount: During maternity leave the worker is entitled to receive from the employer the difference between her normal salary (equal to 90% of the insured’s last monthly earnings or the average of earnings in the last 4 months whichever is higher) and the benefits paid by social security. If the female worker has not paid into the social security system then the employer must pay the full amount of the benefit during the maternity leave period. Source: In the event of maternity the worker has the right to receive from the employer the difference between the liquid remuneration to which she would be entitled during the period of absence and the amount of the benefits provided by the Social Security during the maternity leave. In case the woman is not covered by the Social Security she is entitled to receive from the employer the totality of the liquid retribution during the leave.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	174	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: The woman is entitled for the period above to the full salary she was receiving before taking maternity leave. This amount shall be paid by the employer until a social security system is put in place. Source: The woman is entitled for the period above to the full salary she was receiving before taking maternity leave. This amount shall be paid by the employer until a social security system is put in place.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	178	Congo	COG	15.22052612	-0.840544119	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: During the maternity leave period the pregant woman is entitled to half her salary from the employer and the other half of the salary and free medical care from the social security system; amount equal to what she was receiving before the interruption of the work. She is also entitled to the in-kind payments she received when of the interruption of work. The daily benefit shall be equal to half of the worker’s salary at the moment of the interruption of work including any kind of compensation but those characterised as reimboursement of fees. Source: During the maternity leave period the pregant woman is entitled from the part of the employer to half of her salary and from the social security system to free medical care and the other half of the salary she was receiving when of the interruption of the work.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	180	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa	15	At least 66.6%	66.7	PT	Percent	Amount: During the period of the maternity leave the worker is entitled to 2/3 of her salary as well as the in kind contractual advantages she used to receive. Source: Employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: The indemnization is equal to the salary received before the maternity leave. Employers shall pay the maternity cash benefit and the Social Security Fund will reimburse them the 50%. Source: The benefits are finance 50 per cent by social security and 50 per cent by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	226	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	15	At least 66.6%	75.0	PT	Percent	Amount: 75 per cent of the salary on the basis of which contributions are paid. If eligibility conditions are not fulfilled the mother receives a lump-sum equal to 2 months of the salary on the basis of which contributions are paid. Source: Social Security System which is financed by the contributions of the insured employers the State and other income such as interest.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Women have a constitutional right to maternity leave on full pay. The Labour Proclamation provides that periods of maternity leave taken before the date of confinement are to be paid. These periods include periods of leave taken to attend pregnancy-related medical examinations upon recommendation by a medical doctor and during the 30 days preceding the expected date of confinement. In the absence of any provision to the contrary it is inferred that the entitlement is to full pay. The Labour Proclamation is silent as to the entitlement to pay during periods of post-natal maternity leave. The Civil Code requires that employers whose employees are taking one month’s maternity leave in accordance with its terms pay the employee half her salary during the period of maternity leave. Source: Employer paid social security administered.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	262	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: During the maternity leave the pregnant workers is entitled to the integrality of the salary she received at the moment the contract was suspended. Women mentioned in art. 1 of the present act and in art. 116 of the Labour Code shall receive half of their salary as maternity leave benefits. Source: The payment of the maternity leave cash benefits shall be made 50% by the Social Protection Body and the other 50% by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: During maternity leave the woman is entitled to free medical care and to the totality of the salary she was receiving by the time of the suspension of the work. These shall be provided and paid by the National Social Security Fund. She maintains the right to the in kind payments. Source: During maternity leave the woman is entitled to free medical care and to the totality of the salary she was receiving by the time of the suspension of the work. These shall be provided and paid by the National Social Security Fund. She maintains the right to the in kind payments.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	288	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: A woman worker on maternity leave is entitled to be paid her full remuneration and other benefits to which she is otherwise entitled. Source: Employers.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	324	Guinea	GIN	-11.28173419	11.00210343	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent (during 14 weeks of maternity leave and any extension thereof). Additionally prenatal allowances are paid during the whole period of pregnancy. Source: 50 per cent shall be paid by the employer while the other 50 per cent by the Social Security Fund which is financed by contributions of employers penalties income from investment of funds donations and other income.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	384	Côte d'Ivoire	CIV	-5.552690016	7.62211586	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Since the third month of pregnancy the woman has the right to the limit of the rates of the health administration to the reimbursement of the payments made for medical care in relation with the pregnancy and the birth. During the period of 14 months and without loss of the possibility of extension forseen in art. 23.5 paragraph 1 the pregnant worker is entitled to a maternity cash benefit equal to the salary she received at the moment she suspends the work. Besides the pre-natal and maternity benefits forseen in arts. 44 and 47 of the present decree female workers shall receive during the period preceeding the birth and period after the birth such as defined in art. 23.5 of the Labour Code a daily indemnity equal to the salary she received at the moment she suspended her employment contract. Source: The cash benefits shall be paid by the National Social Security Fund which shall establish for this purpose a management account nurtured by the employers contribution. The National Social Insurance Fund which is financed by the contribution of employers (for family benefits) interests fines and other income and exceptionally by contributions from the General Budget of the State.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	404	Kenya	KEN	37.86096816	0.534797278	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Full pay. Source: The employer is to finance maternity leave benefits.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	450	Madagascar	MDG	46.6982339	-19.38514785	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Fifty per cent of wages for the period of maternity leave for employees covered by the Labour Code paid by Social Insurance (CNAPS) and fifty percent by the employer. As a result women workers receive an amount equal to her full salary during maternity leave. Source: National Social Security Fund (50 percent) and the employer (50 percent) or if the woman is not covered by the Fund the employer shall pay the total amount of the salary.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	454	Malawi	MWI	33.4884625	-13.40819859	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: During the period when an employee is on maternity leave her normal benefits and entitlements including her contractual rights and accumulation of seniority shall continue uninterrupted and her period of employment shall not be considered to have been interrupted reduced or broken. Source: The employer shall pay the benefits. During the period when an employee is on maternity leave her normal benefits and entitlements including her contractual rights and accumulation of seniority shall continue uninterrupted and her period of employment shall not be considered to have been interrupted reduced or broken.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	466	Mali	MLI	-3.522016039	17.35311254	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: The daily benefits during the maternity leave shall be equal to the total amount without limitations of the salary perceived at the moment of suspension of work. The daily benefits shall be paid for the period of 14 weeks forseen in art. L179 of the Labour Code. The daily benefits are due for the totality of the pre-natal and post-natal rests. Source: In order to favor the pre-natal and post-natal rest the National Social Security Institut shall pay to women workers a benefit according to that forseen in art. L182 of the Labour Code during the period of the leave conceeded in the occasion of birth.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: The daily indemnities are paid at 100 per cent of the average daily wage computed on the basis of earnings during the previous 90 days. Source: The Social Security Fund which is financed by contributions of employers penalties income from investment of funds donations and other income.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	480	Mauritius	MUS	57.568022	-20.28581998	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Full pay. A female worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding the beginning of leave under this section shall on production of a medical certificate be entitled to - (a) 12 weeks’ maternity leave on full pay; Domestic Workers: A female domestic worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding her confinement shall on production of a medical certificate be entitled to - (a) 12 weeks’ maternity leave on full pay. Source: The employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	508	Mozambique	MOZ	38.18479941	-14.27963886	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: The daily amount of the benefit for maternity leave corresponds to the average ammount of the daily salary calculated according to the following formule: AS=R/180 being AS the amount of the average salary and R the total remuneration received by the employee registered in the 6 months preceeding the second month before the beggining of the incapability for working. Source: Compulsory social security comprises benefits in the event of sickness maternity invalidity old age and death.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	516	Namibia	NAM	17.21907885	-22.13817068	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: (3) During any period of maternity leave the provisions of the contract of employment remain in force and the employer must during the period of maternity leave pay to the employee the remuneration payable to that employee except the basic wage. Source: (3) During any period of maternity leave the provisions of the contract of employment remain in force and the employer must during the period of maternity leave pay to the employee the remuneration payable to that employee except the basic wage. (4) The Social Security Commission established by the Social Security Act 1994 (Act No. 34 of 1994) must during the period that an employee is on maternity leave pay to that employee such portion of that employee’s basic wage as may be prescribed in terms of that Act.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	562	Niger	NER	9.400167877	17.42143036	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: For the period of maternity leave (14 weeks) and eventually three-week extension on medical grounds 50% of wages plus birth charges and eventually medical care. Besides that the woman has the right to request the balance of the payment in kind eventually due by the employer. During the period of suspension of the contract determined in Title 3 of the Labour Code the woman who has worked for at least 2 years at the same company shall receive from the employer the totality of her salary being deducted from it the amount already given by the social security or any other fund replacing this service. Source: Social security (50% of the wage). If the employee receives any payment in kind from the employer this payment should continue - in the charge of the employer - from the start untill the end of the maternity leave. During the period of suspension of the contract determined in Title 3 of the Labour Code the woman who has worked for at least 2 years at the same company shall receive from the employer the totality of her salary being deducted from it the amount already given by the social security or any other fund replacing this service.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Every female worker is entitled to a maternity leave of 60 days without loss of remuneration during the whole pregnancy and in cases of delivery of stillborn or death of living birth. Source: Whenever the employee is covered by the social security system which will pay her the pecuniary benefit due for the maternity leave the remuneration due by the employer shall be diminished according to the amount paid by the social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	646	Rwanda	RWA	29.92310194	-1.999842114	Sub-Saharan Africa	15	At least 66.6%		PT	Percent	Amount: The mother with no maternity insurance coverage shall during the first six weeks of her maternity leave have the right to her entire salary. During the last six weeks of her maternity leave this mother may either resume service and receive her full salary or else have the right to twenty per cent of her salary. Source: Employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	678	Sao Tome and Principe	STP	6.609772265	0.241554875	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Social security (employer must pay for women not covered by social security).	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	686	Senegal	SEN	-14.46636926	14.35920905	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Daily benefits for salaried workers are paid for the 14 weeks of maternity leave at 100 per cent of the daily wage received on the last pay day including allowances directly related to the nature of work. During the remaining period benefits are paid at a flat rate. Source: Social Security Fund.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	694	Sierra Leone	SLE	-11.78306584	8.568604164	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	716	Zimbabwe	ZWE	29.86909584	-19.00075492	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of normal pay. Source: Employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	15	At least 66.6%	100.0	PT	Percent	Amount: Female workers are entitled to receive full pay for the period of maternity leave taken. Source: The cash benefits are to be paid by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa	15	At least 66.6%		PT	Percent	Amount: An employee is entitled to receive full pay for at least 2 weeks of maternity leave. Source: The employer is to pay the cash benefit.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: During the maternity leave (i.e. 14 weeks with a possible extension of 3 weeks in case of complications) the worker is entitled to the wage she was receiving before confinement. Source: The financing of the benefits is 50% in charge of the employer and 50% in charge of Social Security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	"Amount: Full wages: A female employee shall as a consequence of pregnancy have the right to a period of 60 days leave from work on full wages hereafter referred to as ""maternity leave"" of which at least four weeks shall follow the childbirth or miscarriage. Source: Article 56(1) states that the employee shall be paid full wages by the employer during maternity leave."	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Maternity leave shall be paid at a rate calculated on an employee’s basic wage. Basic wage means that part of an employee’s remuneration paid in respect of work done during the hours ordinarily worked but does not include: (a) allowances whether or not based on the employee’s basic wage; (b) pay for overtime; (c) additional pay for work on a Sunday or a public holiday; or (d) additional pay for night work. Source: Maternity leave benefits under the Employment and Labour Relations Act shall be paid by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	854	Burkina Faso	BFA	-1.742843829	12.27491081	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the earnings gained just before the leave. Source: Employer and Social Security. The employer pays exclusively the family allowances contribution as well as the one on professional risks. The benefit under the Social Security Fund is equivalent to the part of the woman’s salary on which social security contributions are paid. The employer must pay the difference between this amount and the woman’s actual salary.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Through family allowance funds which are financed through state and employer contributions.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: two-thirds by the National Insurance Board (NIB) for 13 weeks starting from the date which is six weeks before the expected date of confinement or from the day following the day the woman stops remunerative work in respect of her confinement whichever is later; one-third employer for 12 weeks. Maternity grant is one-time payment of $430 (as of July 2010) made to a woman whose pregnancy results in the birth of a live infant. Source: The source of funds for the NIB are contributions made by the insured persons and by employers. Any temporary insufficiency in the Fund to meet the liabilities under the National Insurance Act shall be met from moneys provided by the Pariament.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: The daily rate is 100% of your average insurable weekly earnings divided by 6. Source: National insurance system.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100% of the National minimum wage. 75% of the wages used as base for the payment of contribution that were received by the worker at the beginning of the leave in case these wages are over the National minimum wage. Source: Social insurance system.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the monthly wage. Source: The maternity allowance is paid directly by the employer who is reimbursed by the Social Security Institute. The additional 60 days which companies may provide are paid by the employer who can deduct the costs from its taxes.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100%. In the case where a female is entitled to maternity benefits under the Labour Act and the Social Security Act she shall receive maternity benefits from Social Security and in addition she is entitled to be paid by her employer the difference if any between her full pay and her Social Security benefits. Source: Social Security or employer. Employers finance allowances for women who are not entitled to receive benefits from social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	15	At least 66.6%	66.7	PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent (up to a ceiling). Source: The Single fund for family benefits unemployment benefits funding subsidies and mother’s leave is financed solely by contributions tax be set in the Budget Act and shall be governed by provisions of Decree Law No. 1 263 of 1975.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	15	At least 66.6%		PT	Percent	Amount: The amount of maternity benefits is paid as follows; 50% of the salary from 3 to 6 months of contribution to the Social Security Fund 75% from 6 to 9 months and 100% for 9 months or more. Source: The amount of maternity benefits is to be paid in 50% by the Costa Rican Social Security Fund and in 50% by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: The amount for maternity leave is 100% of the average weekly income received in the 12 months immediately preceding which may not be less than $20.00 per week. Source: The Social Security provides maternity benefits which are financed through the contributions of the State Labour entities and workers in the terms and conditions provided in the Tax Legislation.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the worker’s salary (the sum is equivalent to the salary for three months). Source: 50 per cent by the employer and the remaining 50 per cent by the Dominican Social Security Institute. If the worker is not covered by social insurance legislation the employer shall pay 100 per cent of the benefit.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of income. Source: The Social Security Institute covers 75 per cent of the maternity benefit with the employer covering the remaining 25 per cent.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	15	At least 66.6%	75.0	PT	Percent	Amount: The amount of maternity benefits is 75%of the basic wage for the normal duration of maternity leave (12 weeks). Source: The Labour Code provides that the employer shall cover the costs of maternity leave benefits in an amount equivalent to the 75% of the basic salary. The Social Security shall gradually cover the risks that workers are exposed for maternity related reasons.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: One hundred per cent of income for the period of leave when the worker is not entitled to Social Security benefits and it is the employer who pays. When the worker is entitled to social security benefits she will receive an amount in proportion to her contributions. Source: The Guatemalan Social Security Institute covers two thirds of the basic salary and the employer covers the remaining third. Where a woman is not entitled to Social Security benefits the employer shall cover the full cost. Social Security is funded on triple contributions made by employees employers and the State.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	328	Guyana	GUY	-58.97322037	4.788012784	Latin America and the Caribbean	15	At least 66.6%	70.0	PT	Percent	Amount: The weekly rate of Maternity Allowance is 70% of the average weekly insurable earnings. The amout of the Maternity Grant is $2 000.00. Source: Social insurance. The National Insurance Scheme (NIS) extends protection and social insurance coverage to all persons between the ages of 16 and 60 years who are engaged in insurable employment.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: 100%. The amount of maternity leave benefits correspond to the amount that the worker would earn if she continued working. Source: Maternity leave benefits shall be paid by the Office of Workers’ Compensation Insurance Maternity and Sickness (OFATMA) as long as the worker is an insured person.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	340	Honduras	HND	-86.59974381	14.82243161	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: Pregnant workers shall enjoy the 100% of the reference montly salary for a period of time of forty-two days before and forty-two days after confinement. The prenatal benefit period is reduced if confinement takes place before the date given on the medical certificate and if confinement takes place later than expected the benefit period will be extended accordingly. If the worker is unable to return to work after the benefit period has expired she shall be entitled to sickness benefit instead. Source: The Honduran Social Security Institute shall cover two thirds of the benefit and the employer shall cover the remaining third. Where the Honduran Social Security Institute is not required to grant a maternity allowance the entire sum shall be paid by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: The weekly maternity pay is payable at a rate equal to the normal wages earned in respect of the last normal working week. (100%). Domestic workers are paid the national minimum weekly wage (at present J$4 500) for 8 weeks. Source: The employer. For domestic workers social security pays the benefits if the person is contributing to the scheme.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	484	Mexico	MEX	-102.5148166	23.93378032	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: One hundred per cent of salary for the normal duration of maternity leave (12 weeks) and during leave extended due to birth occurring later than expected. In the case of extended maternity leave the woman shall be entitled to 50 per cent of salary for a period not exceeding sixty days paid by the employer. One hundred per cent of salary. In the case of extended maternity leave the woman shall be entitled to 50 per cent of salary for a period not exceeding sixty days. Source: Social security which is financed by different sources; contributions from the employers the insured workers and the State.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	558	Nicaragua	NIC	-85.03060315	12.84210839	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: Hundred per cent of the insured’s average earnings in the last 4 weeks before birth. Source: 60 per cent social security and 40 per cent employer. In cases where the woman does not fulfill the prerequisites to receive social security benefits the employer shall pay 100% of the maternity benefit.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	591	Panama	PAN	-81.26616623	8.450965746	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: The benefit is equal to 100% of the insured average weekly earnings in the last 9 months for the duration of normal maternity leave (14 weeks) and during maternity leave extended for medical reasons. To be granted maternity benefits women worker may not perform any paid activity during the maternity leave. Source: Social Security Fund. The diference between what Social Security Fund pays and the worker’s is entited to receive during this period is paid by the employer. In cases where there is no liability on the part of the Social Security Fund to pay a maternity allowance the obligation shall be incumbent entirely on the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: One hundred per cent of the average daily wage for the twelve months preceding the start of benefit. The duration is 90 days (45 before and 45 after confinement or distributed as the woman chooses). Source: Social Security which is financed by different sources contributions from the insured interests fines adjustments investments and other income under the law.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	630	Puerto Rico	PRI	-66.47591017	18.22753799	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	780	Trinidad and Tobago	TTO	-61.29389504	10.41877263	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: Rates of benefit payable to an insured person among others maternity benefits shall be related to the rates of contribution paid in respect of such person. The earnings class into which an insured person falls for the purpose of receiving maternity benefit shall be determined by the average of the 10 highest contributions paid during the thirteen contribution weeks immediately preceding the sixth week before the expected week of delivery. Source: Social Security System which is financed with contributions paid partly by the employed person and partly by the employer.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: One hundred per cent of salary for a duration of twelve weeks plus any extension as a result of confinement taking place after the due date and up to six months in the case of leave extended because of illness. During extraordinary leave a woman worker shall receive seventy per cent of her salary (equivalent to the amount received for illness). Source: Maternity benefits are paid by the Social Security Agency (Social Provision Bank) and are calculated on the average wage in the last 6 months.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	862	Venezuela (Bolivarian Republic of)	VEN	-66.15642084	7.121324748	Latin America and the Caribbean	15	At least 66.6%	100.0	PT	Percent	Amount: The amount cannot be lower than the wage that the worker was receiving before confinement. Source: Social Security. The system will be financed through: Contributions paid by affiliates; Remaining net capital for health and social security which is accumulated for distribution and contribution of these services; The amounts collected by way of moratorium rates originated because of the late payment of contributions; The amounts collected for fines penalties or other similar nature; Interest rents royalties and any other product from its assets and investments.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	15	At least 66.6%	100.0	PT	Percent	Amount: 100%. Source: Social security.	2017
