INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	528	Netherlands	NLD	5.331480568	51.86728884	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	74.31	PT	Percent	C	Country Data	G	Global		Statistics Netherlands	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	528	Netherlands	NLD	5.331480568	51.86728884	Europe and Northern America	2015	2015	_T	Both sexes or no breakdown by sex	78.62	PT	Percent	C	Country Data	G	Global		Statistics Netherlands	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	528	Netherlands	NLD	5.331480568	51.86728884	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	84.25	PT	Percent	C	Country Data	G	Global		Statistics Netherlands	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	531	Curaçao	CUW	-68.95033464	12.15058042	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	87.25	PT	Percent	C	Country Data	G	Global		Central Bureau of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	562	Niger	NER	9.400167877	17.42143036	Sub-Saharan Africa	2017	2017	_T	Both sexes or no breakdown by sex	65.16	PT	Percent	C	Country Data	G	Global		Ministère des Postes, des Télécommunications et de l'Economie Numérique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	566	Nigeria	NGA	8.097363256	9.585789025	Sub-Saharan Africa	2017	2017	_T	Both sexes or no breakdown by sex	40.7	PT	Percent	C	Country Data	G	Global		National Bureau of Statistics (NBS)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	578	Norway	NOR	11.47846389	61.34311134	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	98.0	PT	Percent	C	Country Data	G	Global	Population age 16-79	Statistics Norway	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2019	2019	_T	Both sexes or no breakdown by sex	45.3	PT	Percent	C	Country Data	G	Global		Pakistan Bureau of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	79.16	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadistica e Informatica	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	2018	2018	_T	Both sexes or no breakdown by sex	80.77	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadistica e Informatica	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	2019	2019	_T	Both sexes or no breakdown by sex	81.71	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadística e Informática - INEI	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	608	Philippines	PHL	120.8601418	14.16591706	Eastern and South-Eastern Asia	2019	2019	_T	Both sexes or no breakdown by sex	78.66	PT	Percent	C	Country Data	G	Global		Office of the National Statistician, Philippine Statistics Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	99.97	PT	Percent	C	Country Data	G	Global	Population age 15+	Ministry of Transport and Communications	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	99.63	PT	Percent	C	Country Data	G	Global	Population age 15+	Ministry of Transport and Communications	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	99.63	PT	Percent	C	Country Data	G	Global	Population age 15+	Ministry of Transport and Communications	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	96.18	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	94.8	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service of the Russian Federation	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2018	2018	_T	Both sexes or no breakdown by sex	94.82	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service of the Russian Federation	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	96.97	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	670	Saint Vincent and the Grenadines	VCT	-61.19024321	13.24627968	Latin America and the Caribbean	2014	2014	_T	Both sexes or no breakdown by sex	96.77	PT	Percent	C	Country Data	G	Global		Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	670	Saint Vincent and the Grenadines	VCT	-61.19024321	13.24627968	Latin America and the Caribbean	2015	2015	_T	Both sexes or no breakdown by sex	94.8	PT	Percent	C	Country Data	G	Global		Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	670	Saint Vincent and the Grenadines	VCT	-61.19024321	13.24627968	Latin America and the Caribbean	2016	2016	_T	Both sexes or no breakdown by sex	93.59	PT	Percent	E	Modeled	G	Global		ITU	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	682	Saudi Arabia	SAU	44.54763347	24.12594211	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	61.58	PT	Percent	C	Country Data	G	Global		Communications & IT Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	682	Saudi Arabia	SAU	44.54763347	24.12594211	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	94.3	PT	Percent	C	Country Data	G	Global		Communications & IT Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	682	Saudi Arabia	SAU	44.54763347	24.12594211	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	95.1	PT	Percent	C	Country Data	G	Global		Communications & IT Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	682	Saudi Arabia	SAU	44.54763347	24.12594211	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	96.87	PT	Percent	C	Country Data	G	Global		Communications andI nformation Technology Commision	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	91.75	PT	Percent	C	Country Data	G	Global		Statistical Office of the Republic of Serbia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	92.56	PT	Percent	C	Country Data	G	Global		Statistical Office of the Republic of Serbia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	702	Singapore	SGP	103.8107883	1.361009155	Eastern and South-Eastern Asia	2016	2016	_T	Both sexes or no breakdown by sex	89.49	PT	Percent	C	Country Data	G	Global		Infocomm Media Development Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	702	Singapore	SGP	103.8107883	1.361009155	Eastern and South-Eastern Asia	2017	2017	_T	Both sexes or no breakdown by sex	89.49	PT	Percent	C	Country Data	G	Global		Infocomm Media Development Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	702	Singapore	SGP	103.8107883	1.361009155	Eastern and South-Eastern Asia	2018	2018	_T	Both sexes or no breakdown by sex	93.7	PT	Percent	C	Country Data	G	Global		Infocomm Media Development Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	702	Singapore	SGP	103.8107883	1.361009155	Eastern and South-Eastern Asia	2019	2019	_T	Both sexes or no breakdown by sex	88.32	PT	Percent	C	Country Data	G	Global		Infocomm Media Development Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	97.45	PT	Percent	C	Country Data	G	Global		Statistical Office of the Republic of Slovenia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2018	2018	_T	Both sexes or no breakdown by sex	96.23	PT	Percent	C	Country Data	G	Global		Statistical Office of the Republic of Slovenia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	97.25	PT	Percent	C	Country Data	G	Global		Statistical Office of the Republic of Slovenia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2016	2016	_T	Both sexes or no breakdown by sex	53.71	PT	Percent	C	Country Data	G	Global		Statistics South Africa	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2017	2017	_T	Both sexes or no breakdown by sex	59.62	PT	Percent	C	Country Data	G	Global		Statistics South Africa	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	96.16	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadistica	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	96.92	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadistica	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	62.8	PT	Percent	C	Country Data	G	Global		Central Bureau of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	764	Thailand	THA	101.0202951	15.13089239	Eastern and South-Eastern Asia	2014	2014	_T	Both sexes or no breakdown by sex	77.17	PT	Percent	C	Country Data	G	Global		National Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	764	Thailand	THA	101.0202951	15.13089239	Eastern and South-Eastern Asia	2015	2015	_T	Both sexes or no breakdown by sex	79.29	PT	Percent	C	Country Data	G	Global		National Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	764	Thailand	THA	101.0202951	15.13089239	Eastern and South-Eastern Asia	2016	2016	_T	Both sexes or no breakdown by sex	81.4	PT	Percent	C	Country Data	G	Global		National Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	764	Thailand	THA	101.0202951	15.13089239	Eastern and South-Eastern Asia	2017	2017	_T	Both sexes or no breakdown by sex	88.15	PT	Percent	C	Country Data	G	Global		National Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2017	2017	_T	Both sexes or no breakdown by sex	43.92	PT	Percent	C	Country Data	G	Global		Institut national de la statistique et des études économiques et démographiques	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2014	2014	_T	Both sexes or no breakdown by sex	99.7	PT	Percent	C	Country Data	G	Global	Population age 15-74	Telecommunications Regulatory Authority (TRA)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	99.23	PT	Percent	C	Country Data	G	Global	Population age 15-74	Telecommunications Regulatory Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	99.4	PT	Percent	C	Country Data	G	Global	Population age 15-74	Federal Competitiveness and Statistics Authorithy	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	99.89	PT	Percent	C	Country Data	G	Global	Population age 15-74	Federal Competitiveness and Statistics Authorithy	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	99.89	PT	Percent	C	Country Data	G	Global	Population age 15-74	Telecommunication Regulatory Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	82.4	PT	Percent	C	Country Data	G	Global		Institut National de la Statistique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	83.46	PT	Percent	C	Country Data	G	Global		Institut National de la Statistique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	89.22	PT	Percent	C	Country Data	G	Global		Institut National de la Statistique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	88.32	PT	Percent	C	Country Data	G	Global		Institut National de la Statistique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	80.0	PT	Percent	C	Country Data	G	Global		Institut National de la Statistique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	38.94	PT	Percent	C	Country Data	G	Global		State Statistics Service of Ukraine	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2016	2016	_T	Both sexes or no breakdown by sex	37.42	PT	Percent	C	Country Data	G	Global		State Statistics Service of Ukraine	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2014	2014	_T	Both sexes or no breakdown by sex	80.98	PT	Percent	C	Country Data	G	Global		Ministry of Communications and Information Technology	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	84.78	PT	Percent	C	Country Data	G	Global		Ministry of Communications and Information Technology	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	87.5	PT	Percent	C	Country Data	G	Global		Ministry of Communications and Information Technology	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	97.84	PT	Percent	C	Country Data	G	Global		Ministry of Communications and Information Technology	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	98.25	PT	Percent	C	Country Data	G	Global	Population age 15-74	Ministry of Communications and Information Technology	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	99.1	PT	Percent	C	Country Data	G	Global	Population age 15-74	Ministry of Communications and Information Technology	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	2016	2016	_T	Both sexes or no breakdown by sex	60.5	PT	Percent	C	Country Data	G	Global		National Bureau of Statistics National Bureau of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	2014	2014	_T	Both sexes or no breakdown by sex	76.87	PT	Percent	C	Country Data	G	Global		I.N.E	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	2015	2015	_T	Both sexes or no breakdown by sex	79.07	PT	Percent	C	Country Data	G	Global		I.N.E	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	75.65	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadistica	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
