INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	780	Trinidad and Tobago	TTO	-61.0	11.0	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	42.98	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	780	Trinidad and Tobago	TTO	-61.0	11.0	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	40.81	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	780	Trinidad and Tobago	TTO	-61.0	11.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	45.68	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	780	Trinidad and Tobago	TTO	-61.0	11.0	Latin America and the Caribbean	1997	_T	Both sexes or no breakdown by sex	49.9	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	850	United States Virgin Islands	VIR	-64.933333	18.35	Latin America and the Caribbean	1990	_T	Both sexes or no breakdown by sex	47.11	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	38.99	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	45.27	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	42.61	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2009	_T	Both sexes or no breakdown by sex	44.25	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Nonstandard population coverage	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	42.85	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Nonstandard population coverage	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1990	_T	Both sexes or no breakdown by sex	44.61	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1991	_T	Both sexes or no breakdown by sex	45.69	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1992	_T	Both sexes or no breakdown by sex	44.25	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1993	_T	Both sexes or no breakdown by sex	40.91	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1994	_T	Both sexes or no breakdown by sex	44.12	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1995	_T	Both sexes or no breakdown by sex	46.4	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1997	_T	Both sexes or no breakdown by sex	50.25	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	54.82	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2006	_T	Both sexes or no breakdown by sex	46.47	PT	Percent	C	Country Data	G	Global	Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1996	_T	Both sexes or no breakdown by sex	47.3	PT	Percent	C	Country Data	G	Global	Type of primary source: Other official sources; Data reference period: Second semester | Population coverage: Excluding indigenous population	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	1998	_T	Both sexes or no breakdown by sex	51.5	PT	Percent	C	Country Data	G	Global	Type of primary source: Other official sources; Data reference period: Second semester | Population coverage: Excluding indigenous population	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	54.1	PT	Percent	C	Country Data	G	Global	Type of primary source: Other official sources; Data reference period: Second semester | Population coverage: Excluding indigenous population	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	44.36	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	40.62	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	40.79	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	41.28	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	862	Venezuela (Bolivarian Republic of)	VEN	-66.0	8.0	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	39.32	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	1996	_T	Both sexes or no breakdown by sex	40.69	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2009	_T	Both sexes or no breakdown by sex	28.25	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2010	_T	Both sexes or no breakdown by sex	28.19	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	26.78	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	25.29	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	25.19	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	24.61	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	12	Algeria	DZA	3.0	28.0	Northern Africa and Western Asia	2017	_T	Both sexes or no breakdown by sex	26.66	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	31	Azerbaijan	AZE	47.5	40.5	Northern Africa and Western Asia	1999	_T	Both sexes or no breakdown by sex	51.37	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	31	Azerbaijan	AZE	47.5	40.5	Northern Africa and Western Asia	2007	_T	Both sexes or no breakdown by sex	35.98	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	31	Azerbaijan	AZE	47.5	40.5	Northern Africa and Western Asia	2008	_T	Both sexes or no breakdown by sex	35.66	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	31	Azerbaijan	AZE	47.5	40.5	Northern Africa and Western Asia	2009	_T	Both sexes or no breakdown by sex	35.39	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	31	Azerbaijan	AZE	47.5	40.5	Northern Africa and Western Asia	2010	_T	Both sexes or no breakdown by sex	33.36	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	31	Azerbaijan	AZE	47.5	40.5	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	33.16	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	1991	_T	Both sexes or no breakdown by sex	43.3	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	39.34	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	43.14	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2001	_T	Both sexes or no breakdown by sex	41.54	PT	Percent	C	Country Data	G	Global	Data reference period: April	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2010	_T	Both sexes or no breakdown by sex	41.02	PT	Percent	C	Country Data	G	Global	Data reference period: April	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2004	_T	Both sexes or no breakdown by sex	38.98	PT	Percent	C	Country Data	G	Global	Data reference period: November	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	368	Iraq	IRQ	44.0	33.0	Northern Africa and Western Asia	1997	_T	Both sexes or no breakdown by sex	36.04	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	368	Iraq	IRQ	44.0	33.0	Northern Africa and Western Asia	2007	_T	Both sexes or no breakdown by sex	31.44	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	368	Iraq	IRQ	44.0	33.0	Northern Africa and Western Asia	2012	_T	Both sexes or no breakdown by sex	29.96	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	414	Kuwait	KWT	45.75	29.5	Northern Africa and Western Asia	1995	_T	Both sexes or no breakdown by sex	32.84	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	414	Kuwait	KWT	45.75	29.5	Northern Africa and Western Asia	2005	_T	Both sexes or no breakdown by sex	36.98	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	414	Kuwait	KWT	45.75	29.5	Northern Africa and Western Asia	2003	_T	Both sexes or no breakdown by sex	32.3	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	414	Kuwait	KWT	45.75	29.5	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	31.67	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	1997	_T	Both sexes or no breakdown by sex	32.24	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2004	_T	Both sexes or no breakdown by sex	30.81	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2007	_T	Both sexes or no breakdown by sex	30.73	PT	Percent	C	Country Data	G	Global	Data reference period: February	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2012	_T	Both sexes or no breakdown by sex	17.69	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	1997	_T	Both sexes or no breakdown by sex	33.47	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2007	_T	Both sexes or no breakdown by sex	67.54	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2004	_T	Both sexes or no breakdown by sex	42.22	PT	Percent	C	Country Data	G	Global	Data reference period: March	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2006	_T	Both sexes or no breakdown by sex	54.79	PT	Percent	C	Country Data	G	Global	Data reference period: March	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2008	_T	Both sexes or no breakdown by sex	71.36	PT	Percent	C	Country Data	G	Global	Data reference period: March	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2009	_T	Both sexes or no breakdown by sex	71.02	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	68.75	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2012	_T	Both sexes or no breakdown by sex	69.24	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	69.34	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	99.52	PT	Percent	C	Country Data	G	Global	Data reference period: September	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2013	_T	Both sexes or no breakdown by sex	66.85	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	634	Qatar	QAT	51.25	25.5	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	67.41	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	682	Saudi Arabia	SAU	45.0	25.0	Northern Africa and Western Asia	1992	_T	Both sexes or no breakdown by sex	29.04	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	682	Saudi Arabia	SAU	45.0	25.0	Northern Africa and Western Asia	1999	_T	Both sexes or no breakdown by sex	20.49	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
