INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	192	Cuba	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[1981, 2002, 2012]	1981	2012	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	191	Croatia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[1991, 2001, 2011]	1991	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	188	Costa Rica	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[1984, 2000, 2011]	1984	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	180	Democratic Republic of the Congo	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2007, 2012, 2016]	2001	2016	4	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	174	Comoros	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[1980, 2000, 2012]	1980	2012	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	170	Colombia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1996, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015]	1993	2015	12	1	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	214	Dominican Republic	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1981, 2002, 2007, 2010, 2011, 2012, 2013, 2014, 2015]	1981	2015	9	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	204	Benin	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[1979, 1992, 2002, 2006, 2012]	1979	2012	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	196	Cyprus	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[1992, 2001, 2011]	1992	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	144	Sri Lanka	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[1981, 2001, 2006, 2008, 2010]	1981	2010	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	140	Central African Republic	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[1975, 1988, 2000, 2010]	1975	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	136	Cayman Islands	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-81.16740559	19.32266656		4	Country or Area	Latin America and the Caribbean	[2007]	2007	2007	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	132	Cabo Verde	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 2012, 2015]	1990	2015	3	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	120	Cameroon	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 2000, 2007, 2010]	1976	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	116	Cambodia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1998, 2004, 2008, 2009]	1998	2009	4	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	156	China	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1982, 1990, 2000, 2010]	1982	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	152	Chile	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 1992, 2002, 2008, 2009, 2011, 2013]	1982	2013	7	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	148	Chad	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 2000, 2004, 2015, 2016]	1993	2016	5	2	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	760	Syrian Arab Republic	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[1981, 2002, 2004]	1981	2004	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	807	North Macedonia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[1994, 2002]	1994	2002	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	807	North Macedonia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[1994, 2002]	1994	2002	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	740	Suriname	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2008, 2010, 2012]	2004	2012	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	729	Sudan	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2008]	2000	2008	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	728	South Sudan	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	724	Spain	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1981, 1991, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1981	2016	14	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	784	United Arab Emirates	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	53.98279159	23.43322219	1.0	4	Country or Area	Northern Africa and Western Asia	[1975, 1985, 2005]	1975	2005	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	780	Trinidad and Tobago	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1990]	1980	1990	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	776	Tonga	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1976, 1996, 2006, 2011]	1976	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	768	Togo	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2006, 2009, 2011, 2015]	2000	2015	5	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	764	Thailand	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1980, 2000, 2005, 2010, 2013, 2015]	1980	2015	6	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	762	Tajikistan	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[1989, 2000]	1989	2000	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	702	Singapore	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	103.8107883	1.361009155	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1980, 1990, 2000, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1980	2016	10	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	694	Sierra Leone	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2013]	2004	2013	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	690	Seychelles	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[1987, 1994, 2002, 2010]	1987	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	688	Serbia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2011, 2016]	2011	2016	2	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	686	Senegal	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[1988, 2002, 2006, 2009, 2011, 2013]	1988	2013	6	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	716	Zimbabwe	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[1982, 1992, 2011, 2014]	1982	2014	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	710	South Africa	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[1980, 1996, 2007, 2009, 2010, 2011, 2012, 2014, 2015]	1980	2015	9	1	5
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	705	Slovenia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[1991]	1991	1991	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	704	Viet Nam	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1979, 1989, 1999, 2000, 2009]	1979	2009	5	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	858	Uruguay	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[1975, 1985, 1996, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1975	2015	13	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	854	Burkina Faso	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[1975, 1991, 1996, 2003, 2005, 2006, 2007, 2014]	1975	2014	8	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	834	United Republic of Tanzania	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[1988, 2002, 2010, 2012, 2015]	1988	2015	5	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	894	Zambia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	27.850329	-14.59701056	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 1999, 2002, 2007, 2010]	1990	2010	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	887	Yemen	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[1994]	1994	1994	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	882	Samoa	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1991, 2011]	1991	2011	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	862	Venezuela (Bolivarian Republic of)	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[1981, 1990, 2001, 2007, 2009, 2011, 2015, 2016]	1981	2016	8	2	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	860	Uzbekistan	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2000, 2013, 2014, 2015]	2000	2015	4	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	792	Turkey	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[1975, 1980, 1985, 1990, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1975	2015	15	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	788	Tunisia	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[1984, 2004, 2007, 2008, 2010, 2011, 2012, 2014]	1984	2014	8	0	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	818	Egypt	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[1976, 1986, 1996, 2005, 2006, 2010, 2012, 2013]	1976	2013	8	0	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	807	North Macedonia	M	Male	Y15T24	15 to 24 years old	SEX__AGE	M__Y15T24	Male, 15 to 24 years old	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[1994, 2002]	1994	2002	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	804	Ukraine	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2001, 2012]	2001	2012	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	800	Uganda	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[1991, 2002, 2006, 2010, 2012]	1991	2012	5	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	795	Turkmenistan	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	58.9787665	40.0912346	1.0	4	Country or Area	Central and Southern Asia	[1995]	1995	1995	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	512	Oman	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2003, 2008, 2010, 2014, 2015, 2016]	2003	2016	6	2	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	508	Mozambique	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[1980, 1997, 2003, 2009]	1980	2009	4	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	504	Morocco	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[1982, 1994, 2004, 2008, 2009, 2011, 2012]	1982	2012	7	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	499	Montenegro	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[1981, 1991, 2003, 2011]	1981	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	498	Republic of Moldova	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[1989, 2000, 2012]	1989	2012	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	585	Palau	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	134.5733878	7.502307591	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1980, 2013, 2015]	1980	2015	3	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	584	Marshall Islands	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2011]	2011	2011	1	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	566	Nigeria	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[1991, 2003, 2008]	1991	2008	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	562	Niger	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2005, 2012]	2001	2012	3	0	1
