INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	703	Slovakia				19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	705	Slovenia				14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	90	Solomon Islands				160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	706	Somalia				46.20367477	4.406485729	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	710	South Africa				24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	728	South Sudan				30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	724	Spain				-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	144	Sri Lanka				80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	275	State of Palestine				35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	729	Sudan				29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	748	Eswatini				31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	752	Sweden				14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	756	Switzerland				8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	764	Thailand				101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	626	Timor-Leste				125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	768	Togo				0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	788	Tunisia				9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	792	Turkey				35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	800	Uganda				32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	804	Ukraine				31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	826	United Kingdom of Great Britain and Northern Ireland				-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	834	United Republic of Tanzania				34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	858	Uruguay				-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	860	Uzbekistan				63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	548	Vanuatu				167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	862	Venezuela (Bolivarian Republic of)				-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	704	Viet Nam				105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	716	Zimbabwe				29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
