INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	max_year	min_year	data_points	data_points_lag5	disaggregated_by_age	disaggregated_by_age_n	disaggregated_by_sex	disaggregated_by_sex_n
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	512	Oman	2008	2000	9	0	[2008]	1	[2008, 2000]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	586	Pakistan	2007	2007	6	0	[]	0	[2007]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	591	Panama	2011	2011	2	0	[]	0	[2011]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	600	Paraguay	2016	2016	36	36	[2016]	1	[2016]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	604	Peru	2010	2010	42	0	[2010]	1	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	616	Poland	2013	2004	46	0	[2004, 2013]	2	[2004, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	620	Portugal	2015	2015	12	12	[2015]	1	[2015]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	634	Qatar	2013	2013	12	0	[2013]	1	[2013]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	410	Republic of Korea	2014	2004	46	0	[2014]	1	[2009, 2004, 2014]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	498	Republic of Moldova	2012	2012	42	0	[2012]	1	[2012]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	638	Réunion	2010	2010	2	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	642	Romania	2012	2000	66	0	[2000, 2012]	2	[2000, 2012]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	643	Russian Federation	2014	2014	6	0	[]	0	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	688	Serbia	2015	2011	72	36	[2011, 2015]	2	[2011, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	705	Slovenia	2001	2001	2	0	[]	0	[2001]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	710	South Africa	2010	2000	4	0	[]	0	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	724	Spain	2010	2003	4	0	[]	0	[2010, 2003]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	275	State of Palestine	2013	2000	84	0	[2000, 2013]	2	[2000, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	752	Sweden	2011	2001	28	0	[2001, 2011]	2	[2001, 2011]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	756	Switzerland	2016	2000	143	36	[2016, 2000, 2004, 2007, 2010, 2013]	6	[2016, 2000, 2004, 2007, 2010, 2013]	6
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	764	Thailand	2015	2009	4	2	[]	0	[2009, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	788	Tunisia	2006	2006	2	0	[]	0	[2006]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	792	Turkey	2015	2006	48	12	[2006, 2015]	2	[2006, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	826	United Kingdom of Great Britain and Northern Ireland	2015	2001	24	12	[2001, 2015]	2	[2001, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	834	United Republic of Tanzania	2014	2006	6	0	[2006]	1	[2014, 2006]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	840	United States of America	2017	2003	210	42	[2016, 2017, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	15	[2016, 2017, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	15
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	858	Uruguay	2013	2007	4	0	[]	0	[2013, 2007]	2
