INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE10	10 years old and over	U	Urban	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE10	10 years old and over	U	Urban	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE10	10 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE10	10 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	F	Female	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	M	Male	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2005, 2010, 2016]	2005	2016	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2005, 2010, 2016]	2005	2016	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y12T24	12 to 24 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2015]	2015	2015	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y12T24	12 to 24 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2015]	2015	2015	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2015]	2008	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	F	Female	Y_GE12	12 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2015]	2015	2015	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	M	Male	Y_GE12	12 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2015]	2015	2015	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y75T84	75 to 84 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y75T84	75 to 84 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y65T74	65 to 74 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y65T74	65 to 74 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y35T44	35 to 44 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y35T44	35 to 44 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y25T34	25 to 34 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y25T34	25 to 34 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y_GE85	85 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y_GE85	85 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2008, 2018]	2008	2018	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2008, 2018]	2008	2018	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	344	China, Hong Kong Special Administrative Region	F	Female	Y_GE15	15 years old and over	_T	All areas		4	Country or Area	Eastern and South-Eastern Asia	[2002, 2013]	2002	2013	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	344	China, Hong Kong Special Administrative Region	M	Male	Y_GE15	15 years old and over	_T	All areas		4	Country or Area	Eastern and South-Eastern Asia	[2002, 2013]	2002	2013	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	F	Female	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	M	Male	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
