INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	120	Cameroon	F	Female	SEX	F	Female	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2004, 2011, 2014]	1998	2014	4	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	140	Central African Republic	F	Female	SEX	F	Female	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[1995, 2010]	1995	2010	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	148	Chad	F	Female	SEX	F	Female	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[1997, 2004, 2010, 2015]	1997	2015	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	174	Comoros	F	Female	SEX	F	Female	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2012]	1996	2012	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	178	Congo	F	Female	SEX	F	Female	15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2012, 2015]	2005	2015	3	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	384	Côte d'Ivoire	F	Female	SEX	F	Female	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[1999, 2005, 2012, 2016]	1999	2016	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	180	Democratic Republic of the Congo	F	Female	SEX	F	Female	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2007, 2010, 2014]	2007	2014	3	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	262	Djibouti	F	Female	SEX	F	Female	42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2012]	2002	2012	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	226	Equatorial Guinea	F	Female	SEX	F	Female	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2011]	2011	2011	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	232	Eritrea	F	Female	SEX	F	Female	38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[1995, 2002, 2010]	1995	2010	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	748	Eswatini	F	Female	SEX	F	Female	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[2007, 2010, 2014]	2007	2014	3	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	231	Ethiopia	F	Female	SEX	F	Female	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2005, 2011, 2014, 2016]	2000	2016	5	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	266	Gabon	F	Female	SEX	F	Female	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2012]	2000	2012	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	270	Gambia	F	Female	SEX	F	Female	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2010, 2013]	2005	2013	3	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	288	Ghana	F	Female	SEX	F	Female	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2003, 2006, 2007, 2008, 2011, 2014, 2017]	1998	2017	8	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	324	Guinea	F	Female	SEX	F	Female	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1999, 2005, 2007, 2012, 2016]	1999	2016	5	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	624	Guinea-Bissau	F	Female	SEX	F	Female	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2014]	2010	2014	2	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	404	Kenya	F	Female	SEX	F	Female	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2003, 2009, 2014]	1998	2014	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	426	Lesotho	F	Female	SEX	F	Female	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2009, 2014]	2004	2014	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	430	Liberia	F	Female	SEX	F	Female	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[2007, 2013, 2016]	2007	2016	3	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	450	Madagascar	F	Female	SEX	F	Female	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[1997, 2004, 2009, 2013]	1997	2013	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	454	Malawi	F	Female	SEX	F	Female	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2004, 2010, 2014, 2016]	2000	2016	5	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	466	Mali	F	Female	SEX	F	Female	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2001, 2006, 2010, 2015]	1996	2015	5	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	478	Mauritania	F	Female	SEX	F	Female	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2011, 2015]	2001	2015	3	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	508	Mozambique	F	Female	SEX	F	Female	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[1997, 2003, 2011]	1997	2011	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	516	Namibia	F	Female	SEX	F	Female	17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2007, 2013]	2000	2013	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	562	Niger	F	Female	SEX	F	Female	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2006, 2012, 2015]	1998	2015	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	566	Nigeria	F	Female	SEX	F	Female	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[1999, 2003, 2008, 2011, 2013, 2017]	1999	2017	6	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	646	Rwanda	F	Female	SEX	F	Female	29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2005, 2008, 2010, 2015]	2000	2015	5	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	678	Sao Tome and Principe	F	Female	SEX	F	Female	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[2009, 2014]	2009	2014	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	686	Senegal	F	Female	SEX	F	Female	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[1997, 2005, 2011, 2013, 2014, 2015, 2017]	1997	2017	7	2	5
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	694	Sierra Leone	F	Female	SEX	F	Female	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2008, 2010, 2013, 2017]	2008	2017	4	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	706	Somalia	F	Female	SEX	F	Female	46.20367477	4.406485729	1.0	4	Country or Area	Sub-Saharan Africa	[2006]	2006	2006	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	710	South Africa	F	Female	SEX	F	Female	24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2003, 2008, 2016]	1998	2016	4	1	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	728	South Sudan	F	Female	SEX	F	Female	30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	768	Togo	F	Female	SEX	F	Female	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2010, 2014]	1998	2014	3	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	800	Uganda	F	Female	SEX	F	Female	32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[1995, 2001, 2006, 2011, 2016]	1995	2016	5	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	834	United Republic of Tanzania	F	Female	SEX	F	Female	34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 1999, 2005, 2010, 2016]	1996	2016	5	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	894	Zambia	F	Female	SEX	F	Female	27.850329	-14.59701056	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2002, 2007, 2014]	1996	2014	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	716	Zimbabwe	F	Female	SEX	F	Female	29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[1999, 2006, 2009, 2011, 2014, 2015]	1999	2015	6	1	3
