INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	URBANIZATION	URBANIZATION_DESC	INCOME_WEALTH_QUANTILE	INCOME_WEALTH_QUANTILE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	368	Iraq	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2006, 2011, 2018]	2000	2018	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	368	Iraq	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2011, 2018]	2011	2018	2	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	368	Iraq	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2011, 2018]	2011	2018	2	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	368	Iraq	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2011, 2018]	2011	2018	2	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	368	Iraq	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2011, 2018]	2011	2018	2	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	368	Iraq	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2011, 2018]	2011	2018	2	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	376	Israel	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2012]	2012	2012	1	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	388	Jamaica	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2005, 2011]	2001	2011	3	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	388	Jamaica	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2011]	2011	2011	1	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	388	Jamaica	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2011]	2011	2011	1	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	388	Jamaica	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2011]	2011	2011	1	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	388	Jamaica	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2011]	2011	2011	1	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	388	Jamaica	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2011]	2011	2011	1	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	400	Jordan	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2002, 2007, 2012, 2018]	2002	2018	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	400	Jordan	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2018]	2007	2018	2	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	400	Jordan	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2018]	2007	2018	2	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	400	Jordan	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2018]	2007	2018	2	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	400	Jordan	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2018]	2007	2018	2	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	400	Jordan	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2018]	2007	2018	2	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	398	Kazakhstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2006, 2011, 2015]	2006	2015	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	398	Kazakhstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2006, 2011, 2015]	2006	2015	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	398	Kazakhstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2006, 2011, 2015]	2006	2015	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	398	Kazakhstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2006, 2011, 2015]	2006	2015	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	398	Kazakhstan	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2006, 2011, 2015]	2006	2015	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	398	Kazakhstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2006, 2011, 2015]	2006	2015	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	404	Kenya	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2003, 2008, 2009, 2014]	2000	2014	5	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	404	Kenya	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2003, 2008, 2014]	2003	2014	3	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	404	Kenya	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2003, 2008, 2014]	2003	2014	3	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	404	Kenya	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2003, 2008, 2014]	2003	2014	3	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	404	Kenya	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2003, 2008, 2014]	2003	2014	3	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	404	Kenya	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2003, 2008, 2014]	2003	2014	3	0	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	296	Kiribati	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	296	Kiribati	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	296	Kiribati	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	296	Kiribati	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	296	Kiribati	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	296	Kiribati	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	417	Kyrgyzstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2006, 2012, 2014, 2018]	2006	2018	4	1	3
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	417	Kyrgyzstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2006, 2012, 2014, 2018]	2006	2018	4	1	3
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	417	Kyrgyzstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2006, 2012, 2014, 2018]	2006	2018	4	1	3
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	417	Kyrgyzstan	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2006, 2012, 2014, 2018]	2006	2018	4	1	3
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	417	Kyrgyzstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2006, 2012, 2014, 2018]	2006	2018	4	1	3
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	417	Kyrgyzstan	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2006, 2012, 2014, 2018]	2006	2018	4	1	3
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	418	Lao People's Democratic Republic	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2006, 2012, 2017]	2000	2017	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	418	Lao People's Democratic Republic	M	Male	ISCED11_1	Primary education	_T	All areas	Q1	Quintile 1 (poorest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q1	Male, primary education, all areas, quintile 1 (poorest)	4300	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2012, 2017]	2006	2017	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	418	Lao People's Democratic Republic	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2012, 2017]	2006	2017	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	418	Lao People's Democratic Republic	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2012, 2017]	2006	2017	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	418	Lao People's Democratic Republic	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2012, 2017]	2006	2017	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	418	Lao People's Democratic Republic	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2012, 2017]	2006	2017	3	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	419	Latin America and the Caribbean	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300					2	Sub-region	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	426	Lesotho	M	Male	ISCED11_1	Primary education	_T	All areas	Q2	Quintile 2	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q2	Male, primary education, all areas, quintile 2	4300	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2009, 2014, 2018]	2005	2018	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	426	Lesotho	M	Male	ISCED11_1	Primary education	_T	All areas	Q3	Quintile 3	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q3	Male, primary education, all areas, quintile 3	4300	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2009, 2014, 2018]	2005	2018	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	426	Lesotho	M	Male	ISCED11_1	Primary education	_T	All areas	Q5	Quintile 5 (richest)	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q5	Male, primary education, all areas, quintile 5 (richest)	4300	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2009, 2014, 2018]	2005	2018	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	426	Lesotho	M	Male	ISCED11_1	Primary education	_T	All areas	_T	Total (national average) or no breakdown	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T___T	Male, primary education, all areas, total (national average) or no breakdown	4300	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2009, 2014, 2018]	2005	2018	4	1	2
II.5	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	426	Lesotho	M	Male	ISCED11_1	Primary education	_T	All areas	Q4	Quintile 4	SEX__EDUCATION_LEV__URBANIZATION__INCOME_WEALTH_QUANTILE	M__ISCED11_1___T__Q4	Male, primary education, all areas, quintile 4	4300	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2009, 2014, 2018]	2005	2018	4	1	2
