INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	268	Georgia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	GEO	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	398	Kazakhstan	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	417	Kyrgyzstan	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	860	Uzbekistan	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	UZB	63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	48	Bahrain	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	BHR	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	414	Kuwait	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	KWT	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	422	Lebanon	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	LBN	35.89391711	33.92152458	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	512	Oman	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	634	Qatar	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	QAT	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	682	Saudi Arabia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	SAU	44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	784	United Arab Emirates	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	ARE	53.98279159	23.43322219	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	792	Turkey	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	TUR	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	887	Yemen	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	YEM	45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	96	Brunei Darussalam	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	BRN	114.6288563	4.49736984	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	104	Myanmar	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	MMR	96.51752295	21.19332882	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	116	Cambodia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	KHM	104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	360	Indonesia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	IDN	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	418	Lao People's Democratic Republic	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	458	Malaysia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	MYS	116.8346314	5.452415309	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	608	Philippines	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	PHL	120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	626	Timor-Leste	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	TLS	125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	702	Singapore	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	SGP	103.8107883	1.361009155	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	704	Viet Nam	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	VNM	105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	764	Thailand	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	THA	101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	156	China	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	CHN	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	410	Republic of Korea	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	KOR	127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	496	Mongolia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over	MNG	103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	53	Australia and New Zealand	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Australia and New Zealand	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	62	Central and Southern Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	143	Central Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Central and Southern Asia	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	753	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Eastern and South-Eastern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	30	Eastern Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Eastern and South-Eastern Asia	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	150	Europe	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region	Europe and Northern America	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	513	Europe and Northern America	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region	Europe and Northern America	[2000, 2015]	2000	2015	2	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	432	Landlocked developing countries (LLDCs)	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region		[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	419	Latin America and the Caribbean	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Latin America and the Caribbean	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	199	Least Developed Countries (LDCs)	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region		[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	15	Northern Africa	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Northern Africa and Western Asia	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	747	Northern Africa and Western Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Northern Africa and Western Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	21	Northern America	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Europe and Northern America	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	9	Oceania	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region		[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	543	Oceania (exc. Australia and New Zealand)	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Oceania, exc. Australia and New Zealand	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	722	Small island developing States (SIDS)	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region		[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	35	South-Eastern Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Eastern and South-Eastern Asia	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	34	Southern Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Central and Southern Asia	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	202	Sub-Saharan Africa	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Sub-Saharan Africa	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	145	Western Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					2	Sub-region	Northern Africa and Western Asia	[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	1	World	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					0	Global		[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	142	Asia	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SEX__AGE	_T__Y_GE15	Both sexes or no breakdown by sex, 15 years old and over					1	Region		[2015]	2015	2015	1	1	1
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	50	Bangladesh	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	144	Sri Lanka	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	LKA	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	356	India	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	364	Iran (Islamic Republic of)	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	462	Maldives	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	524	Nepal	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	586	Pakistan	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	8	Albania	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	20	Andorra	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	36	Australia	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	40	Austria	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	56	Belgium	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	70	Bosnia and Herzegovina	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	100	Bulgaria	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
III.6	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	c68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	112	Belarus	F	Female	Y_GE15	15 years old and over	SEX__AGE	F__Y_GE15	Female, 15 years old and over	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2000, 2015, 2016]	2000	2016	3	2	2
