INDICATOR_ID	MINSET_SERIES	METADATA_CATEGORY	METADATA_CATEGORY_DESC	METADATA_DESCRIPTION	METADATA_SOURCE
32	25	3	Method of computation	"Computation Method: 

The numerator is the percentage of women of reproductive age (15-49 years old) who are currently using, or whose sexual partner is currently using, at least one modern contraceptive method. The denominator is the total demand for family planning (the sum of contraceptive prevalence (any method) and the unmet need for family planning). Estimates are with respect to women who are married or in a union.

  Indicator 32a refers to national data while indicator 32b contains estimates from UN Population Division. Estimates are obtained from a systematic and comprehensive set of annual, model-based estimates and projections for a collection of family planning indicators, including contraceptive prevalence, the unmet need for family planning and the demand for family planning satisfied by use of contraception (any method or modern methods alone). All results pertain to married or in-union women and cover the period from 1970 to 2030. Estimates are provided for 185 countries or areas. The results are based on data available as of February 2018. A Bayesian hierarchical model combined with country-specific time trends was used to generate the estimates, projections and uncertainty assessments. The model accounts for differences by data source in the characteristics of the sample population and in the contraceptive methods included in survey-based estimates of prevalence. Details of the methodology are described in: Alkema L., V. Kantorova, C. Menozzi and A. Biddlecom (2013). National, regional and global rates and trends in contraceptive prevalence and unmet need for family planning between 1990 and 2015: a systematic and comprehensive analysis. The Lancet. Vol. 381, Issue 9878, pp. 1642– 1652. The model-based estimates and projections were derived from survey-based estimates by country, as compiled in: United Nations, Department of Economic and Social Affairs, Population Division (2018) World Contraceptive Use 2018. New York: United Nations."	https://unstats.un.org/sdgs/metadata/
32	25	4	Importance of the indicator in addressing gender issues and its limitation	Access to and use of an effective means of contraception to prevent pregnancy enables women and their partners to exercise their rights to decide freely and responsibly the number and spacing of their children. Shortfalls in women’s empowerment are closely intertwined with shortfalls in reproductive rights. Gender discrimination can negatively influence health systems, for instance, so that women cannot access the reproductive health services and information, including family planning, and might be limited in their choices of types of contraception. At the household level, when women are not involved in household decision-making or are subjected to gender-based violence, they may have little control over their reproductive life, including use of contraceptives. Meeting demand for family planning with modern methods also contributes to preventing unintended pregnancies, which are at higher risks of poor maternal and child health outcomes.	Agency
32	25	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

Generally, there is no discrepancy between data presented and data published in survey reports. However, some published national data have been adjusted by the Population Division to improve comparability. Notes are used in the data set to indicate when adjustments were made and where data differed from standard definitions."	https://unstats.un.org/sdgs/metadata/
32	25	6	Process of obtaining data	"This indicator is calculated from nationally-representative household survey data. Multi-country survey programmes that include relevant data for this indicator are: Contraceptive Prevalence Surveys (CPS), Demographic and Health Surveys (DHS), Fertility and Family Surveys (FFS), Reproductive Health Surveys (RHS), Multiple Indicator Cluster Surveys (MICS), Performance Monitoring and Accountability 2020 surveys (PMA), World Fertility Surveys (WFS), other international survey programmes and national surveys.

For information on the source of each estimate, see United Nations, Department of Economic and Social Affairs, Population Division (2016). World Contraceptive Use 2016 (POP/DB/CP/Rev2016)."	https://unstats.un.org/sdgs/metadata/
32	25	7	Treatment of missing values	"Treatment of missing values: At country level: 

There is no attempt to provide estimates for individual countries or areas when country or area data are not available."	https://unstats.un.org/sdgs/metadata/
32	25	8	Data availability and assessment of countries’ capacity	"Data for the percentage of women of reproductive age (15-49 years) who have their need for family planning satisfied with modern methods are available for 128 countries or areas for the 2000-2015 time period. For 81 countries or areas, there are at least two available data points. 

The regional breakdown of data availability is as follows:

Between 2000 and 2015

World and SDG regions At least one data point (first number) Two or more data points (second number)

WORLD 128 81

Developing Regions 115 75

Northern Africa 5 3

Sub-Saharan Africa 44 36

Latin America and the Caribbean 23 15

Eastern Asia 3 1

Southern Asia 8 5

South-eastern Asia 8 7

Western Asia 8 4

Oceania 9 1

Caucasus and Central Asia 7 3

Developed regions 13 6

Least developed countries (LDCs) 44 33

Landlocked developing countries (LLDCs) 29 21

Small island developing States (SIDS) 26 10"""	https://unstats.un.org/sdgs/metadata/
32	25	9	Expected time of release	"Data collection: 

Data are compiled and updated annually in the first quarter of the year. 

  Data release: 

Updated data on the indicator are released by the Population Division in the second quarter of each year. The next release is expected in the second quarter of 2017. A comprehensive compilation of data is published annually by the Population Division. These data are currently with reference to married or in-union women of reproductive age (15-49 years). See: United Nations, Department of Economic and Social Affairs, Population Division (2016). World Contraceptive Use 2016 (POP/DB/CP/Rev2016). "	https://unstats.un.org/sdgs/metadata/
33	26	1	Contact point in international agency	"Organization(s): 

United Nations Children''s Fund (UNICEF)"	https://unstats.un.org/sdgs/metadata/
33	26	2	International agreed definition	"Definition: 

Under-five mortality is the probability of a child born in a specific year or period dying before reaching the age of 5 years, if subject to age specific mortality rates of that period, expressed per 1000 live births.

  Rationale: 

Mortality rates among young children are a key output indicator for child health and well-being, and, more broadly, for social and economic development. It is a closely watched public health indicator because it reflects the access of children and communities to basic health interventions such as vaccination, medical treatment of infectious diseases and adequate nutrition.

  Concepts: 

The under-five mortality rate as defined here is, strictly speaking, not a rate (i.e. the number of deaths divided by the number of population at risk during a certain period of time) but a probability of death derived from a life table and expressed as a rate per 1000 live births."	https://unstats.un.org/sdgs/metadata/
33	26	3	Method of computation	"Computation Method: 

The UN Inter-agency Group for Child Mortality Estimation (UN IGME) estimates are derived from national data from censuses, surveys or vital registration systems. The UN IGME does not use any covariates to derive its estimates. It only applies a curve fitting method to good-quality empirical data to derive trend estimates after data quality assessment. In most cases, the UN IGME estimates are close to the underlying data. The UN IGME aims to minimize the errors for each estimate, harmonize trends over time and produce up-to-date and properly assessed estimates. The UN IGME applies the Bayesian B-splines bias-reduction model to empirical data to derive trend estimates of under-five mortality for all countries. See references for details. 

For the underlying data mentioned above, the most frequently used methods are as follows:

Civil registration: The under-five mortality rate can be derived from a standard period abridged life table using the age-specific deaths and mid-year population counts from civil registration data to calculate death rates, which are then converted into age-specific probabilities of dying.

Census and surveys: An indirect method is used based on a summary birth history, a series of questions asked of each woman of reproductive age as to how many children she has ever given birth to and how many are still alive. The Brass method and model life tables are then used to obtain an estimate of under-five and infant mortality rates. Censuses often include questions on household deaths in the last 12 months, which can be used to calculate mortality estimates.

Surveys: A direct method is used based on a full birth history, a series of detailed questions on each child a woman has given birth to during her lifetime. Neonatal, post-neonatal, infant, child and under-five mortality estimates can be derived from full birth history module."	https://unstats.un.org/sdgs/metadata/
33	26	4	Importance of the indicator in addressing gender issues and its limitation	In settings where there is no gender-based discrimination in the care and treatment of young children, under-five mortality rates are higher for boys than for girls due to biological factors that tend to favour girls, especially in early infancy. The degree of expected female advantage varies according to the overall level of mortality and the profile of causes of death. Thus, equal rates of under-five mortality for boys and girls would actually be considered an indication that girls are suffering disadvantage in survival._x000D_ The effects of gender discrimination on child survival become more apparent after early infancy, because nutrition and medical interventions are more important determinants of survival among older infants and young children. Because of the relative weight of neonatal deaths in overall under-five mortality, girls’ advantage in the neonatal period may mask disadvantage in later ages when considering the under-five mortality rate. To better assess gender differences in mortality among children under-five, it is preferable to disaggregate mortality rates by age, considering separately mortality under age one (infant mortality) and at ages 1-4.	http://mdgs.un.org/unsd/mi/wiki/4-1-Under-five-mortality-rate.ashx
33	26	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

The UN IGME estimates are derived based on national data. Countries often use a single source as their official estimates or apply methods different from the UN IGME methods to derive estimates. The differences between the UN IGME estimates and national official estimates are usually not large if empirical data has good quality.

Many countries lack a single source of high-quality data covering the last several decades. Data from different sources require different calculation methods and may suffer from different errors, for example random errors in sample surveys or systematic errors due to misreporting. As a result, different surveys often yield widely different estimates of under-five mortality for a given time period and available data collected by countries are often inconsistent across sources. It is important to analyse, reconcile and evaluate all data sources simultaneously for each country. Each new survey or data point must be examined in the context of all other sources, including previous data. Data suffer from sampling or non-sampling errors (such as misreporting of age and survivor selection bias; underreporting of child deaths is also common). UN IGME assesses the quality of underlying data sources and adjusts data when necessary. Furthermore, the latest data produced by countries often are not current estimates but refer to an earlier reference period. Thus, the UN IGME also projects estimates to a common reference year. In order to reconcile these differences and take better account of the systematic biases associated with the various types of data inputs, the UN IGME has developed an estimation method to fit a smoothed trend curve to a set of observations and to extrapolate that trend to a defined time point. The UN IGME aims to minimize the errors for each estimate, harmonize trends over time and produce up-to-date and properly assessed estimates of child mortality. In the absence of error-free data, there will always be uncertainty around data and estimates. To allow for added comparability, the UN IGME generates such estimates with uncertainty bounds. Applying a consistent methodology also allows for comparisons between countries, despite the varied number and types of data sources. UN IGME applies a common methodology across countries and uses original empirical data from each country but does not report figures produced by individual countries using other methods, which would not be comparable to other country estimates."	https://unstats.un.org/sdgs/metadata/
33	26	6	Process of obtaining data	"Description: 

Nationally-representative estimates of child mortality can be derived from a number of different sources, including civil registration and sample surveys. Demographic surveillance sites and hospital data are excluded as they are rarely representative. The preferred source of data is a civil registration system that records births and deaths on a continuous basis. If registration is complete and the system functions efficiently, the resulting estimates will be accurate and timely. However, many countries do not have well-functioning vital registration systems. In such cases, household surveys, such as the UNICEF-supported Multiple Indicator Cluster Surveys (MICS), the USAID-supported Demographic and Health Surveys (DHS) and periodic population censuses have become the primary sources of data on under-five mortality. These surveys ask women about the survival of their children, and it is these reports that provide the basis of child mortality estimates for a majority of low- and middle- income countries. These data, however, are often subject to sampling or/and non-sampling errors, which might be substantial.

Civil registration

Civil registration data are the preferred data source for under-five, infant and neonatal mortality estimation. The calculation of the under-five and infant mortality rates from civil registration data is derived from a standard period abridged life table. For civil registration data (with available data on the number of deaths and mid-year populations), initially annual observations were constructed for all observation years in a country.

Population census and household survey data

The majority of survey data comes in one of two forms: the full birth history (FBH), whereby women are asked for the date of birth of each of their children, whether the child is still alive, and if not the age at death; and the summary birth history (SBH), whereby women are asked only about the number of their children ever born and the number that have died (or equivalently the number still alive).

  Collection process: 

For under-five mortality, UNICEF and the UN IGME compile data from all available data sources, including household surveys, censuses, vital registration data etc. UNICEF and the UN IGME compile these data whenever they are available publically and then conduct data quality assessment. UNICEF also collects data through UNICEF country offices by reaching national counterpart(s). The UN IGME also collects vital registration data reported by Ministries of Health or other relevant agencies to WHO. 

Adjustments of empirical data are made in high prevalence HIV settings to adjust for under reporting of under-five mortality due to missing mothers in survey data. UNIGME than applies a curve fitting method to these empirical data to derive the UN IGME trend estimates of the under-five mortality rates. Because deaths by crisis are difficult to capture in household survey or census data, UN IGME adjusts the estimates for crisis mortality.

Then the UN IGME conducts an annual country consultation by sending the UN IGME estimates, empirical data used to derive the UN IGME estimates, and notes on methodology to National Statistical Offices and to Ministries of Health or relevant agencies for feedback on the UN IGME estimates and the empirical data. National Statistical Offices, Ministries of Health or relevant agencies review the UN IGME estimates and empirical data, send feedback or comments, and sometimes supply additional empirical data .

To increase the transparency of the estimation process, the UN IGME has developed a child mortality web portal: CME Info (www.childmortality.org). It includes all available data and shows estimates for each country. Once the new estimates are finalized, CME Info will be updated to reflect all available data and the new estimates."	https://unstats.un.org/sdgs/metadata/
33	26	7	Treatment of missing values	"Treatment of missing values: At country level: 

UN IGME estimates are based on underlying empirical data. If the empirical data refer to an earlier reference period than the end year of the period the estimates are reported, UN IGME extrapolates the estimates to the common end year. UN IGME does not use any covariates to derive the estimates."	https://unstats.un.org/sdgs/metadata/
33	26	8	Data availability and assessment of countries’ capacity	"Description: 

Indicator is available for all countries from 1990 (or earlier) to 2017, depending on availability of empirical data for each country before 1990."	https://unstats.un.org/sdgs/metadata/
33	26	9	Expected time of release	"Data collection: 

The UN IGME underlying database is continuously updated whenever new empirical data become available. 

  Data release: 

A new round of estimates of the UN IGME will be released in 2019; usually, the release date is in the month of September. "	https://unstats.un.org/sdgs/metadata/
34	27	1	Contact point in international agency	"Organization(s): 

World Health Organization (WHO)"	https://unstats.un.org/sdgs/metadata/
34	27	1	Contact point in international agency	"Organization(s): 

World Health Organization (WHO)"	https://unstats.un.org/sdgs/metadata/
34	27	2	International agreed definition	"Definition: 

The maternal mortality ratio (MMR) is defined as the number of maternal deaths during a given time period per 100,000 live births during the same time period. It depicts the risk of maternal death relative to the number of live births and essentially captures the risk of death in a single pregnancy or a single live birth.

Maternal deaths: The annual number of female deaths from any cause related to or aggravated by pregnancy or its management (excluding accidental or incidental causes) during pregnancy and childbirth or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, expressed per 100,000 live births, for a specified time period.

  Rationale: 

All maternal mortality indicators derived from the 2015 estimation round include a point-estimate and an 80% uncertainty interval (UI). For those indicators where only point-estimates are reported in the text or tables, UIs can be obtained from supplementary material online (http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/). Both point-estimates and 80% UIs should be taken into account when assessing estimates.

For example: 

The estimated 2015 global MMR is 216 (UI 207 to 249)

This means:

• The point-estimate is 216 and the 80% uncertainty interval ranges 207 to 249.

• There is a 50% chance that the true 2015 global MMR lies above 216, and a 50% chance that the true value lies below 216.

• There is an 80% chance that the true 2015 global MMR lies between 207 and 249.

• There is still a 10% chance that the true 2015 global MMR lies above 249, and a 10% chance that the true value lies below 207.

Other accurate interpretations include:

• We are 90% certain that the true 2015 global MMR is at least 207.

• We are 90% certain that the true 2015 global MMR is 249 or less.

The amount of data available for estimating an indicator and the quality of that data determine the width of an indicator’s UI. As data availability and quality improve, the certainty increases that an indicator’s true value lies close to the point-estimate.

  Concepts: 

Definitions related to maternal death in ICD-10

Maternal death: The death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, from any cause related to or aggravated by the pregnancy or its management (from direct or indirect obstetric death), but not from accidental or incidental causes.

Pregnancy-related death: The death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the cause of death.

Late maternal death: The death of a woman from direct or indirect obstetric causes, more than 42 days, but less than one year after termination of pregnancy

  Comments and limitations: 

The extent of maternal mortality in a population is essentially the combination of two factors:

i. The risk of death in a single pregnancy or a single live birth.

ii. The fertility level (i.e. the number of pregnancies or births that are experienced by women of reproductive age).

The maternal mortality ratio (MMR) is defined as the number of maternal deaths during a given time period per 100 000 live births during the same time period. It depicts the risk of maternal death relative to the number of live births and essentially captures (i) above.

By contrast, the maternal mortality rate (MMRate) is calculated as the number of maternal deaths divided by person-years lived by women of reproductive age. The MMRate captures both the risk of maternal death per pregnancy or per total birth (live birth or stillbirth), and the level of fertility in the population. In addition to the MMR and the MMRate, it is possible to calculate the adult lifetime risk of maternal mortality for women in the population (see Box A2.2). An alternative measure of maternal mortality, the proportion of deaths among women of reproductive age that are due to maternal causes (PM), is calculated as the number of maternal deaths divided by the total deaths among women aged 15–49 years.

Related Statistical measures of maternal mortality

Maternal mortality ratio (MMR): Number of maternal deaths during a given time period per 100,000 live births during the same time period.

Maternal mortality rate (MMRate): Number of maternal deaths divided by person-years lived by women of reproductive age.

Adult lifetime risk of maternal death: The probability that a 15-year-old woman will die eventually from a maternal cause.

The proportion of deaths among women of reproductive age that are due to maternal causes (PM): The number of maternal deaths in a given time period divided by the total deaths among women aged 15–49 years."	https://unstats.un.org/sdgs/metadata/
34	27	2	International agreed definition	"Definition: 

The maternal mortality ratio (MMR) is defined as the number of maternal deaths during a given time period per 100,000 live births during the same time period. It depicts the risk of maternal death relative to the number of live births and essentially captures the risk of death in a single pregnancy or a single live birth.

Maternal deaths: The annual number of female deaths from any cause related to or aggravated by pregnancy or its management (excluding accidental or incidental causes) during pregnancy and childbirth or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, expressed per 100,000 live births, for a specified time period.

  Rationale: 

All maternal mortality indicators derived from the 2015 estimation round include a point-estimate and an 80% uncertainty interval (UI). For those indicators where only point-estimates are reported in the text or tables, UIs can be obtained from supplementary material online (http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/). Both point-estimates and 80% UIs should be taken into account when assessing estimates.

For example: 

The estimated 2015 global MMR is 216 (UI 207 to 249)

This means:

• The point-estimate is 216 and the 80% uncertainty interval ranges 207 to 249.

• There is a 50% chance that the true 2015 global MMR lies above 216, and a 50% chance that the true value lies below 216.

• There is an 80% chance that the true 2015 global MMR lies between 207 and 249.

• There is still a 10% chance that the true 2015 global MMR lies above 249, and a 10% chance that the true value lies below 207.

Other accurate interpretations include:

• We are 90% certain that the true 2015 global MMR is at least 207.

• We are 90% certain that the true 2015 global MMR is 249 or less.

The amount of data available for estimating an indicator and the quality of that data determine the width of an indicator’s UI. As data availability and quality improve, the certainty increases that an indicator’s true value lies close to the point-estimate.

  Concepts: 

Definitions related to maternal death in ICD-10

Maternal death: The death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, from any cause related to or aggravated by the pregnancy or its management (from direct or indirect obstetric death), but not from accidental or incidental causes.

Pregnancy-related death: The death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the cause of death.

Late maternal death: The death of a woman from direct or indirect obstetric causes, more than 42 days, but less than one year after termination of pregnancy

  Comments and limitations: 

The extent of maternal mortality in a population is essentially the combination of two factors:

i. The risk of death in a single pregnancy or a single live birth.

ii. The fertility level (i.e. the number of pregnancies or births that are experienced by women of reproductive age).

The maternal mortality ratio (MMR) is defined as the number of maternal deaths during a given time period per 100 000 live births during the same time period. It depicts the risk of maternal death relative to the number of live births and essentially captures (i) above.

By contrast, the maternal mortality rate (MMRate) is calculated as the number of maternal deaths divided by person-years lived by women of reproductive age. The MMRate captures both the risk of maternal death per pregnancy or per total birth (live birth or stillbirth), and the level of fertility in the population. In addition to the MMR and the MMRate, it is possible to calculate the adult lifetime risk of maternal mortality for women in the population (see Box A2.2). An alternative measure of maternal mortality, the proportion of deaths among women of reproductive age that are due to maternal causes (PM), is calculated as the number of maternal deaths divided by the total deaths among women aged 15–49 years.

Related Statistical measures of maternal mortality

Maternal mortality ratio (MMR): Number of maternal deaths during a given time period per 100,000 live births during the same time period.

Maternal mortality rate (MMRate): Number of maternal deaths divided by person-years lived by women of reproductive age.

Adult lifetime risk of maternal death: The probability that a 15-year-old woman will die eventually from a maternal cause.

The proportion of deaths among women of reproductive age that are due to maternal causes (PM): The number of maternal deaths in a given time period divided by the total deaths among women aged 15–49 years."	https://unstats.un.org/sdgs/metadata/
34	27	3	Method of computation	"Computation Method: 

The maternal mortality ratio can be calculated by dividing recorded (or estimated) maternal deaths by total recorded (or estimated) live births in the same period and multiplying by 100 000. Measurement requires information on pregnancy status, timing of death (during pregnancy, childbirth, or within 42 days of termination of pregnancy), and cause of death.

The maternal mortality ratio can be calculated directly from data collected through vital registration systems, household surveys or other sources. There are often data quality problems, particularly related to the underreporting and misclassification of maternal deaths. Therefore, data are often adjusted in order to take these data quality issues into account. Some countries undertake these adjustments or corrections as part of specialized/confidential enquiries or administrative efforts embedded within maternal mortality monitoring programmes."	https://unstats.un.org/sdgs/metadata/
34	27	3	Method of computation	"Computation Method: 

The maternal mortality ratio can be calculated by dividing recorded (or estimated) maternal deaths by total recorded (or estimated) live births in the same period and multiplying by 100 000. Measurement requires information on pregnancy status, timing of death (during pregnancy, childbirth, or within 42 days of termination of pregnancy), and cause of death.

The maternal mortality ratio can be calculated directly from data collected through vital registration systems, household surveys or other sources. There are often data quality problems, particularly related to the underreporting and misclassification of maternal deaths. Therefore, data are often adjusted in order to take these data quality issues into account. Some countries undertake these adjustments or corrections as part of specialized/confidential enquiries or administrative efforts embedded within maternal mortality monitoring programmes."	https://unstats.un.org/sdgs/metadata/
34	27	4	Importance of the indicator in addressing gender issues and its limitation	The low social and economic status of girls and women is a fundamental determinant of maternal mortality in many countries. Low status limits the access of girls and women to education, good nutrition and family planning—key determinants of too early, too many, and risky pregnancies—as well as to the necessary health services to prevent and/or treat complications of pregnancy and childbirth.	http://mdgs.un.org/unsd/mi/wiki/5-1-Maternal-mortality-ratio.ashx#p7
34	27	4	Importance of the indicator in addressing gender issues and its limitation	The low social and economic status of girls and women is a fundamental determinant of maternal mortality in many countries. Low status limits the access of girls and women to education, good nutrition and family planning—key determinants of too early, too many, and risky pregnancies—as well as to the necessary health services to prevent and/or treat complications of pregnancy and childbirth.	Agency
34	27	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

The maternal mortality ratio is defined as the number of maternal deaths divided by live births. However, to account for potential incompleteness of death recording in various data sources, the MMEIG first computes the fraction of deaths due to maternal causes from original data sources (referred to as the “proportion maternal”, or PM), and then applies that fraction to WHO estimates of total deaths among women of reproductive age to obtain an estimate of the number of maternal deaths. 

In other words, the following fraction is first computed from country data sources:

PM= Number of maternal deaths 15-49/All female deaths at ages 15-49 

and then the PM is used to compute the MMR as follows:

MMR=PM ×(All female deaths at ages 15-49/Number of live births)

where the estimate of all deaths at ages 15-49 in the second equation is derived from WHO life tables, and the number of live births is from the World Population Prospects 2015.

With this as background, a few reasons that MMEIG estimates may differ from national statistics are as follows:

1. Civil registration and vital statistics systems are not always complete (i.e., they do not always capture 100% of all deaths) and completeness may change over time. The MMEIG estimation approach attempts to correct for this by using the above approach, which involves first computing the PM.

2. The MMEIG often applies adjustment factors to the PM computed from original data to account for measurement issues (such as how the country defined “maternal” deaths; misclassification; or undercounting). 

3. The MMEIG uses the standardized series of live births from the United Nations Population Division, as published in World Population Prospects 2015, in the denominator of the MMR equation. To better inform the WPP, countries should discuss discrepancies directly with the UNPD. The contact address is population@un.org; this email address is monitored regularly and messages are dispatched to the appropriate analysts for each country or concern. 

4. Statistically speaking, maternal deaths are a relatively rare event, which can lead to noisy time trends in data over time. As the goal of the MMEIG estimates is to track long term progress in reducing maternal mortality, the estimation process involves some smoothing to generate a curve that better captures changes in underlying risk"	https://unstats.un.org/sdgs/metadata/
34	27	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

The maternal mortality ratio is defined as the number of maternal deaths divided by live births. However, to account for potential incompleteness of death recording in various data sources, the MMEIG first computes the fraction of deaths due to maternal causes from original data sources (referred to as the “proportion maternal”, or PM), and then applies that fraction to WHO estimates of total deaths among women of reproductive age to obtain an estimate of the number of maternal deaths. 

In other words, the following fraction is first computed from country data sources:

PM= Number of maternal deaths 15-49/All female deaths at ages 15-49 

and then the PM is used to compute the MMR as follows:

MMR=PM ×(All female deaths at ages 15-49/Number of live births)

where the estimate of all deaths at ages 15-49 in the second equation is derived from WHO life tables, and the number of live births is from the World Population Prospects 2015.

With this as background, a few reasons that MMEIG estimates may differ from national statistics are as follows:

1. Civil registration and vital statistics systems are not always complete (i.e., they do not always capture 100% of all deaths) and completeness may change over time. The MMEIG estimation approach attempts to correct for this by using the above approach, which involves first computing the PM.

2. The MMEIG often applies adjustment factors to the PM computed from original data to account for measurement issues (such as how the country defined “maternal” deaths; misclassification; or undercounting). 

3. The MMEIG uses the standardized series of live births from the United Nations Population Division, as published in World Population Prospects 2015, in the denominator of the MMR equation. To better inform the WPP, countries should discuss discrepancies directly with the UNPD. The contact address is population@un.org; this email address is monitored regularly and messages are dispatched to the appropriate analysts for each country or concern. 

4. Statistically speaking, maternal deaths are a relatively rare event, which can lead to noisy time trends in data over time. As the goal of the MMEIG estimates is to track long term progress in reducing maternal mortality, the estimation process involves some smoothing to generate a curve that better captures changes in underlying risk"	https://unstats.un.org/sdgs/metadata/
34	27	6	Process of obtaining data	"Description: 

Please see page 5 of the report

http://apps.who.int/iris/bitstream/10665/194254/1/9789241565141\_eng.pdf?ua=1

  Collection process: 

The MMEIG maintains an input database consisting of maternal mortality data from civil registration, population based surveys, surveillance systems, censuses, and other specialized studies/surveys. This database is used to determine the number of maternal deaths and where possible the number of deaths among all women of reproductive age (WRA) to calculate the ""PM"" proportion of maternal deaths among WRA. The MMR is then calculated as MMR = PM(D/B); where ""D"" is the number of deaths in women aged 15-49 (WRA) and ""B"" is the number of live births. The number of live births is based upon the World Population Prospects.

Statistical modelling is undertaken to generate comparable Country, Regional, and Global level estimates. The model''s fit is assessed by cross-validation. Estimates are then reviewed with Member States through a WHO country consultation process. In 2001, the WHO Executive Board endorsed a resolution (EB.107.R8) seeking to “establish a technical consultation process bringing together personnel and perspectives from Member States in different WHO regions”. A key objective of this consultation process is “to ensure that each Member State is consulted on the best data to be used”. Since the process is an integral step in the overall estimation strategy, it is described here in brief.

The country consultation process entails an exchange between WHO and technical focal person(s) in each country. It is carried out prior to the publication of estimates. During the consultation period, WHO invites focal person(s) to review input data sources, methods for estimation and the preliminary estimates. Focal person(s) are encouraged to submit additional data that may not have been taken into account in the preliminary estimates.

Adjustments are made according to the data source type:

(1) CRVS, for underreporting and misclassification of maternal deaths

(2) reports providing ""pregnancy-related"" mortality, for underreporting of these deaths, as well as over-reporting of maternal deaths due to inclusion of deaths which are accidental or incidental to pregnancy (thus outside of the definition of maternal mortality). 

The analysis also accounts for stochastic errors due to the general rarity of maternal deaths, sampling error in the data source, errors during data collection and processing, and other random error."	https://unstats.un.org/sdgs/metadata/
34	27	6	Process of obtaining data	"Description: 

Please see page 5 of the report

http://apps.who.int/iris/bitstream/10665/194254/1/9789241565141\_eng.pdf?ua=1

  Collection process: 

The MMEIG maintains an input database consisting of maternal mortality data from civil registration, population based surveys, surveillance systems, censuses, and other specialized studies/surveys. This database is used to determine the number of maternal deaths and where possible the number of deaths among all women of reproductive age (WRA) to calculate the ""PM"" proportion of maternal deaths among WRA. The MMR is then calculated as MMR = PM(D/B); where ""D"" is the number of deaths in women aged 15-49 (WRA) and ""B"" is the number of live births. The number of live births is based upon the World Population Prospects.

Statistical modelling is undertaken to generate comparable Country, Regional, and Global level estimates. The model''s fit is assessed by cross-validation. Estimates are then reviewed with Member States through a WHO country consultation process. In 2001, the WHO Executive Board endorsed a resolution (EB.107.R8) seeking to “establish a technical consultation process bringing together personnel and perspectives from Member States in different WHO regions”. A key objective of this consultation process is “to ensure that each Member State is consulted on the best data to be used”. Since the process is an integral step in the overall estimation strategy, it is described here in brief.

The country consultation process entails an exchange between WHO and technical focal person(s) in each country. It is carried out prior to the publication of estimates. During the consultation period, WHO invites focal person(s) to review input data sources, methods for estimation and the preliminary estimates. Focal person(s) are encouraged to submit additional data that may not have been taken into account in the preliminary estimates.

Adjustments are made according to the data source type:

(1) CRVS, for underreporting and misclassification of maternal deaths

(2) reports providing ""pregnancy-related"" mortality, for underreporting of these deaths, as well as over-reporting of maternal deaths due to inclusion of deaths which are accidental or incidental to pregnancy (thus outside of the definition of maternal mortality). 

The analysis also accounts for stochastic errors due to the general rarity of maternal deaths, sampling error in the data source, errors during data collection and processing, and other random error."	https://unstats.un.org/sdgs/metadata/
34	27	7	Treatment of missing values	"Treatment of missing values: At country level: 

The Maternal Mortality Estimation Inter-Agency Group (MMEIG) uses the ""BMaT"" model to estimate MMR where there are missing values (see page 12 of the report http://apps.who.int/iris/bitstream/10665/194254/1/9789241565141\_eng.pdf?ua=1).

Equation:

log(PMina) = ai– ß1 log(GDPi) + ß2 log(GFRi) – ß3 SABi

with random country intercepts modelled hierarchically within regions:

ai~ N(aregion, s2country), ar ~ N(aworld, s2region)

meaning country intercepts (ai) are distributed normally with a country-specific variance (s2country)

around random region intercepts (aregion), and random region intercepts (aregion) are distributed

normally with a region-specific variance (s2region) around a world intercept (aworld); and:

GDPi= gross domestic product per capita (in 2011 purchasing power parity \[PPP\] dollars)

GFRi= general fertility rate (live births per woman aged 15–49 years)

SABi= skilled attendant at birth (as a proportion of live births)."	https://unstats.un.org/sdgs/metadata/
