REF_AREA,REF_AREA_DESC,ISO3,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,TIME_PERIOD,INDICATOR_LABEL_100,INDICATOR_ID_100,INDICATOR_DESC_100,MINSET_SERIES_100,MINSET_SERIES_DESC_100,X,Y,OBS_VALUE__100__F__Y_GE10___T,OBS_VALUE__100__M__Y_GE10___T,OBS_VALUE__100__F__Y_GE65___T,OBS_VALUE__100__M__Y_GE65___T,OBS_VALUE__100__F__Y_GE10__R,OBS_VALUE__100__M__Y_GE10__R,OBS_VALUE__100__F__Y_GE65__R,OBS_VALUE__100__M__Y_GE65__R,OBS_VALUE__100__F__Y_GE10__U,OBS_VALUE__100__M__Y_GE10__U,OBS_VALUE__100__F__Y_GE65__U,OBS_VALUE__100__M__Y_GE65__U,OBS_VALUE__100__F__Y_GE12___T,OBS_VALUE__100__M__Y_GE12___T,OBS_VALUE__100__F__Y15T24___T,OBS_VALUE__100__M__Y15T24___T,OBS_VALUE__100__F__Y_GE12__R,OBS_VALUE__100__M__Y_GE12__R,OBS_VALUE__100__F__Y_GE12__U,OBS_VALUE__100__M__Y_GE12__U,OBS_VALUE__100__F__Y_GE15___T,OBS_VALUE__100__M__Y_GE15___T,OBS_VALUE__100__F__Y25T44___T,OBS_VALUE__100__M__Y25T44___T,OBS_VALUE__100__F__Y45T54___T,OBS_VALUE__100__M__Y45T54___T,OBS_VALUE__100__F__Y55T64___T,OBS_VALUE__100__M__Y55T64___T,OBS_VALUE__100__F__Y_GE15__R,OBS_VALUE__100__M__Y_GE15__R,OBS_VALUE__100__F__Y15T24__R,OBS_VALUE__100__M__Y15T24__R,OBS_VALUE__100__F__Y25T44__R,OBS_VALUE__100__M__Y25T44__R,OBS_VALUE__100__F__Y45T54__R,OBS_VALUE__100__M__Y45T54__R,OBS_VALUE__100__F__Y55T64__R,OBS_VALUE__100__M__Y55T64__R,OBS_VALUE__100__F__Y_GE15__U,OBS_VALUE__100__M__Y_GE15__U,OBS_VALUE__100__F__Y15T24__U,OBS_VALUE__100__M__Y15T24__U,OBS_VALUE__100__F__Y25T44__U,OBS_VALUE__100__M__Y25T44__U,OBS_VALUE__100__F__Y45T54__U,OBS_VALUE__100__M__Y45T54__U,OBS_VALUE__100__F__Y55T64__U,OBS_VALUE__100__M__Y55T64__U,OBS_VALUE__100__F___T___T,OBS_VALUE__100__M___T___T,OBS_VALUE__100__F__Y20T74___T,OBS_VALUE__100__M__Y20T74___T,OBS_VALUE__100__F__Y15T64___T,OBS_VALUE__100__M__Y15T64___T,OBS_VALUE__100__F__Y12T24___T,OBS_VALUE__100__M__Y12T24___T,OBS_VALUE__100__F__Y25T34___T,OBS_VALUE__100__M__Y25T34___T,OBS_VALUE__100__F__Y35T44___T,OBS_VALUE__100__M__Y35T44___T,OBS_VALUE__100__F__Y65T74___T,OBS_VALUE__100__M__Y65T74___T,OBS_VALUE__100__F__Y75T84___T,OBS_VALUE__100__M__Y75T84___T,OBS_VALUE__100__F__Y_GE85___T,OBS_VALUE__100__M__Y_GE85___T,OBS_VALUE__100__F__Y_GE16___T,OBS_VALUE__100__M__Y_GE16___T,OBS_VALUE__100__F__Y45T64___T,OBS_VALUE__100__M__Y45T64___T,OBS_VALUE__100__F__Y_GE18___T,OBS_VALUE__100__M__Y_GE18___T,OBS_VALUE__100__F__Y06T65__R,OBS_VALUE__100__M__Y06T65__R,OBS_VALUE__100__F__Y06T65__U,OBS_VALUE__100__M__Y06T65__U,OBS_VALUE__100__F__Y15T49__R,OBS_VALUE__100__M__Y15T49__R,OBS_VALUE__100__F__Y15T49__U,OBS_VALUE__100__M__Y15T49__U,OBS_VALUE__100__F__Y12T14___T,OBS_VALUE__100__M__Y12T14___T,OBS_VALUE__100__F__Y12T14__R,OBS_VALUE__100__M__Y12T14__R,OBS_VALUE__100__F__Y12T14__U,OBS_VALUE__100__M__Y12T14__U,OBS_VALUE__100__F__Y10T14___T,OBS_VALUE__100__M__Y10T14___T,OBS_VALUE__100__F__Y45T64__R,OBS_VALUE__100__M__Y45T64__R,OBS_VALUE__100__F__Y45T64__U,OBS_VALUE__100__M__Y45T64__U,OBS_VALUE__100__F__Y_GE20___T,OBS_VALUE__100__M__Y_GE20___T,OBS_VALUE__100__F__Y20T24___T,OBS_VALUE__100__M__Y20T24___T,OBS_VALUE__100__F__Y20T64___T,OBS_VALUE__100__M__Y20T64___T,OBS_VALUE__100__F__Y_GE06___T,OBS_VALUE__100__M__Y_GE06___T,OBS_VALUE__100__F__Y_GE05___T,OBS_VALUE__100__M__Y_GE05___T,OBS_VALUE__100__F__Y_GE14___T,OBS_VALUE__100__M__Y_GE14___T,OBS_VALUE__400__F__Y_GE15__R,OBS_VALUE__400__M__Y_GE15__R,OBS_VALUE__400__F__Y_GE10__R,OBS_VALUE__400__M__Y_GE10__R,OBS_VALUE__400__F__Y_GE65__R,OBS_VALUE__400__M__Y_GE65__R,OBS_VALUE__400__F__Y15T24__R,OBS_VALUE__400__M__Y15T24__R,OBS_VALUE__400__F__Y25T44__R,OBS_VALUE__400__M__Y25T44__R,OBS_VALUE__400__F__Y45T54__R,OBS_VALUE__400__M__Y45T54__R,OBS_VALUE__400__F__Y55T64__R,OBS_VALUE__400__M__Y55T64__R,OBS_VALUE__400__F__Y15T49__R,OBS_VALUE__400__M__Y15T49__R,OBS_VALUE__400__F___T__R,OBS_VALUE__400__M___T__R,OBS_VALUE__400__F__Y_GE12__R,OBS_VALUE__400__M__Y_GE12__R,OBS_VALUE__400__F__Y_GE15__U,OBS_VALUE__400__M__Y_GE15__U,OBS_VALUE__400__F__Y_GE10__U,OBS_VALUE__400__M__Y_GE10__U,OBS_VALUE__400__F__Y_GE65__U,OBS_VALUE__400__M__Y_GE65__U,OBS_VALUE__400__F__Y15T24__U,OBS_VALUE__400__M__Y15T24__U,OBS_VALUE__400__F__Y25T44__U,OBS_VALUE__400__M__Y25T44__U,OBS_VALUE__400__F__Y45T54__U,OBS_VALUE__400__M__Y45T54__U,OBS_VALUE__400__F__Y55T64__U,OBS_VALUE__400__M__Y55T64__U,OBS_VALUE__400__F__Y15T49__U,OBS_VALUE__400__M__Y15T49__U,OBS_VALUE__400__F___T__U,OBS_VALUE__400__M___T__U,OBS_VALUE__400__F__Y_GE12__U,OBS_VALUE__400__M__Y_GE12__U,OBS_VALUE__400__F__Y_GE15___T,OBS_VALUE__400__M__Y_GE15___T,OBS_VALUE__400__F__Y20T74___T,OBS_VALUE__400__M__Y20T74___T,OBS_VALUE__400__F__Y_GE10___T,OBS_VALUE__400__M__Y_GE10___T,OBS_VALUE__400__F__Y_GE65___T,OBS_VALUE__400__M__Y_GE65___T,OBS_VALUE__400__F__Y_GE12___T,OBS_VALUE__400__M__Y_GE12___T,OBS_VALUE__400__F__Y15T24___T,OBS_VALUE__400__M__Y15T24___T,OBS_VALUE__400__F__Y25T44___T,OBS_VALUE__400__M__Y25T44___T,OBS_VALUE__400__F__Y45T54___T,OBS_VALUE__400__M__Y45T54___T,OBS_VALUE__400__F__Y55T64___T,OBS_VALUE__400__M__Y55T64___T,OBS_VALUE__400__F__Y_GE18___T,OBS_VALUE__400__M__Y_GE18___T,OBS_VALUE__400__F__Y_GE05___T,OBS_VALUE__400__M__Y_GE05___T,OBS_VALUE__400__F__Y15T64___T,OBS_VALUE__400__M__Y15T64___T,OBS_VALUE__400__F___T___T,OBS_VALUE__400__M___T___T,OBS_VALUE__400__F__Y_GE14___T,OBS_VALUE__400__M__Y_GE14___T,OBS_VALUE__400__F__Y20T64___T,OBS_VALUE__400__M__Y20T64___T,OBS_VALUE__400__F__Y_GE16___T,OBS_VALUE__400__M__Y_GE16___T,OBS_VALUE__400__F__Y45T64___T,OBS_VALUE__400__M__Y45T64___T,OBS_VALUE__400__F__Y_GE06___T,OBS_VALUE__400__M__Y_GE06___T
276,Germany,DEU,Europe and Northern America,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",10.3806066,51.08862743,3.816,2.4,4.464,3.4320000000000004,3.912,2.448,4.56,3.3360000000000003,3.792,2.4,4.44,3.4560000000000004,,,1.68,1.0319999999999998,,,,,3.936,2.4960000000000004,4.392,2.3520000000000003,3.96,2.544,4.056,2.736,4.032,2.52,1.608,1.056,4.728,2.424,4.056,2.568,3.96,3.0,3.912,2.472,1.7039999999999995,1.008,4.295999999999999,2.328,3.936,2.544,4.08,2.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Ghana,GHA,Sub-Saharan Africa,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-1.205623522,7.964825185,3.4666656,0.8500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7166664,1.0999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,5.93,,,,,,,,,,,,,8.6,7.62,,,,,,,,,,,,,,,,
300,Greece,GRC,Europe and Northern America,G,Global,2014,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",22.58307827,39.47301873,4.2,1.6000008,4.6333344,2.3166672,4.7500008000000005,1.95,4.9999992,2.8000008000000003,4.0166664,1.5333336,4.4666664,2.1333336,,,1.3666656,0.7000008,,,,,4.35,1.6833336,4.3666656,1.483332,4.9999992,1.8166656,5.3500008,2.1333336,4.9000008,2.0333328,2.2666656,1.4166672,5.0333328,1.4500008,5.1499992,1.8666672,5.6666664,2.2833336,4.2333336,1.5833328,1.2,0.4666655999999999,4.2166656,1.4666664,4.95,1.8,5.2833336,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Azerbaijan,AZE,Northern Africa and Western Asia,G,Global,2008,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",50.01064725,40.39229544,,,,,,,,,,,,,,,,,,,,,6.1000008,2.1333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Argentina,ARG,Latin America and the Caribbean,G,Global,2005,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-65.14563274,-35.19446255,,,,,,,,,,,,,,,,,,,,,4.0166664,1.4666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Argentina,ARG,Latin America and the Caribbean,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-65.14563274,-35.19446255,,,,,,,,,,,,,,,,,,,,,4.2,1.5833328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Argentina,ARG,Latin America and the Caribbean,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-65.14563274,-35.19446255,,,3.4561872,1.7613816,,,,,,,,,,,4.653931200000001,2.3988072,,,,,5.6204736,2.219664,7.3784928,2.371476,5.4268968,2.1084912,4.9581672,1.9595424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Guatemala,GTM,Latin America and the Caribbean,G,Global,2014,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-91.2312746,15.00273719,,,2.2957944,0.7055544,,,,,,,,,,,3.4544376,0.427836,,,,,4.264084799999999,0.5658024,5.3321592,0.6944496,4.321430400000001,0.5037143999999999,4.0762296000000005,0.5051184,4.6277856,0.4221792,,,,,,,,,3.94668,0.6948072000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Guatemala,GTM,Latin America and the Caribbean,G,Global,2017,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-91.2312746,15.00273719,,,2.8717896,0.5304192000000001,,,,,,,,,,,4.0381872,0.4616784,,,,,4.6758552,0.6252888,5.6230728,0.7955208,4.9001184,0.6092592,4.2930096,0.6617951999999999,4.9355016,0.5102856,,,,,,,,,4.4404248,0.7422768000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Honduras,HND,Latin America and the Caribbean,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-86.59974381,14.82243161,,,2.5798392000000003,0.6038136000000001,,,,,,,,,,,4.339869599999999,1.4953368,,,,,4.1509704,1.0353432,4.5616608,0.8657256000000001,3.863479199999999,0.6849120000000001,3.744204,0.7036776,4.2413592,0.7540488,,,,,,,,,4.0629096,1.36488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,"China, Hong Kong Special Administrative Region",HKG,Eastern and South-Eastern Asia,G,Global,2002,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",114.0266445,22.41749934,,,,,,,,,,,,,,,,,,,,,3.3,1.0999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,"China, Hong Kong Special Administrative Region",HKG,Eastern and South-Eastern Asia,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",114.0266445,22.41749934,,,,,,,,,,,,,,,,,,,,,2.5999992,0.7999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,HUN,Europe and Northern America,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",19.41221519,47.1651448,,,,,,,,,,,,,,,,,,,,,4.6833336,2.6500008000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,HUN,Europe and Northern America,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",19.41221519,47.1651448,3.9779592,1.8374928,4.251,2.3405976,4.222968,1.8790464,4.179244799999999,2.0719224,3.874972800000001,1.8188544,4.277699999999999,2.435592,,,1.9396656,0.8464847999999999,,,,,4.1464176,1.915104,4.87056,1.9490712,3.9775296,2.02938,4.4788248,2.3668272,4.395432,1.9536192,1.9673040000000004,0.9392712,5.504556,2.1105816,4.3709832,2.0996088,4.666284,2.4669384,4.0426896,1.897764,1.9254384,0.7974264,4.5921672,1.875468,3.8140464,1.9931928,4.4097744,2.32554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Australia,AUS,Australia and New Zealand,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",134.3499412,-25.57717202,,,,,,,,,,,,,,,,,,,,,4.9999992,2.7333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Iran (Islamic Republic of),IRN,Central and Southern Asia,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",54.19766348,32.74370885,,,,,,,,,,,,,,,,,,,,,5.0500008,1.2499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Iraq,IRQ,Northern Africa and Western Asia,G,Global,2007,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",43.76606267,33.05013795,5.7833328,1.0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Ireland,IRL,Europe and Northern America,G,Global,2005,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-7.121425272,53.25274054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9333344,2.1499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,7.25,,,,,,,,,,,,
380,Italy,ITA,Europe and Northern America,G,Global,2003,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",12.57022427,42.79917282,,,5.255999999999999,2.7120000000000006,,,,,,,,,,,1.848,0.528,,,,,5.255999999999999,1.7519999999999998,5.5440000000000005,1.416,6.12,1.824,6.504000000000001,2.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Italy,ITA,Europe and Northern America,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",12.57022427,42.79917282,,,5.304000000000001,2.88,,,,,,,,,,,1.656,0.528,,,,,5.064,1.848,5.304000000000001,1.4639999999999995,5.784000000000001,1.7519999999999998,6.024000000000001,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Italy,ITA,Europe and Northern America,G,Global,2014,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",12.57022427,42.79917282,,,5.016,2.9279999999999995,,,,,,,,,,,1.608,0.6,,,,,4.896,2.016,5.184000000000001,1.7039999999999995,5.64,1.944,5.712000000000001,2.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,JPN,Eastern and South-Eastern Asia,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",139.2716103,36.6554539,3.5666664000000003,0.5166672,3.4999991999999995,0.9499992,,,,,,,,,,,0.9666672,0.3,,,,,3.75,0.5500008,,,4.3666656,0.4333344,4.35,0.5833343999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0999992,0.4999992,5.0333328,0.5166672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,JPN,Eastern and South-Eastern Asia,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",139.2716103,36.6554539,3.5833344,0.6333335999999999,3.5666664000000003,1.1166672,,,,,,,,,,,0.9,0.2833344,,,,,3.7333344,0.6499992,,,4.4833344,0.4666655999999999,4.3333344,0.6499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8166672,0.5666664,4.8499992,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,JPN,Eastern and South-Eastern Asia,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",139.2716103,36.6554539,3.5833344,0.7000008,3.6166656,1.1333328,,,,,,,,,,,0.8666664000000001,0.3,,,,,3.75,0.7166664,,,4.3166664,0.5666664,4.3999992,0.7000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5666664000000003,0.6333335999999999,4.8333336,0.6333335999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,JPN,Eastern and South-Eastern Asia,G,Global,2016,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",139.2716103,36.6554539,3.4666656,0.7333343999999999,3.6499992,1.0833336,,,,,,,,,,,0.6666672,0.2833344,,,,,3.6333336,0.75,,,4.0333344,0.6,4.2333336,0.7333343999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5500008000000003,0.6833328000000001,4.5666672,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,KAZ,Central and Southern Asia,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",66.65359159,48.01963494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6499992,3.3166656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,KAZ,Central and Southern Asia,G,Global,2003,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",66.65359159,48.01963494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.833332800000001,4.1666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.67,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
