INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE,TIME_DETAIL,NATURE,COMMENT_OBS,isLatestValue
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2001,65.5,2001,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,74.0,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,80.9,2011-2012,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,77.2,2014,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,78.1,2017-2018,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2000,98.8,2000,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2001,98.9,2001,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2002,98.8,2002,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2003,98.9,2003,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2004,98.6,2004,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2005,98.8,2005,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2006,98.7,2006,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2007,97.8,2007,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2009,98.7,2009,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2010,98.5,2010,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2011,98.5,2011,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2012,98.2,2012,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2013,96.3,2013,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2014,95.9,2014,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2015,95.4,2015,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2016,94.4,2016,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2017,95.1,2017,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2018,95.3,2018,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2003,99.3,2000-2006,E,,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2010,99.3,2007-2013,E,,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2017,99.0,2014-2020,E,,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,100.0,2000,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,100.0,2002,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,100.0,2003,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,100.0,2004,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,99.0,2005,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,94.0,2007,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,100.0,2008,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,100.0,2009,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,100.0,2010,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,100.0,2011,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,100.0,2012,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,100.0,2013,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,100.0,2014,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,100.0,2015,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,100.0,2016,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,100.0,2017,C,No / unclear definition of the cadres included,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,97.6,2000,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,97.8,2002,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,95.5,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,97.8,2007,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,98.7,2011,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,98.8,2012,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,98.6,2013,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,97.7,2014,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,99.6,2015,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,99.8,2016,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,70.9,2000,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2001,71.4,2001,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,73.7,2002,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,75.1,2003,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,98.2,2004,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,78.5,2005,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,80.6,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,82.0,2007,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,84.0,2008,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,85.6,2009,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,87.4,2010,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,89.7,2011,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,91.7,2012,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,93.3,2013,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,96.3,2013-2014,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,94.2,2015,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,95.9,2016,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,95.6,2017,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,96.0,2018,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,92.4,2002-2003,C,Institutional Birth (IB) and delivery with a skilled personnel at home,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,87.2,2005,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,89.6,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,93.1,2007,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,95.5,2008,C,Institutional Birth (IB) and delivery with a skilled personnel at home,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,97.5,2009,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,98.0,2010,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,99.0,2011,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,99.5,2012,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,99.8,2013,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,98.0,2014,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,99.9,2015,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,99.9,2016,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,99.9,2017,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,99.9,2018,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,64.6,2000,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,68.3,2011,C,Definition includes other cadres that is not in alignment with the standard definition,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,5.6,2000,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2004,6.4,2004,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,5.7,2005,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,10.0,2010-2011,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,15.5,2014,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,27.7,2016,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,49.8,2019,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2002,28.3,2002,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,34.1,2010,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2021,PT,Percent,2000,99.6,2000,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
