INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_2___T__Q3,OBS_VALUE___T__ISCED11_2___T__Q2,OBS_VALUE___T__ISCED11_2___T__Q1,OBS_VALUE___T__ISCED11_2___T__Q4,OBS_VALUE___T__ISCED11_2___T__Q5,OBS_VALUE___T__ISCED11_2___T___T,OBS_VALUE__F__ISCED11_2___T___T,OBS_VALUE__F__ISCED11_2___T__Q3,OBS_VALUE__F__ISCED11_2___T__Q5,OBS_VALUE__F__ISCED11_2___T__Q4,OBS_VALUE__F__ISCED11_2___T__Q2,OBS_VALUE__F__ISCED11_2___T__Q1,OBS_VALUE__M__ISCED11_2___T__Q1,OBS_VALUE__M__ISCED11_2___T___T,OBS_VALUE__M__ISCED11_2___T__Q2,OBS_VALUE__M__ISCED11_2___T__Q4,OBS_VALUE__M__ISCED11_2___T__Q3,OBS_VALUE__M__ISCED11_2___T__Q5,OBS_VALUE___T__ISCED11_2__R__Q5,OBS_VALUE___T__ISCED11_2__R___T,OBS_VALUE___T__ISCED11_2__R__Q3,OBS_VALUE___T__ISCED11_2__R__Q2,OBS_VALUE___T__ISCED11_2__R__Q1,OBS_VALUE___T__ISCED11_2__R__Q4,OBS_VALUE__F__ISCED11_2__R__Q3,OBS_VALUE__F__ISCED11_2__R__Q1,OBS_VALUE__F__ISCED11_2__R__Q2,OBS_VALUE__F__ISCED11_2__R__Q4,OBS_VALUE__F__ISCED11_2__R___T,OBS_VALUE__F__ISCED11_2__R__Q5,OBS_VALUE__M__ISCED11_2__R__Q3,OBS_VALUE__M__ISCED11_2__R__Q2,OBS_VALUE__M__ISCED11_2__R__Q5,OBS_VALUE__M__ISCED11_2__R___T,OBS_VALUE__M__ISCED11_2__R__Q1,OBS_VALUE__M__ISCED11_2__R__Q4,OBS_VALUE___T__ISCED11_2__U__Q3,OBS_VALUE___T__ISCED11_2__U__Q4,OBS_VALUE___T__ISCED11_2__U___T,OBS_VALUE___T__ISCED11_2__U__Q5,OBS_VALUE___T__ISCED11_2__U__Q2,OBS_VALUE___T__ISCED11_2__U__Q1,OBS_VALUE__F__ISCED11_2__U___T,OBS_VALUE__F__ISCED11_2__U__Q4,OBS_VALUE__F__ISCED11_2__U__Q5,OBS_VALUE__F__ISCED11_2__U__Q3,OBS_VALUE__F__ISCED11_2__U__Q2,OBS_VALUE__F__ISCED11_2__U__Q1,OBS_VALUE__M__ISCED11_2__U__Q3,OBS_VALUE__M__ISCED11_2__U___T,OBS_VALUE__M__ISCED11_2__U__Q4,OBS_VALUE__M__ISCED11_2__U__Q5,OBS_VALUE__M__ISCED11_2__U__Q1,OBS_VALUE__M__ISCED11_2__U__Q2,NATURE___T__ISCED11_2___T__Q3,NATURE___T__ISCED11_2___T__Q2,NATURE___T__ISCED11_2___T__Q1,NATURE___T__ISCED11_2___T__Q4,NATURE___T__ISCED11_2___T__Q5,NATURE___T__ISCED11_2___T___T,NATURE__F__ISCED11_2___T___T,NATURE__F__ISCED11_2___T__Q3,NATURE__F__ISCED11_2___T__Q5,NATURE__F__ISCED11_2___T__Q4,NATURE__F__ISCED11_2___T__Q2,NATURE__F__ISCED11_2___T__Q1,NATURE__M__ISCED11_2___T__Q1,NATURE__M__ISCED11_2___T___T,NATURE__M__ISCED11_2___T__Q2,NATURE__M__ISCED11_2___T__Q4,NATURE__M__ISCED11_2___T__Q3,NATURE__M__ISCED11_2___T__Q5,NATURE___T__ISCED11_2__R__Q5,NATURE___T__ISCED11_2__R___T,NATURE___T__ISCED11_2__R__Q3,NATURE___T__ISCED11_2__R__Q2,NATURE___T__ISCED11_2__R__Q1,NATURE___T__ISCED11_2__R__Q4,NATURE__F__ISCED11_2__R__Q3,NATURE__F__ISCED11_2__R__Q1,NATURE__F__ISCED11_2__R__Q2,NATURE__F__ISCED11_2__R__Q4,NATURE__F__ISCED11_2__R___T,NATURE__F__ISCED11_2__R__Q5,NATURE__M__ISCED11_2__R__Q3,NATURE__M__ISCED11_2__R__Q2,NATURE__M__ISCED11_2__R__Q5,NATURE__M__ISCED11_2__R___T,NATURE__M__ISCED11_2__R__Q1,NATURE__M__ISCED11_2__R__Q4,NATURE___T__ISCED11_2__U__Q3,NATURE___T__ISCED11_2__U__Q4,NATURE___T__ISCED11_2__U___T,NATURE___T__ISCED11_2__U__Q5,NATURE___T__ISCED11_2__U__Q2,NATURE___T__ISCED11_2__U__Q1,NATURE__F__ISCED11_2__U___T,NATURE__F__ISCED11_2__U__Q4,NATURE__F__ISCED11_2__U__Q5,NATURE__F__ISCED11_2__U__Q3,NATURE__F__ISCED11_2__U__Q2,NATURE__F__ISCED11_2__U__Q1,NATURE__M__ISCED11_2__U__Q3,NATURE__M__ISCED11_2__U___T,NATURE__M__ISCED11_2__U__Q4,NATURE__M__ISCED11_2__U__Q5,NATURE__M__ISCED11_2__U__Q1,NATURE__M__ISCED11_2__U__Q2,isLatestValue___T__ISCED11_2___T__Q3,isLatestValue___T__ISCED11_2___T__Q2,isLatestValue___T__ISCED11_2___T__Q1,isLatestValue___T__ISCED11_2___T__Q4,isLatestValue___T__ISCED11_2___T__Q5,isLatestValue___T__ISCED11_2___T___T,isLatestValue__F__ISCED11_2___T___T,isLatestValue__F__ISCED11_2___T__Q3,isLatestValue__F__ISCED11_2___T__Q5,isLatestValue__F__ISCED11_2___T__Q4,isLatestValue__F__ISCED11_2___T__Q2,isLatestValue__F__ISCED11_2___T__Q1,isLatestValue__M__ISCED11_2___T__Q1,isLatestValue__M__ISCED11_2___T___T,isLatestValue__M__ISCED11_2___T__Q2,isLatestValue__M__ISCED11_2___T__Q4,isLatestValue__M__ISCED11_2___T__Q3,isLatestValue__M__ISCED11_2___T__Q5,isLatestValue___T__ISCED11_2__R__Q5,isLatestValue___T__ISCED11_2__R___T,isLatestValue___T__ISCED11_2__R__Q3,isLatestValue___T__ISCED11_2__R__Q2,isLatestValue___T__ISCED11_2__R__Q1,isLatestValue___T__ISCED11_2__R__Q4,isLatestValue__F__ISCED11_2__R__Q3,isLatestValue__F__ISCED11_2__R__Q1,isLatestValue__F__ISCED11_2__R__Q2,isLatestValue__F__ISCED11_2__R__Q4,isLatestValue__F__ISCED11_2__R___T,isLatestValue__F__ISCED11_2__R__Q5,isLatestValue__M__ISCED11_2__R__Q3,isLatestValue__M__ISCED11_2__R__Q2,isLatestValue__M__ISCED11_2__R__Q5,isLatestValue__M__ISCED11_2__R___T,isLatestValue__M__ISCED11_2__R__Q1,isLatestValue__M__ISCED11_2__R__Q4,isLatestValue___T__ISCED11_2__U__Q3,isLatestValue___T__ISCED11_2__U__Q4,isLatestValue___T__ISCED11_2__U___T,isLatestValue___T__ISCED11_2__U__Q5,isLatestValue___T__ISCED11_2__U__Q2,isLatestValue___T__ISCED11_2__U__Q1,isLatestValue__F__ISCED11_2__U___T,isLatestValue__F__ISCED11_2__U__Q4,isLatestValue__F__ISCED11_2__U__Q5,isLatestValue__F__ISCED11_2__U__Q3,isLatestValue__F__ISCED11_2__U__Q2,isLatestValue__F__ISCED11_2__U__Q1,isLatestValue__M__ISCED11_2__U__Q3,isLatestValue__M__ISCED11_2__U___T,isLatestValue__M__ISCED11_2__U__Q4,isLatestValue__M__ISCED11_2__U__Q5,isLatestValue__M__ISCED11_2__U__Q1,isLatestValue__M__ISCED11_2__U__Q2
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2001,53.4,36.23,24.54,62.77,75.03,53.09,56.81,61.9,67.41,64.39,43.17,30.05,20.51,49.68,31.56,60.61,46.41,82.54,50.04,33.05,32.99,26.14,18.42,30.77,34.61,21.48,30.99,39.52,35.16,42.34,31.97,22.8,56.7,31.58,16.71,24.67,69.82,71.5,67.1,77.99,64.44,44.77,68.65,68.64,67.15,76.11,72.41,50.81,60.61,65.39,74.29,90.71,39.61,56.05,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,,,,,,41.8077,43.12585,,,,,,,40.54528,,,,,,26.74507,,,,,,,,,26.63461,,,,,26.83248,,,,,52.38292,,,,52.91473,,,,,,,51.80097,,,,,,,,,,C,C,,,,,,,C,,,,,,C,,,,,,,,,C,,,,,C,,,,,C,,,,C,,,,,,,C,,,,,,,,,,False,False,,,,,,,False,,,,,,False,,,,,,,,,False,,,,,False,,,,,False,,,,False,,,,,,,False,,,,
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,57.57,53.85,36.52,69.53,74.51,59.55,63.25,64.28,73.46,75.33,57.85,39.04,34.08,55.75,49.64,64.47,49.82,75.67,55.06,46.29,47.51,41.2,35.19,48.97,55.04,36.84,43.67,49.97,49.13,56.42,40.07,38.92,53.94,43.82,33.73,48.23,72.0,74.06,70.14,85.45,65.4,49.1,72.96,78.75,78.6,83.28,70.02,48.13,60.1,66.84,69.23,94.44,50.29,59.26,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,62.81,52.04,42.87,68.18,75.25,61.69,64.37,67.42,73.59,69.84,56.8,43.81,42.14,58.92,47.42,66.52,57.42,77.35,59.87,46.71,39.4,43.49,27.56,55.83,46.53,22.43,47.07,58.81,49.92,60.07,32.63,40.83,59.66,43.82,30.85,52.71,65.97,77.03,72.23,78.57,76.88,59.39,73.38,78.32,73.97,72.89,79.26,58.62,58.8,70.91,75.42,84.63,60.29,74.57,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,63.11,56.4,43.1,74.75,80.5,63.99,66.15,65.27,77.64,75.64,57.65,49.52,37.7,61.94,55.3,73.88,61.32,84.21,64.99,49.51,56.77,42.78,31.49,50.47,60.2,42.33,47.67,51.36,51.77,57.06,54.37,38.99,69.96,47.95,23.86,49.91,74.9,84.63,74.44,83.37,73.24,52.65,73.92,87.06,78.8,71.61,75.94,50.89,77.69,75.06,81.63,91.94,54.67,70.12,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,58.93,54.32,44.4,75.89,81.8,64.04,64.69,58.44,79.45,75.27,58.74,44.09,44.65,63.37,49.55,76.57,59.43,84.31,65.63,51.55,54.7,48.02,37.34,51.03,60.88,38.95,47.45,51.55,52.54,60.17,48.63,48.51,71.0,50.64,36.18,50.49,78.36,78.56,72.6,87.97,61.47,53.46,72.36,77.49,86.5,78.37,62.43,53.91,78.35,72.87,79.54,89.76,52.97,60.37,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,65.34,56.24,40.76,74.3,82.17,64.47,67.83,73.99,79.69,73.79,60.15,44.15,37.9,61.26,53.17,74.82,57.67,85.4,64.43,49.19,47.96,48.83,27.85,54.79,56.11,36.13,42.96,60.07,51.37,60.04,42.89,54.28,67.52,47.59,21.65,50.81,76.48,82.33,76.82,86.82,77.04,57.74,78.34,81.9,82.33,79.66,83.45,59.7,72.52,75.05,82.97,93.3,55.72,72.09,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,69.1,61.26,37.28,74.07,85.31,66.4,70.91,75.18,81.54,83.52,72.95,38.69,35.84,62.34,53.07,65.95,63.09,88.89,61.85,47.78,53.69,39.26,26.46,56.61,66.35,26.67,42.25,57.81,52.42,72.98,45.15,36.28,53.19,43.89,26.28,55.57,86.66,83.06,79.58,89.31,69.97,65.96,83.16,85.86,82.08,93.56,80.13,70.56,80.15,76.19,79.88,95.18,61.41,61.08,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,74.45,61.65,51.07,81.77,87.39,71.92,75.87,78.29,84.93,88.24,67.05,56.71,45.84,68.02,56.29,74.14,70.82,89.58,73.54,57.0,55.42,45.59,49.41,63.25,61.92,50.17,51.66,69.07,62.61,80.64,47.34,39.92,65.61,51.19,48.73,57.08,82.01,88.74,80.92,88.64,77.33,66.22,84.22,84.78,87.21,88.76,83.45,75.04,75.62,77.77,92.61,90.12,59.07,71.05,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,72.2,57.22,54.51,77.61,85.3,69.75,70.71,75.15,82.28,80.56,61.67,50.29,58.52,68.87,53.59,74.54,69.24,87.75,61.68,58.34,51.24,56.13,54.64,67.31,59.5,51.98,58.17,75.57,62.38,65.5,41.19,54.82,58.44,54.62,57.21,59.18,78.15,85.76,77.2,89.74,74.71,56.58,76.13,84.16,85.13,82.02,74.37,50.36,74.01,78.19,87.33,93.18,61.33,75.07,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,71.98,64.81,50.03,85.37,83.67,70.71,71.06,68.77,84.94,88.42,62.79,50.07,49.99,70.38,66.53,82.38,75.39,82.33,86.54,59.18,60.35,53.09,38.59,60.82,57.16,45.17,50.57,62.5,58.89,84.52,62.85,55.51,87.99,59.45,32.81,58.27,83.88,81.97,78.84,86.96,73.35,68.94,79.4,85.99,89.17,86.27,67.27,65.48,80.85,78.28,78.32,84.48,71.32,79.35,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,77.19,70.41,51.86,84.74,88.72,74.41,75.29,79.19,88.19,88.06,72.77,46.93,55.99,73.58,67.83,81.52,75.2,89.19,71.84,59.22,60.1,51.2,44.43,66.5,58.92,36.21,48.33,72.08,57.89,69.78,61.29,53.47,73.24,60.41,51.37,59.98,88.9,85.56,84.49,93.13,81.02,76.19,86.06,92.71,89.5,87.04,85.54,76.71,90.87,82.9,77.79,96.19,75.64,76.54,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,81.33,62.47,62.2,87.76,90.85,77.11,77.46,74.38,86.97,91.75,66.05,67.48,57.5,76.79,58.21,83.23,86.47,93.93,83.36,64.87,53.23,65.83,52.3,68.72,55.68,42.49,81.97,64.02,65.04,82.63,50.41,50.03,83.85,64.72,60.3,73.15,92.12,89.61,86.43,92.32,86.26,69.69,86.62,90.97,87.36,93.5,86.92,72.91,90.73,86.25,88.24,96.41,66.06,85.66,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,81.38,78.18,59.38,80.3,86.23,76.77,78.22,83.31,87.58,82.58,85.76,52.15,66.35,75.24,70.34,78.35,78.88,84.57,56.89,64.37,74.99,65.55,55.52,69.23,80.97,52.91,63.64,72.24,66.74,64.8,68.41,67.19,48.79,62.07,58.19,66.62,89.69,87.87,84.39,94.22,78.54,73.31,84.8,92.32,94.99,87.45,81.24,71.43,92.43,83.93,84.93,93.2,75.35,74.64,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,76.03,72.22,67.79,86.88,93.9,79.39,80.93,75.52,94.16,87.24,75.93,70.27,65.23,77.79,68.46,86.47,76.48,93.58,73.8,69.03,67.97,73.78,60.69,69.78,71.61,60.03,76.46,66.76,71.22,80.37,64.07,70.77,68.57,67.26,61.17,71.34,88.04,92.33,85.41,95.93,79.58,69.94,85.53,93.09,93.07,87.34,78.17,75.08,88.91,85.26,91.45,99.54,63.97,81.32,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,81.19863,71.94457,46.87556,94.23778,97.30871,77.73199,81.29615,86.34109,96.4015,96.44323,75.63655,49.17288,45.04533,73.9819,67.66578,92.3241,75.29688,98.57367,,64.55959,84.6937,69.77764,46.14718,96.25556,85.55383,46.63539,71.80318,,66.54432,,83.71289,67.74116,,62.63634,45.72787,,80.1355,93.98299,84.60846,97.35896,74.13439,48.89861,88.53641,96.92089,96.10461,86.57962,79.02806,57.48664,72.72542,80.29391,91.57088,99.1806,43.3689,67.5769,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,C,,C,C,,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,False,,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,76.89,69.55,62.39,85.11,94.22,77.12,79.15,80.94,94.88,87.57,71.01,66.48,58.14,75.29,68.27,83.27,72.49,93.71,82.91,65.76,61.72,63.52,56.03,67.96,68.5,58.02,62.96,72.15,68.28,83.65,56.23,64.11,82.24,63.57,54.14,65.04,83.07,90.09,84.27,97.24,82.93,70.68,85.8,94.7,97.47,82.07,87.83,73.22,84.06,82.87,86.61,97.06,67.55,78.64,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.6,I66c21045,Completion rate (lower secondary education),Sa7501ddf,"Completion rate, by sex, location and wealth quintile, lower secondary education",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,75.58,71.17,67.91,90.96,91.22,79.25,82.73,80.25,94.72,91.63,79.46,69.1,66.75,76.35,65.71,90.37,71.38,88.42,83.06,69.22,68.49,67.55,63.92,64.87,86.2,53.76,74.55,71.85,74.46,90.66,59.33,60.91,73.7,64.91,72.71,60.1,86.65,95.09,84.84,93.44,77.44,73.15,87.29,94.28,94.45,90.21,78.01,80.53,82.68,82.79,95.68,92.7,66.65,77.02,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
