INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,TIME_DETAIL___T,TIME_DETAIL__F,TIME_DETAIL__M,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,96.12,95.38,96.93,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,96.82,96.33,97.36,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,96.62,96.2,97.09,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,97.06,96.51,97.68,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,51.49,,,2014,,,C,,,,,,False,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,57.14,50.57,63.67,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,58.49,52.28,64.65,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,59.59,53.8,65.34,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,62.41,57.19,67.59,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,63.53,58.35,68.68,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2015,69.7,63.22,76.04,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2016,64.22,53.09,75.1,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2017,66.04,54.58,77.24,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2018,68.01,56.21,79.55,2018,2018,2018,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,53.43,43.44,63.05,2014,2014,2014,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,70.1,56.73,83.1,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,85.33,85.57,85.09,2018,2018,2018,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,PT,Percent,2017,83.0,83.0,83.0,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,PT,Percent,2018,83.0,83.0,83.0,2018,2018,2018,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",376,Israel,ISR,34.62277992,31.06164552,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,92.18,90.94,93.48,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",376,Israel,ISR,34.62277992,31.06164552,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,94.27,93.61,94.97,2018,2018,2018,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2014,89.84,88.27,91.52,2014,2014,2014,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2015,90.0,88.71,91.37,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2016,91.52,90.42,92.69,2016,2016,2016,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,54.59,,,2015,,,C,,,,,,False,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,59.84,,,2016,,,C,,,,,,False,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,64.83,47.19,81.38,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,66.43,57.56,74.75,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,67.61,64.34,71.03,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,96.39,97.18,95.59,2016,2016,2016,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,80.9,80.28,81.55,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,83.6,82.0,85.29,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,88.31,87.03,89.7,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,88.98,87.6,90.46,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,92.14,91.3,93.05,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2021,PT,Percent,2016,85.39,84.82,86.02,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2021,PT,Percent,2017,86.81,86.5,87.14,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2021,PT,Percent,2018,87.93,87.14,88.78,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2021,PT,Percent,2019,88.12,87.68,88.6,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",4,Afghanistan,AFG,66.02688198,33.83160199,Central and Southern Asia,G,Global,2021,PT,Percent,2016,46.82,,,2016,,,C,,,,,,True,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,44.82,43.71,45.97,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,44.8,,,2016,,,C,,,,,,False,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,47.31,47.03,47.6,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,84.67,81.58,87.72,2014,2014,2014,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,95.74,94.53,96.94,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,90.04,87.64,92.41,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,94.35,93.05,95.62,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,96.0,94.79,97.16,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,96.14,95.31,96.95,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",414,Kuwait,KWT,47.49305029,29.53949468,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,99.7,99.89,99.59,2017,2017,2017,C,C,C,Population age 5-75 (2018); 5-74 (2019),Population age 5-75 (2018); 5-74 (2019),Population age 5-75 (2018); 5-74 (2019),False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",414,Kuwait,KWT,47.49305029,29.53949468,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,99.22,99.39,99.14,2018,2018,2018,C,C,C,Population age 5-75 (2018); 5-74 (2019),Population age 5-75 (2018); 5-74 (2019),Population age 5-75 (2018); 5-74 (2019),False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",414,Kuwait,KWT,47.49305029,29.53949468,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,99.22,99.22,99.22,2019,2019,2019,C,C,C,Population age 5-75 (2018); 5-74 (2019),Population age 5-75 (2018); 5-74 (2019),Population age 5-75 (2018); 5-74 (2019),True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,G,Global,2021,PT,Percent,2018,,93.3,,,2018,,,C,,,Age range: 15-49,,,True,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,,73.1,84.3,,2017,2017,,C,C,,Age range: 15-49,Age range: 15-49,,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",426,Lesotho,LSO,28.25362195,-29.58041814,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,78.65,,,2016,,,C,,,,,,True,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",426,Lesotho,LSO,28.25362195,-29.58041814,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,,86.9,83.6,,2018,2018,,C,C,,Age range: 15-49,Age range: 15-49,,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,PT,Percent,2014,96.71,96.99,96.4,2014,2014,2014,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,PT,Percent,2015,95.7,95.88,95.5,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,PT,Percent,2016,95.55,95.59,95.5,2016,2016,2016,E,E,E,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,PT,Percent,2017,95.7,95.88,95.5,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,PT,Percent,2018,95.7,95.88,95.5,2018,2018,2018,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,92.25,91.76,92.75,2014,2014,2014,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,92.22,91.83,92.6,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,91.69,91.6,91.78,2016,2016,2016,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,89.53,90.26,88.69,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,90.03,90.86,89.06,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",450,Madagascar,MDG,46.6982339,-19.38514785,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,,32.0,42.1,,2018,2018,,C,C,,Age range: 15-49,Age range: 15-49,,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,94.51,92.47,96.43,2015,2015,2015,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,95.54,94.45,96.56,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,95.96,95.15,96.72,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,95.67,94.45,96.78,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,100.0,100.0,100.0,2015,2015,2015,C,C,C,Population age 15+,Population age 15+,Population age 15+,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,100.0,100.0,100.0,2016,2016,2016,C,C,C,Population age 15+,Population age 15+,Population age 15+,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,100.0,100.0,100.0,2017,2017,2017,C,C,C,Population age 15+,Population age 15+,Population age 15+,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,100.0,100.0,100.0,2018,2018,2018,C,C,C,Population age 15+,Population age 15+,Population age 15+,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,100.0,100.0,100.0,2019,2019,2019,C,C,C,Population age 15+,Population age 15+,Population age 15+,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,75.71,72.8,78.73,2017,2017,2017,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,76.9,74.63,79.25,2018,2018,2018,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,81.0,78.0,84.11,2019,2019,2019,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,62.96,61.85,64.15,2014,2014,2014,C,C,C,,,,False,False,False
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,71.47,69.91,73.15,2015,2015,2015,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,94.44,94.29,94.6,2018,2018,2018,C,C,C,,,,True,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2017,42.51,30.91,54.3,2017,2017,2017,C,C,C,,,,False,True,True
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2019,71.4,,,2019,,,C,,,,,,True,,
I.18,Ib8e91664,"Proportion of individuals who own a mobile telephone, by sex",Sb8e91664,"Proportion of individuals who own a mobile telephone, by sex",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,81.72,79.0,84.62,2014,2014,2014,C,C,C,,,,False,False,False
