INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_1,OBS_VALUE__F__ISCED11_1,OBS_VALUE__M__ISCED11_1,NATURE___T__ISCED11_1,NATURE__F__ISCED11_1,NATURE__M__ISCED11_1,isLatestValue___T__ISCED11_1,isLatestValue__F__ISCED11_1,isLatestValue__M__ISCED11_1
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2007,95.79,94.77,96.76,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2008,94.96,94.53,95.38,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2009,96.92,97.33,96.54,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2010,94.73,96.48,93.08,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2011,96.45,97.54,95.4,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2012,96.06,97.67,94.52,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2013,95.47,97.07,94.01,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2014,93.94,95.02,92.93,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2015,92.55,93.0,92.13,E,E,E,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1984,44.63,29.94,59.22,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1985,46.82,31.62,61.89,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1986,44.63,30.24,58.88,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1988,47.15,32.9,61.23,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1989,48.5,33.18,63.63,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1990,33.5,22.82,44.02,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1992,48.27,34.0,62.31,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1993,51.59,37.09,65.83,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1994,46.21,36.97,55.27,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1995,50.23,40.31,59.95,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1996,53.26,44.13,62.2,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1997,54.46,46.98,61.77,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2003,73.12,,,E,,,False,,
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2004,76.18,,,C,,,False,,
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2005,71.26,,,C,,,False,,
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2006,78.24,74.23,82.14,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2008,95.44,91.05,99.7,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2009,97.12,94.16,100.0,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,97.8,95.54,100.0,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2011,95.05,90.76,99.22,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,97.73,95.39,100.0,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1981,97.85,97.86,97.83,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1982,99.29,99.46,99.13,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1983,99.58,100.0,99.18,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1984,98.16,97.46,98.83,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1985,96.64,96.89,96.41,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1986,99.41,99.39,99.44,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1987,98.83,99.15,98.52,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1988,99.56,100.0,99.14,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1989,96.29,96.77,95.83,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1990,98.88,98.32,99.42,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1991,99.15,98.96,99.33,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1992,99.45,98.88,100.0,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1993,97.54,97.45,97.63,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1994,97.14,97.4,96.89,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1995,91.54,94.02,89.2,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1996,91.07,93.79,88.51,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1998,91.48,94.63,88.5,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,1999,89.91,92.94,87.05,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2000,90.29,93.21,87.52,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2001,99.9,99.9,99.9,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2002,99.87,100.0,99.74,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2004,84.47,88.22,80.91,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2005,82.63,86.7,78.77,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2006,78.09,83.25,73.19,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2007,77.85,84.09,71.92,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2008,82.4,88.96,76.16,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2009,82.77,88.9,76.92,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2010,82.41,87.63,77.41,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,90.04,93.73,86.49,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,91.07,94.52,87.77,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,92.15,94.72,89.7,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,90.94,94.0,88.03,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,90.91,93.19,88.77,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,90.2,93.02,87.54,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1975,48.43,50.77,46.16,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1976,48.94,49.44,48.45,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1977,55.37,58.62,52.24,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1979,51.79,54.22,49.53,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1980,54.89,58.41,51.67,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1981,74.11,81.24,67.68,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,1982,39.29,36.7,41.65,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2000,95.01,97.12,93.02,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2001,90.46,93.77,87.39,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2003,92.92,94.66,91.25,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,85.68,84.52,86.81,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,96.89,100.0,93.79,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,94.92,90.91,98.93,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,98.17,96.34,100.0,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,92.47,100.0,85.02,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,98.77,97.48,100.0,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,96.28,96.31,96.26,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",212,Dominica,DMA,-61.33333333,15.41666666,Latin America and the Caribbean,G,Global,2017,PT,Percent,2016,89.01,92.52,85.61,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1999,67.65,69.03,66.33,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2000,65.1,66.57,63.68,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2002,69.64,66.25,72.9,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2003,69.41,65.26,73.41,C,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,63.14,63.11,63.17,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,67.92,68.91,66.97,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,69.58,70.93,68.27,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,93.18,94.26,92.13,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,73.36,73.78,72.95,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,83.79,80.05,87.41,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,80.29,78.84,81.68,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,78.82,78.97,78.68,C,C,C,False,False,False
