INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y_GE15,OBS_VALUE__F__Y_GE15,OBS_VALUE__M__Y_GE15,NATURE___T__Y_GE15,NATURE__F__Y_GE15,NATURE__M__Y_GE15,COMMENT_OBS___T__Y_GE15,COMMENT_OBS__F__Y_GE15,COMMENT_OBS__M__Y_GE15,isLatestValue___T__Y_GE15,isLatestValue__F__Y_GE15,isLatestValue__M__Y_GE15
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2021,PT,Percent,2011,96.98,96.57,97.49,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2021,PT,Percent,2014,96.58,95.47,97.79,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2021,PT,Percent,2017,94.0,91.29,96.98,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",262,Djibouti,DJI,42.18274707,11.56004161,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,12.27,8.76,16.63,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,18.95,17.17,20.76,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,33.01,30.74,35.42,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,58.6,53.7,63.8,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,32.98,34.92,30.65,G,G,G,The sample excludes South Ossetia and Abkhazia because of security risks. The excluded area represents approximately 7% of the total adult population.,The sample excludes South Ossetia and Abkhazia because of security risks. The excluded area represents approximately 7% of the total adult population.,The sample excludes South Ossetia and Abkhazia because of security risks. The excluded area represents approximately 7% of the total adult population.,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,39.67,39.76,39.55,G,G,G,The sample excludes South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population.,The sample excludes South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population.,The sample excludes South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population.,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,61.23,63.61,58.49,G,G,G,GNI per capita and population data exclude Abkhazia and South Ossetia.,GNI per capita and population data exclude Abkhazia and South Ossetia.,GNI per capita and population data exclude Abkhazia and South Ossetia.,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,19.43,10.19,28.67,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,24.24,21.21,27.34,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,25.02,15.91,34.44,G,G,G,"Global Findex data exclude areas with security concerns close to the Israeli borders, areas accessible only to special Israeli permit holders, and areas with a population of less than 1,000. The excluded areas represent less than 2 percent of the population. The data include East Jerusalem.","Global Findex data exclude areas with security concerns close to the Israeli borders, areas accessible only to special Israeli permit holders, and areas with a population of less than 1,000. The excluded areas represent less than 2 percent of the population. The data include East Jerusalem.","Global Findex data exclude areas with security concerns close to the Israeli borders, areas accessible only to special Israeli permit holders, and areas with a population of less than 1,000. The excluded areas represent less than 2 percent of the population. The data include East Jerusalem.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2021,PT,Percent,2011,98.13,98.7,97.54,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2021,PT,Percent,2014,98.76,99.44,98.05,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2021,PT,Percent,2017,99.14,99.2,99.08,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,29.43,27.09,31.85,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,40.51,39.38,41.67,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,57.72,53.72,61.79,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",30,Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,82.36,79.16,85.52,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2011,77.94,75.71,80.34,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2014,87.52,86.61,88.48,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2017,85.47,84.54,86.45,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,14.9,14.26,15.62,G,G,G,The sample excludes Nagorno-Karabakh and territories because of security risks. The excluded area represents approximately 10% of the total adult population.,The sample excludes Nagorno-Karabakh and territories because of security risks. The excluded area represents approximately 10% of the total adult population.,The sample excludes Nagorno-Karabakh and territories because of security risks. The excluded area represents approximately 10% of the total adult population.,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,29.15,25.9,32.61,G,G,G,"The sample excludes Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories. These areas represent approximately 14% of the total population.","The sample excludes Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories. These areas represent approximately 14% of the total population.","The sample excludes Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories. These areas represent approximately 14% of the total population.",False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,28.57,27.72,29.44,G,G,G,"Global Findex data exclude Kelbadjaro-Lacha, Nagorno-Karabakh, and Nakhichevan territories, representing about 14 percent of the population.","Global Findex data exclude Kelbadjaro-Lacha, Nagorno-Karabakh, and Nakhichevan territories, representing about 14 percent of the population.","Global Findex data exclude Kelbadjaro-Lacha, Nagorno-Karabakh, and Nakhichevan territories, representing about 14 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,33.13,31.82,34.61,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,50.2,50.85,49.46,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,48.71,50.76,46.47,G,G,G,"Global Findex data exclude dispersed rural population areas, representing about 5.7 percent of the population.","Global Findex data exclude dispersed rural population areas, representing about 5.7 percent of the population.","Global Findex data exclude dispersed rural population areas, representing about 5.7 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,22.32,15.59,29.89,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,41.35,34.69,48.76,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,44.11,42.09,46.36,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",324,Guinea,GIN,-11.28173419,11.00210343,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,3.69,2.93,4.45,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",324,Guinea,GIN,-11.28173419,11.00210343,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,6.96,4.12,9.8,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",324,Guinea,GIN,-11.28173419,11.00210343,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,23.49,19.67,27.26,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,22.01,21.07,22.96,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,18.86,16.12,21.68,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,32.62,30.05,35.35,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2017,70.7,65.48,75.82,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,20.51,14.92,26.27,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,31.49,27.03,36.09,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,45.34,40.95,50.24,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2011,88.69,89.08,88.25,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,96.15,96.27,96.01,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,95.28,94.7,95.99,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2011,72.67,73.06,72.21,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2014,72.26,72.5,71.98,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2017,74.94,72.16,78.16,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,47.55,48.71,46.33,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2021,PT,Percent,2011,35.23,26.49,43.74,G,G,G,The sample excludes the Northeast states and remote islands. The excluded area represents approximately 10% of the total adult population.,The sample excludes the Northeast states and remote islands. The excluded area represents approximately 10% of the total adult population.,The sample excludes the Northeast states and remote islands. The excluded area represents approximately 10% of the total adult population.,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2021,PT,Percent,2014,53.14,43.13,62.76,G,G,G,"The sample excludes population living in Northeast states and on remote islands. In addition some districts from Assam, Jammu, Kashmir, Uttar Pradesh, Bihar and Jharkand were replaced due to deteriorating security situation. The excluded areas represent less than 10% of the population.","The sample excludes population living in Northeast states and on remote islands. In addition some districts from Assam, Jammu, Kashmir, Uttar Pradesh, Bihar and Jharkand were replaced due to deteriorating security situation. The excluded areas represent less than 10% of the population.","The sample excludes population living in Northeast states and on remote islands. In addition some districts from Assam, Jammu, Kashmir, Uttar Pradesh, Bihar and Jharkand were replaced due to deteriorating security situation. The excluded areas represent less than 10% of the population.",False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2021,PT,Percent,2017,79.88,76.64,83.01,G,G,G,"Global Findex data exclude Northeast states and remote islands, representing less than 10 percent of the population.","Global Findex data exclude Northeast states and remote islands, representing less than 10 percent of the population.","Global Findex data exclude Northeast states and remote islands, representing less than 10 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,G,Global,2021,PT,Percent,2011,99.06,98.59,99.59,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,G,Global,2021,PT,Percent,2014,98.86,99.04,98.67,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,G,Global,2021,PT,Percent,2017,99.52,99.2,99.85,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2011,19.58,19.21,19.97,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,36.06,37.46,34.62,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,48.86,51.35,46.25,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2011,73.68,61.88,85.17,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2014,92.28,87.32,97.14,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2017,93.98,91.61,96.45,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,10.55,7.55,13.48,G,G,G,,,,False,False,False
