INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F___X__PWD,OBS_VALUE__M___X__PWD,OBS_VALUE___T___X__PWD,OBS_VALUE__F___X__PD,OBS_VALUE__M___X__PD,OBS_VALUE___T___X__PD,OBS_VALUE__F___X___T,OBS_VALUE___T___X___T,OBS_VALUE__M___X___T,NATURE__F___X__PWD,NATURE__M___X__PWD,NATURE___T___X__PWD,NATURE__F___X__PD,NATURE__M___X__PD,NATURE___T___X__PD,NATURE__F___X___T,NATURE___T___X___T,NATURE__M___X___T,COMMENT_OBS__F___X__PWD,COMMENT_OBS__M___X__PWD,COMMENT_OBS___T___X__PWD,COMMENT_OBS__F___X__PD,COMMENT_OBS__M___X__PD,COMMENT_OBS___T___X__PD,COMMENT_OBS__F___X___T,COMMENT_OBS___T___X___T,COMMENT_OBS__M___X___T,isLatestValue__F___X__PWD,isLatestValue__M___X__PWD,isLatestValue___T___X__PWD,isLatestValue__F___X__PD,isLatestValue__M___X__PD,isLatestValue___T___X__PD,isLatestValue__F___X___T,isLatestValue___T___X___T,isLatestValue__M___X___T
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2012,33.0,19.0,25.0,50.0,36.0,43.0,35.0,26.0,20.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2012,10.0,10.0,10.0,32.0,32.0,32.0,13.0,13.0,13.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2015,7.4,7.2,7.3,16.6,19.4,18.0,7.8,7.8,7.7,C,C,C,C,C,C,C,C,C,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old | Minimum duration of disability: At least 6 months,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,G,Global,2021,PT,Percent,2012,5.0,5.0,5.0,16.0,10.0,13.0,7.0,6.0,5.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,3.9,4.6,4.3,,1.6,1.6,3.9,4.3,4.6,C,C,C,,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Unreliable | Repository: ILO-STATISTICS - Micro data processing,Unreliable | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,,False,True,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,3.6,4.1,3.9,0.3,,,3.6,3.9,4.1,C,C,C,C,,,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Unreliable | Repository: ILO-STATISTICS - Micro data processing,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,False,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,4.2,4.6,4.4,1.3,,,4.2,4.4,4.5,C,C,C,C,,,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Unreliable | Repository: ILO-STATISTICS - Micro data processing,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,False,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,3.4,3.8,3.6,2.0,1.8,,3.4,3.6,3.8,C,C,C,C,C,,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Unreliable | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,True,True,True,True,True,,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",376,Israel,ISR,34.62277992,31.06164552,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,4.8,4.3,4.5,8.2,12.3,10.5,4.9,4.7,4.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",376,Israel,ISR,34.62277992,31.06164552,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,4.1,3.8,4.0,7.8,9.6,8.8,4.2,4.1,4.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",376,Israel,ISR,34.62277992,31.06164552,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,3.8,3.8,3.8,7.1,9.6,8.5,4.0,4.0,4.0,C,C,C,C,C,C,C,C,C,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Employment definition: Excluding own-use production workers | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2012,16.0,13.0,14.0,38.0,33.0,35.0,17.0,15.0,13.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,3.4,2.0,2.6,3.1,2.5,2.7,3.4,2.6,2.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,True,True,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,3.8,2.9,3.2,,,5.8,3.9,3.3,2.9,C,C,C,,,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,Unreliable | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,True,True,True,,,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,G,Global,2021,PT,Percent,2012,3.0,4.0,3.0,13.0,12.0,13.0,4.0,4.0,5.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,7.8,10.8,9.4,,1.9,1.5,7.8,9.4,10.8,C,C,C,,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,True,True,True,,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",422,Lebanon,LBN,35.89391711,33.92152458,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,14.3,10.0,11.3,17.1,10.8,12.1,14.4,11.4,10.0,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",428,Latvia,LVA,26.42461876,56.64196636,Europe and Northern America,G,Global,2021,PT,Percent,2012,10.0,16.0,13.0,26.0,26.0,26.0,12.0,15.0,17.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,2.3,2.2,2.2,1.9,3.5,2.8,2.3,2.3,2.2,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,False,False,False,False,True,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,24.4,15.2,19.7,13.4,,14.5,23.9,19.5,15.2,C,C,C,C,,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Unreliable | Repository: ILO-STATISTICS - Micro data processing,,Unreliable | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,True,,True,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,12.8,8.8,10.7,,,,12.7,10.7,8.8,C,C,C,,,,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,True,True,True,,,,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,PT,Percent,2012,18.0,20.0,19.0,35.0,33.0,34.0,20.0,20.0,21.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",442,Luxembourg,LUX,6.092656563,49.77679538,Europe and Northern America,G,Global,2021,PT,Percent,2012,4.0,5.0,4.0,11.0,10.0,10.0,4.0,5.0,6.0,C,C,C,C,C,C,C,C,C,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2021,PT,Percent,2012,6.0,5.0,6.0,20.0,31.0,26.0,7.0,7.0,7.0,C,C,C,C,C,C,C,C,C,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
