INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__M,OBS_VALUE__F,OBS_VALUE___T,NATURE__M,NATURE__F,NATURE___T,COMMENT_OBS__M,COMMENT_OBS__F,COMMENT_OBS___T,isLatestValue__M,isLatestValue__F,isLatestValue___T
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,1.83,0.4,1.22,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,1.89,0.39,1.27,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,0.87,0.29,0.63,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,0.84,0.29,0.61,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,0.89,0.23,0.61,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,0.82,0.16,0.55,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",32,Argentina,ARG,-64.0,-34.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2017,0.09,0.02,0.06,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2003,44.03,15.57,33.52,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,48.2,13.86,36.16,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,44.44,13.88,33.35,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,48.97,14.33,37.56,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,43.66,12.64,32.26,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,42.41,9.84,30.88,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,42.48,11.37,31.53,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,42.81,9.92,31.87,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",320,Guatemala,GTM,-90.25,15.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2016,39.9,9.49,29.38,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",324,Guinea,GIN,-10.0,11.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2002,62.33,72.45,67.83,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,46.55,8.79,33.03,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,48.56,11.5,35.6,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,46.58,9.81,33.82,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,47.54,10.26,34.26,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,48.74,11.53,35.36,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,49.81,12.28,36.17,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,49.24,9.43,35.25,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,50.8,11.11,36.97,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,48.66,10.12,34.46,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,40.8,9.43,28.77,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,41.82,7.97,28.71,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",340,Honduras,HND,-86.5,15.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2016,39.5,8.35,27.35,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,1996,11.37,4.3,8.22,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,1997,10.62,4.27,7.81,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,1998,10.16,3.89,7.34,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,1999,9.65,3.66,6.95,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2000,9.02,3.34,6.46,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2001,8.46,3.44,6.19,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2002,8.13,3.7,6.12,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2003,7.66,2.67,5.38,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2004,7.43,2.68,5.26,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2005,6.74,2.65,4.87,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2006,6.55,2.63,4.76,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2007,6.5,2.29,4.59,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2008,5.99,2.32,4.31,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2009,6.32,2.59,4.61,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2010,6.49,2.31,4.54,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,6.81,2.65,4.89,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,7.03,2.8,5.06,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,6.62,2.61,4.78,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,6.38,2.63,4.66,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,6.79,2.64,4.89,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,6.89,2.84,5.04,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",348,Hungary,HUN,20.0,47.0,Europe and Northern America,G,Global,2017,PT,Percent,2017,6.86,2.84,5.04,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1991,14.38,5.14,10.17,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1992,15.46,4.51,10.45,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1993,14.28,3.29,9.19,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1994,13.29,4.22,9.06,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1995,14.16,4.38,9.57,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1996,14.3,4.95,9.96,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1997,13.21,4.23,9.07,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: OECD,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",352,Iceland,ISL,-18.0,65.0,Europe and Northern America,G,Global,2017,PT,Percent,1998,11.81,4.93,8.64,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: OECD,False,False,False
