INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y20T24,NATURE__F__Y20T24,COMMENT_OBS__F__Y20T24,isLatestValue__F__Y20T24
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,432,Landlocked developing countries (LLDCs),,,,,G,Global,2019,PT,Percent,2013,12.2,E,Based on 26 countries covering 86 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,432,Landlocked developing countries (LLDCs),,,,,G,Global,2019,PT,Percent,2018,9.7,E,Based on 26 countries covering 86 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,450,Madagascar,MDG,46.6982339,-19.38514785,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,12.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,9.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,462,Maldives,MDV,73.09672546,-0.614385021,Central and Southern Asia,G,Global,2019,PT,Percent,2009,0.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,18.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,478,Mauritania,MRT,-10.33187259,20.26089546,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,17.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,3.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2013,0.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,G,Global,2019,PT,Percent,2012,0.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2019,PT,Percent,2013,0.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2019,PT,Percent,2014,22.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2011,1.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,508,Mozambique,MOZ,38.18479941,-14.27963886,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,16.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,0.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,1.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,516,Namibia,NAM,17.21907885,-22.13817068,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,1.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,52,Barbados,BRB,-59.5346489,13.13648273,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,0.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,520,Nauru,NRU,166.92313,-0.528742623,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2007,1.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2019,PT,Percent,2016,7.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2013,2.5,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,9.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,28.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,18.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2007,5.5,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,G,Global,2019,PT,Percent,2013,2.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,591,Panama,PAN,-81.26616623,8.450965746,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,6.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,598,Papua New Guinea,PNG,145.8587761,-6.756057077,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2006,2.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,3.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,2.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,608,Philippines,PHL,120.8601418,14.16591706,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,2.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,62,Central and Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2003,18.9,E,Based on 10 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,62,Central and Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2008,16.9,E,Based on 10 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,62,Central and Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2013,12.8,E,Based on 10 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,62,Central and Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2018,7.6,E,Based on 10 countries covering 94 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,624,Guinea-Bissau,GNB,-14.40182514,12.11760394,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,6.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,626,Timor-Leste,TLS,125.9451052,-8.797497247,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,2.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,0.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,G,Global,2019,PT,Percent,2010,6.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,646,Rwanda,RWA,29.92310194,-1.999842114,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,0.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,662,Saint Lucia,LCA,-60.96529553,13.89405601,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,1.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,678,Sao Tome and Principe,STP,6.609772265,0.241554875,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,7.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,3.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,686,Senegal,SEN,-14.46636926,14.35920905,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,8.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,G,Global,2019,PT,Percent,2014,0.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,694,Sierra Leone,SLE,-11.78306584,8.568604164,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,12.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,70,Bosnia and Herzegovina,BIH,17.78584332,44.16845548,Europe and Northern America,G,Global,2019,PT,Percent,2012,0.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,0.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,706,Somalia,SOM,46.20367477,4.406485729,Sub-Saharan Africa,G,Global,2019,PT,Percent,2006,8.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2019,PT,Percent,2003,0.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,3.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,722,Small island developing States (SIDS),,,,,G,Global,2019,PT,Percent,2003,6.7,E,Based on 17 countries covering 70 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,722,Small island developing States (SIDS),,,,,G,Global,2019,PT,Percent,2008,6.9,E,Based on 17 countries covering 70 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,722,Small island developing States (SIDS),,,,,G,Global,2019,PT,Percent,2013,6.5,E,Based on 17 countries covering 70 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,722,Small island developing States (SIDS),,,,,G,Global,2019,PT,Percent,2018,5.7,E,Based on 17 countries covering 70 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,728,South Sudan,SSD,30.32618773,7.290839152,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,8.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,729,Sudan,SDN,29.95650159,16.02643066,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,11.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,740,Suriname,SUR,-55.90626394,4.132603197,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,5.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2003,5.7,E,Based on 14 countries covering 84 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2008,4.9,E,Based on 14 countries covering 84 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,4.3,E,Based on 14 countries covering 84 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2018,3.5,E,Based on 14 countries covering 84 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,748,Eswatini,SWZ,31.50149288,-26.56471011,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,0.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,5.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2006,2.5,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,762,Tajikistan,TJK,69.294998,38.43069666,Central and Southern Asia,G,Global,2019,PT,Percent,2017,0.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,4.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,5.5,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,776,Tonga,TON,-175.1959991,-21.19511329,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2012,0.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,780,Trinidad and Tobago,TTO,-61.29389504,10.41877263,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,2.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,788,Tunisia,TUN,9.572737411,34.11439971,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,0.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,1.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,795,Turkmenistan,TKM,58.9787665,40.0912346,Central and Southern Asia,G,Global,2019,PT,Percent,2016,0.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,798,Tuvalu,TUV,178.6679611,-7.460048071,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2007,0.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,G,Global,2019,PT,Percent,2018,1.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,7.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,G,Global,2019,PT,Percent,2012,0.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,G,Global,2019,PT,Percent,2011,0.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,2.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,5.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,6.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,10.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,0.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,860,Uzbekistan,UZB,63.11944558,41.77560518,Central and Southern Asia,G,Global,2019,PT,Percent,2006,0.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,882,Samoa,WSM,-172.4430749,-13.61541469,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2014,0.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,9.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,894,Zambia,ZMB,27.850329,-14.59701056,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,5.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,90,Solomon Islands,SLB,160.1584117,-9.622391719,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2015,5.6,C,,True
