INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y30T70,OBS_VALUE__F__Y30T70,OBS_VALUE__M__Y30T70,NATURE___T__Y30T70,NATURE__F__Y30T70,NATURE__M__Y30T70,isLatestValue___T__Y30T70,isLatestValue__F__Y30T70,isLatestValue__M__Y30T70
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2005,20.7,13.2,28.6,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2010,18.8,12.4,25.6,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2015,17.2,11.1,23.5,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2016,16.7,10.7,22.8,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,18.1,15.8,20.4,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,17.6,15.2,20.0,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,17.6,15.1,20.0,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,16.6,14.0,19.1,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,16.4,13.8,19.0,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2000,14.1,9.8,18.4,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,13.8,10.3,17.4,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2010,11.8,7.9,15.8,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,11.5,7.6,15.4,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,11.3,7.5,15.2,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",199,Least Developed Countries (LDCs),,,,,G,Global,2021,PT,Percent,2000,24.3,24.1,24.5,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",199,Least Developed Countries (LDCs),,,,,G,Global,2021,PT,Percent,2005,23.5,22.9,24.1,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",199,Least Developed Countries (LDCs),,,,,G,Global,2021,PT,Percent,2010,22.5,21.6,23.5,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",199,Least Developed Countries (LDCs),,,,,G,Global,2021,PT,Percent,2015,21.8,20.7,23.1,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",199,Least Developed Countries (LDCs),,,,,G,Global,2021,PT,Percent,2016,21.7,20.5,23.0,_X,_X,_X,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,24.2,24.3,24.2,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,23.1,23.1,23.1,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,21.8,21.5,22.2,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,21.1,20.6,21.6,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,21.0,20.5,21.6,_X,_X,_X,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2000,22.6,15.3,30.5,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2005,19.9,13.6,26.6,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2010,17.7,11.9,23.7,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2015,15.5,10.6,20.7,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2016,15.0,10.2,20.0,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,20.0,19.3,20.8,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,20.1,19.8,20.5,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,19.8,19.5,20.1,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,19.7,19.4,20.0,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,19.6,19.3,19.9,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2000,18.3,15.8,20.9,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2005,15.1,12.7,17.5,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2010,13.4,11.4,15.5,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2015,11.7,9.9,13.5,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2016,11.3,9.5,13.1,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2000,17.6,14.2,21.2,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2005,15.7,12.7,18.8,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2010,14.1,11.4,17.0,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2015,13.9,11.2,16.6,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",21,Northern America,,,,Europe and Northern America,G,Global,2021,PT,Percent,2016,14.1,11.4,16.9,_X,_X,_X,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,21.9,19.7,24.0,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,20.4,18.3,22.5,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,19.6,17.2,22.0,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,19.1,16.5,21.7,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,19.0,16.5,21.7,E,E,E,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,16.6,15.6,17.6,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,15.0,14.0,16.1,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,13.8,13.0,14.7,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,13.4,12.4,14.4,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,13.0,12.2,13.9,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,17.1,16.6,17.6,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,15.7,15.3,16.1,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,14.7,14.1,15.6,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,14.1,13.2,15.3,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,14.0,13.1,15.1,E,E,E,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,26.4,24.7,28.2,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,23.6,22.4,24.9,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,23.0,21.9,24.1,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,22.0,21.3,22.7,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,22.0,21.3,22.6,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,21.7,21.8,21.5,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,20.4,20.3,20.6,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,18.9,18.6,19.2,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,18.4,18.1,18.8,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,18.3,18.0,18.7,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,25.7,24.8,26.7,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,25.2,24.4,26.0,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,24.8,24.0,25.6,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,24.2,22.9,25.6,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,23.9,22.7,25.3,M,M,M,True,True,True
