INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,OBS_VALUE__M,OBS_VALUE___O,OBS_VALUE___T,NATURE__F,NATURE__M,NATURE___O,NATURE___T,COMMENT_OBS__F,COMMENT_OBS__M,COMMENT_OBS___O,COMMENT_OBS___T,isLatestValue__F,isLatestValue__M,isLatestValue___O,isLatestValue___T
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2018,18.1,25.1,,22.2,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2019,17.0,24.5,,21.3,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,PT,Percent,2020,16.9,24.2,,21.1,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",308,Grenada,GRD,-61.68248568,12.11238395,Latin America and the Caribbean,G,Global,2021,PT,Percent,1991,9.9,12.2,,11.3,C,C,,C,Population coverage: Excluding armed forces and/or conscripts,Population coverage: Excluding armed forces and/or conscripts,,Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",308,Grenada,GRD,-61.68248568,12.11238395,Latin America and the Caribbean,G,Global,2021,PT,Percent,1996,21.1,17.6,,19.1,C,C,,C,Population coverage: Excluding armed forces and/or conscripts,Population coverage: Excluding armed forces and/or conscripts,,Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",308,Grenada,GRD,-61.68248568,12.11238395,Latin America and the Caribbean,G,Global,2021,PT,Percent,1998,17.0,17.4,,17.2,C,C,,C,Population coverage: Excluding armed forces and/or conscripts,Population coverage: Excluding armed forces and/or conscripts,,Population coverage: Excluding armed forces and/or conscripts,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2000,27.0,26.4,,26.7,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2001,27.8,26.5,,27.1,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2002,27.5,27.4,,27.4,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2004,29.3,25.7,,27.4,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,30.2,27.1,,28.6,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2009,31.6,21.8,,26.5,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2010,31.2,22.6,,26.8,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,28.5,27.6,,28.0,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2012,29.6,25.4,,27.4,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2013,28.4,24.9,,26.6,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,29.4,24.9,,27.1,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,30.9,21.3,,26.0,C,C,,C,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,20.7,22.6,,21.6,C,C,,C,Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,,Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,20.8,22.5,,21.7,C,C,,C,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,20.0,23.1,,21.6,C,C,,C,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,19.6,22.9,,21.3,C,C,,C,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,,Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1990,24.5,24.0,,24.2,C,C,,C,Data reference period: October Geographical coverage: Main city or metropolitan area,Data reference period: October Geographical coverage: Main city or metropolitan area,,Data reference period: October Geographical coverage: Main city or metropolitan area,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1991,24.7,23.2,,23.7,C,C,,C,Data reference period: October Geographical coverage: Main city or metropolitan area,Data reference period: October Geographical coverage: Main city or metropolitan area,,Data reference period: October Geographical coverage: Main city or metropolitan area,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1992,23.0,23.2,,23.1,C,C,,C,Data reference period: October Geographical coverage: Main city or metropolitan area,Data reference period: October Geographical coverage: Main city or metropolitan area,,Data reference period: October Geographical coverage: Main city or metropolitan area,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1993,23.4,24.6,,24.1,C,C,,C,Data reference period: October Geographical coverage: Main city or metropolitan area,Data reference period: October Geographical coverage: Main city or metropolitan area,,Data reference period: October Geographical coverage: Main city or metropolitan area,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1994,22.8,23.7,,23.4,C,C,,C,Data reference period: October Geographical coverage: Main city or metropolitan area,Data reference period: October Geographical coverage: Main city or metropolitan area,,Data reference period: October Geographical coverage: Main city or metropolitan area,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1995,20.6,24.0,,22.7,C,C,,C,Data reference period: October Geographical coverage: Main city or metropolitan area,Data reference period: October Geographical coverage: Main city or metropolitan area,,Data reference period: October Geographical coverage: Main city or metropolitan area,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1996,20.4,24.4,,22.9,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1997,20.1,23.3,,22.1,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1998,19.8,23.3,,22.0,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,1999,19.6,23.1,,21.7,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,18.7,23.6,,21.7,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2001,19.6,24.8,,22.7,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,18.4,27.1,,23.4,C,C,,C,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,16.7,23.9,,20.9,C,C,,C,"Break in series: Other or unspecified type of break, Data reference period: Second semester Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old","Break in series: Other or unspecified type of break, Data reference period: Second semester Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",,"Break in series: Other or unspecified type of break, Data reference period: Second semester Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,16.7,22.9,,20.3,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,16.7,22.8,,20.3,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,15.9,21.7,,19.3,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,15.1,20.4,,18.2,C,C,,C,Geographical coverage: Main cities or metropolitan areas,Geographical coverage: Main cities or metropolitan areas,,Geographical coverage: Main cities or metropolitan areas,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,15.2,,,,C,,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,,,False,,,
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,,21.1,,,,C,,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,,,False,,
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,15.3,20.4,,18.3,C,C,,C,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas","Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,,,,17.9,,,,C,,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,15.3,,,,C,,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,,,False,,,
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,15.9,,,,C,,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,,,False,,,
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,16.3,,,,C,,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas",,,,False,,,
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,18.1,23.0,,20.9,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,19.2,22.5,,21.1,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,20.2,23.6,,22.2,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,,Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,1998,42.3,28.7,,33.8,C,C,,C,,,,,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2000,40.3,26.6,,31.6,C,C,,C,,,,,False,False,,False
