INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T49__PHY+SEX,OBS_VALUE__F__Y30T34__PHY+SEX,OBS_VALUE__F__Y35T39__PHY+SEX,OBS_VALUE__F__Y40T44__PHY+SEX,OBS_VALUE__F__Y20T24__PHY+SEX,OBS_VALUE__F__Y45T49__PHY+SEX,OBS_VALUE__F__Y15T19__PHY+SEX,OBS_VALUE__F__Y25T29__PHY+SEX,OBS_VALUE__F__Y18T24__PHY+SEX,OBS_VALUE__F__Y15T24__PHY+SEX,OBS_VALUE__F__Y30T39__PHY+SEX,OBS_VALUE__F__Y20T29__PHY+SEX,OBS_VALUE__F__Y40T49__PHY+SEX,OBS_VALUE__F__Y18T49__PHY+SEX,OBS_VALUE__F__Y18T19__PHY+SEX,OBS_VALUE__F__Y25T34__PHY+SEX,OBS_VALUE__F__Y45T59__PHY+SEX,OBS_VALUE__F__Y30T35__PHY+SEX,OBS_VALUE__F__Y35T44__PHY+SEX,OBS_VALUE__F__Y15T44__PHY+SEX,OBS_VALUE__F__Y18T50__PHY+SEX,TIME_DETAIL__F__Y15T49__PHY+SEX,TIME_DETAIL__F__Y30T34__PHY+SEX,TIME_DETAIL__F__Y35T39__PHY+SEX,TIME_DETAIL__F__Y40T44__PHY+SEX,TIME_DETAIL__F__Y20T24__PHY+SEX,TIME_DETAIL__F__Y45T49__PHY+SEX,TIME_DETAIL__F__Y15T19__PHY+SEX,TIME_DETAIL__F__Y25T29__PHY+SEX,TIME_DETAIL__F__Y18T24__PHY+SEX,TIME_DETAIL__F__Y15T24__PHY+SEX,TIME_DETAIL__F__Y30T39__PHY+SEX,TIME_DETAIL__F__Y20T29__PHY+SEX,TIME_DETAIL__F__Y40T49__PHY+SEX,TIME_DETAIL__F__Y18T49__PHY+SEX,TIME_DETAIL__F__Y18T19__PHY+SEX,TIME_DETAIL__F__Y25T34__PHY+SEX,TIME_DETAIL__F__Y45T59__PHY+SEX,TIME_DETAIL__F__Y30T35__PHY+SEX,TIME_DETAIL__F__Y35T44__PHY+SEX,TIME_DETAIL__F__Y15T44__PHY+SEX,TIME_DETAIL__F__Y18T50__PHY+SEX,NATURE__F__Y15T49__PHY+SEX,NATURE__F__Y30T34__PHY+SEX,NATURE__F__Y35T39__PHY+SEX,NATURE__F__Y40T44__PHY+SEX,NATURE__F__Y20T24__PHY+SEX,NATURE__F__Y45T49__PHY+SEX,NATURE__F__Y15T19__PHY+SEX,NATURE__F__Y25T29__PHY+SEX,NATURE__F__Y18T24__PHY+SEX,NATURE__F__Y15T24__PHY+SEX,NATURE__F__Y30T39__PHY+SEX,NATURE__F__Y20T29__PHY+SEX,NATURE__F__Y40T49__PHY+SEX,NATURE__F__Y18T49__PHY+SEX,NATURE__F__Y18T19__PHY+SEX,NATURE__F__Y25T34__PHY+SEX,NATURE__F__Y45T59__PHY+SEX,NATURE__F__Y30T35__PHY+SEX,NATURE__F__Y35T44__PHY+SEX,NATURE__F__Y15T44__PHY+SEX,NATURE__F__Y18T50__PHY+SEX,COMMENT_OBS__F__Y15T49__PHY+SEX,COMMENT_OBS__F__Y30T34__PHY+SEX,COMMENT_OBS__F__Y35T39__PHY+SEX,COMMENT_OBS__F__Y40T44__PHY+SEX,COMMENT_OBS__F__Y20T24__PHY+SEX,COMMENT_OBS__F__Y45T49__PHY+SEX,COMMENT_OBS__F__Y15T19__PHY+SEX,COMMENT_OBS__F__Y25T29__PHY+SEX,COMMENT_OBS__F__Y18T24__PHY+SEX,COMMENT_OBS__F__Y15T24__PHY+SEX,COMMENT_OBS__F__Y30T39__PHY+SEX,COMMENT_OBS__F__Y20T29__PHY+SEX,COMMENT_OBS__F__Y40T49__PHY+SEX,COMMENT_OBS__F__Y18T49__PHY+SEX,COMMENT_OBS__F__Y18T19__PHY+SEX,COMMENT_OBS__F__Y25T34__PHY+SEX,COMMENT_OBS__F__Y45T59__PHY+SEX,COMMENT_OBS__F__Y30T35__PHY+SEX,COMMENT_OBS__F__Y35T44__PHY+SEX,COMMENT_OBS__F__Y15T44__PHY+SEX,COMMENT_OBS__F__Y18T50__PHY+SEX,isLatestValue__F__Y15T49__PHY+SEX,isLatestValue__F__Y30T34__PHY+SEX,isLatestValue__F__Y35T39__PHY+SEX,isLatestValue__F__Y40T44__PHY+SEX,isLatestValue__F__Y20T24__PHY+SEX,isLatestValue__F__Y45T49__PHY+SEX,isLatestValue__F__Y15T19__PHY+SEX,isLatestValue__F__Y25T29__PHY+SEX,isLatestValue__F__Y18T24__PHY+SEX,isLatestValue__F__Y15T24__PHY+SEX,isLatestValue__F__Y30T39__PHY+SEX,isLatestValue__F__Y20T29__PHY+SEX,isLatestValue__F__Y40T49__PHY+SEX,isLatestValue__F__Y18T49__PHY+SEX,isLatestValue__F__Y18T19__PHY+SEX,isLatestValue__F__Y25T34__PHY+SEX,isLatestValue__F__Y45T59__PHY+SEX,isLatestValue__F__Y30T35__PHY+SEX,isLatestValue__F__Y35T44__PHY+SEX,isLatestValue__F__Y15T44__PHY+SEX,isLatestValue__F__Y18T50__PHY+SEX
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,~ENDIREH methodology; women aged 15+;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,6.7,7.6,5.0,10.8,9.0,7.0,7.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,C,C,C,C,C,C,C,,,,,,,,,,,,,,based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64; 2017 data available but does not include age-disaggregated data;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,43.6,,,,56.8,,56.1,58.5,,,31.7,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,C,C,,,C,,C,,,,,,,,,,,,,,,Based on 25-49 unweighted cases;,,,,,,,,,,,,,,,True,,,,True,,True,True,,,True,,True,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,19.8,18.3,18.1,17.7,23.1,18.9,24.3,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,25.9,25.1,24.8,20.6,32.9,18.1,24.3,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2011,,30.8,25.8,23.0,,16.3,,41.6,47.2,,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,C,,C,C,,,,,C,,,,,,,,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-64;,,,,,,,,,True,True,True,,True,,True,True,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,31.5,29.5,22.8,27.2,43.3,32.1,40.3,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",270,Gambia,GMB,-15.39944785,13.45295927,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,7.3,8.9,6.8,6.2,6.6,1.6,5.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2019,PT,Percent,2008,19.2,15.9,21.9,18.2,21.0,17.5,22.8,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",296,Kiribati,KIR,-157.5643005,1.768837732,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2008,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",30,Eastern Asia,,,,,G,Global,2019,PT,Percent,2017,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on one country with a population coverage of 0 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2006,9.8,11.2,10.5,7.7,9.9,8.5,11.5,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,8.9,9.6,7.7,7.5,11.4,4.0,8.9,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,13.9,14.9,13.2,8.5,19.3,5.6,28.0,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",34,Southern Asia,,,,,G,Global,2019,PT,Percent,2017,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 5 countries with a population coverage of 84 per cent;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,11.0,10.8,10.4,8.0,13.4,8.4,16.4,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",35,South-Eastern Asia,,,,,G,Global,2019,PT,Percent,2017,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 6 countries with a population coverage of 43 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2019,PT,Percent,2016,22.0,23.0,22.3,21.6,23.2,20.0,17.6,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,22.0,19.9,22.8,19.2,26.2,20.3,19.1,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,Refers to currently married girls and women;,Currently married;,Currently married;,Currently married;,Currently married;,Currently married;,Currently married;,Currently married;,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,8.52,4.3,9.7,6.3,9.3,5.8,11.1,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,C,C,C,C,C,C,C,,,,,,,,,,,,,,based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",4,Afghanistan,AFG,66.02688198,33.83160199,Central and Southern Asia,G,Global,2019,PT,Percent,2015,46.1,49.3,49.1,45.2,41.1,51.9,28.7,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",400,Jordan,JOR,37.13024774,30.65365973,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,14.1,16.0,14.7,11.5,15.1,9.3,18.2,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,25.5,24.6,26.2,20.2,28.0,22.9,23.0,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
