INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___O,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,NATURE___O,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___O,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___O,isLatestValue___T,isLatestValue__F,isLatestValue__M
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,,87.1,93.6,79.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,,85.9,91.9,78.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,,67.5,70.9,62.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",30,Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,,41.5,39.6,43.2,,E,E,E,,,,,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,,59.3,62.1,57.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,,57.8,60.3,55.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,,55.0,57.4,53.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,,49.9,51.7,48.7,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,,49.4,50.3,48.8,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,,48.2,49.5,47.2,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,,47.6,48.6,46.9,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,,47.7,48.0,47.5,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,,47.3,46.7,47.7,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,,46.8,46.5,47.0,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,,47.9,47.4,48.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,,48.1,48.7,47.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,,49.4,49.4,49.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,,74.8,82.1,68.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,,73.3,80.8,66.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,,74.1,79.2,69.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,,74.0,80.1,68.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,,73.4,79.7,68.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,,75.9,81.8,70.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,,73.4,78.1,69.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,,69.9,76.3,64.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,,71.6,76.2,68.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,,72.4,78.4,67.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,,72.8,78.3,68.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,,73.0,79.6,67.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,,72.2,76.9,68.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",328,Guyana,GUY,-58.97322037,4.788012784,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,,53.9,47.5,58.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,,88.1,93.8,81.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2019,,79.5,76.6,80.2,,E,E,E,,,,,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,,63.5,65.0,62.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,,70.0,72.0,68.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,,69.1,72.0,66.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,,71.3,74.4,68.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,,73.1,75.3,71.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,,75.2,77.8,72.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,,90.0,91.5,88.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,,88.8,90.4,87.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,,85.7,88.0,83.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,,87.5,89.5,85.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,,75.6,79.3,71.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,,63.5,61.2,65.2,,E,E,E,,,,,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2021,PT,Percent,2010,,75.3,71.7,76.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2021,PT,Percent,2012,,74.8,70.3,75.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
