INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__M__Y15T24,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y15T24,OBS_VALUE___O__Y15T24,NATURE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y15T24,NATURE___O__Y15T24,COMMENT_OBS__M__Y15T24,COMMENT_OBS___T__Y15T24,COMMENT_OBS__F__Y15T24,COMMENT_OBS___O__Y15T24,isLatestValue__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y15T24,isLatestValue___O__Y15T24
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,13.9,18.4,23.0,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,13.8,18.4,23.1,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,14.4,19.1,24.0,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,15.1,19.7,24.5,,C,C,C,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,15.8,19.3,22.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,15.5,19.0,22.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,16.8,19.2,21.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,5.5,22.9,39.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,6.7,27.6,47.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,4.8,24.2,41.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,6.3,24.4,42.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,7.2,24.8,42.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,5.4,22.5,38.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,8.9,26.9,43.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,8.0,26.4,44.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,6.4,26.5,46.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,8.2,27.3,45.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,7.1,27.3,46.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",324,Guinea,GIN,-11.28173419,11.00210343,Sub-Saharan Africa,G,Global,2021,PT,Percent,2002,6.6,6.2,5.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",328,Guyana,GUY,-58.97322037,4.788012784,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,24.8,35.8,46.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,12.7,18.2,23.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2005,9.8,28.8,49.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2006,10.4,29.3,49.9,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2007,10.7,29.4,49.7,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2008,11.1,29.3,49.0,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2009,12.1,29.9,49.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2010,12.3,29.7,48.8,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2011,12.2,29.5,48.4,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2012,12.4,29.5,48.1,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2013,13.1,29.9,48.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2014,12.9,29.7,48.2,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2015,12.9,29.8,48.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2016,12.8,29.5,47.9,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2017,13.2,30.0,48.5,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2018,13.3,30.0,48.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",34,Southern Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2019,13.7,30.2,48.4,,M,M,M,,,,,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,10.2,27.0,43.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,9.4,26.8,43.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,11.3,27.6,43.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,9.2,25.8,42.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,9.9,26.5,42.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,10.2,26.2,42.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,12.2,27.5,43.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,12.6,28.7,45.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,11.1,26.8,42.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,11.6,27.0,42.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,12.7,27.8,42.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,12.1,27.7,42.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,11.6,26.7,42.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,12.3,28.1,43.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2004,10.3,12.4,14.5,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2005,16.8,18.8,20.8,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2006,11.0,12.4,13.9,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2007,9.9,11.5,13.0,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2008,10.1,11.5,12.9,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2009,12.7,13.6,14.5,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2010,11.7,12.6,13.4,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
