INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,TIME_PERIOD,VALUE_CATEGORY_DESC__F,VALUE_CATEGORY_DESC__M,TIME_DETAIL__F,TIME_DETAIL__M,NATURE__F,NATURE__M,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue__F,isLatestValue__M
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,788,Tunisia,TUN,9.572737411,34.11439971,Northern Africa and Western Asia,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,15 years.,15 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,<18,<18,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,"18 years. The minimum legal age at which marriage can take place is the same with or without parental consent. As reported by Uganda Bureau of Statistics, marriages with or without parental consent may occur much earlier than 18 years of age.","18 years. The minimum legal age at which marriage can take place is the same with or without parental consent. As reported by Uganda Bureau of Statistics, marriages with or without parental consent may occur much earlier than 18 years of age.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years. Persons less than 18 years old need a decision of the court.,16 years. Persons less than 18 years old need a decision of the court.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,832,Jersey,JEY,-2.136773508,49.22353354,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,833,Isle of Man,IMN,-4.538190305,54.22880901,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,860,Uzbekistan,UZB,63.11944558,41.77560518,Central and Southern Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,862,Venezuela (Bolivarian Republic of),VEN,-66.15642084,7.121324748,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,14 years,16 years.,True,True
