INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_1___T__Q4,OBS_VALUE___T__ISCED11_1___T__Q5,OBS_VALUE___T__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1___T__Q1,OBS_VALUE___T__ISCED11_1___T__Q3,OBS_VALUE___T__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q5,OBS_VALUE__F__ISCED11_1___T__Q1,OBS_VALUE__F__ISCED11_1___T__Q2,OBS_VALUE__F__ISCED11_1___T__Q3,OBS_VALUE__F__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q1,OBS_VALUE__M__ISCED11_1___T___T,OBS_VALUE__M__ISCED11_1___T__Q5,OBS_VALUE__M__ISCED11_1___T__Q3,OBS_VALUE__M__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1__R__Q5,OBS_VALUE___T__ISCED11_1__R___T,OBS_VALUE___T__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__R__Q4,OBS_VALUE___T__ISCED11_1__R__Q2,OBS_VALUE___T__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q5,OBS_VALUE__F__ISCED11_1__R___T,OBS_VALUE__F__ISCED11_1__R__Q4,OBS_VALUE__F__ISCED11_1__R__Q3,OBS_VALUE__F__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q5,OBS_VALUE__M__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q1,OBS_VALUE__M__ISCED11_1__R___T,OBS_VALUE__M__ISCED11_1__R__Q4,OBS_VALUE__M__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__U__Q5,OBS_VALUE___T__ISCED11_1__U__Q2,OBS_VALUE___T__ISCED11_1__U___T,OBS_VALUE___T__ISCED11_1__U__Q4,OBS_VALUE___T__ISCED11_1__U__Q3,OBS_VALUE___T__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q3,OBS_VALUE__F__ISCED11_1__U__Q5,OBS_VALUE__F__ISCED11_1__U__Q4,OBS_VALUE__F__ISCED11_1__U___T,OBS_VALUE__F__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q4,OBS_VALUE__M__ISCED11_1__U__Q5,OBS_VALUE__M__ISCED11_1__U___T,OBS_VALUE__M__ISCED11_1__U__Q3,OBS_VALUE__M__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q1,NATURE___T__ISCED11_1___T__Q4,NATURE___T__ISCED11_1___T__Q5,NATURE___T__ISCED11_1___T__Q2,NATURE___T__ISCED11_1___T__Q1,NATURE___T__ISCED11_1___T__Q3,NATURE___T__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q5,NATURE__F__ISCED11_1___T__Q1,NATURE__F__ISCED11_1___T__Q2,NATURE__F__ISCED11_1___T__Q3,NATURE__F__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q1,NATURE__M__ISCED11_1___T___T,NATURE__M__ISCED11_1___T__Q5,NATURE__M__ISCED11_1___T__Q3,NATURE__M__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q2,NATURE___T__ISCED11_1__R__Q5,NATURE___T__ISCED11_1__R___T,NATURE___T__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__R__Q4,NATURE___T__ISCED11_1__R__Q2,NATURE___T__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q5,NATURE__F__ISCED11_1__R___T,NATURE__F__ISCED11_1__R__Q4,NATURE__F__ISCED11_1__R__Q3,NATURE__F__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q5,NATURE__M__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q1,NATURE__M__ISCED11_1__R___T,NATURE__M__ISCED11_1__R__Q4,NATURE__M__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__U__Q5,NATURE___T__ISCED11_1__U__Q2,NATURE___T__ISCED11_1__U___T,NATURE___T__ISCED11_1__U__Q4,NATURE___T__ISCED11_1__U__Q3,NATURE___T__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q3,NATURE__F__ISCED11_1__U__Q5,NATURE__F__ISCED11_1__U__Q4,NATURE__F__ISCED11_1__U___T,NATURE__F__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q4,NATURE__M__ISCED11_1__U__Q5,NATURE__M__ISCED11_1__U___T,NATURE__M__ISCED11_1__U__Q3,NATURE__M__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q1,isLatestValue___T__ISCED11_1___T__Q4,isLatestValue___T__ISCED11_1___T__Q5,isLatestValue___T__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1___T__Q1,isLatestValue___T__ISCED11_1___T__Q3,isLatestValue___T__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q5,isLatestValue__F__ISCED11_1___T__Q1,isLatestValue__F__ISCED11_1___T__Q2,isLatestValue__F__ISCED11_1___T__Q3,isLatestValue__F__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q1,isLatestValue__M__ISCED11_1___T___T,isLatestValue__M__ISCED11_1___T__Q5,isLatestValue__M__ISCED11_1___T__Q3,isLatestValue__M__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1__R__Q5,isLatestValue___T__ISCED11_1__R___T,isLatestValue___T__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__R__Q4,isLatestValue___T__ISCED11_1__R__Q2,isLatestValue___T__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q5,isLatestValue__F__ISCED11_1__R___T,isLatestValue__F__ISCED11_1__R__Q4,isLatestValue__F__ISCED11_1__R__Q3,isLatestValue__F__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q5,isLatestValue__M__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q1,isLatestValue__M__ISCED11_1__R___T,isLatestValue__M__ISCED11_1__R__Q4,isLatestValue__M__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__U__Q5,isLatestValue___T__ISCED11_1__U__Q2,isLatestValue___T__ISCED11_1__U___T,isLatestValue___T__ISCED11_1__U__Q4,isLatestValue___T__ISCED11_1__U__Q3,isLatestValue___T__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q3,isLatestValue__F__ISCED11_1__U__Q5,isLatestValue__F__ISCED11_1__U__Q4,isLatestValue__F__ISCED11_1__U___T,isLatestValue__F__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q4,isLatestValue__M__ISCED11_1__U__Q5,isLatestValue__M__ISCED11_1__U___T,isLatestValue__M__ISCED11_1__U__Q3,isLatestValue__M__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q1
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,99.8093,99.88368,99.16142,96.79574,97.83015,98.59095,100.0,98.23415,100.0,98.61238,99.35416,100.0,95.38767,97.85941,99.75012,97.2564,99.57903,98.43903,,97.61607,99.22901,98.89955,98.69671,96.75899,,98.92177,100.0,99.21273,98.3592,100.0,,97.46585,95.20035,96.3463,97.73714,99.24458,99.88344,99.37827,99.1659,100.0,97.41266,97.6466,98.39529,100.0,100.0,99.61217,,100.0,100.0,99.74957,98.74179,96.74799,98.86528,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,G,Global,2021,PT,Percent,2000,98.92,100.0,98.19,98.51,99.28,98.99,,,,,98.89,,,99.09,,,,,,98.79,,,,,,,,,,,,,,,,,,,99.31,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,G,Global,2021,PT,Percent,2005,99.49541,99.79301,98.03472,94.70408,99.0637,98.15339,100.0,96.5052,98.63595,99.2727,98.78605,99.71565,92.96756,97.52673,99.59728,98.87182,99.24947,97.42013,,97.51262,99.07205,100.0,98.09595,94.58936,,98.38869,100.0,99.14792,96.42488,98.96902,,97.20201,92.82413,96.62507,100.0,98.99838,99.78455,97.30282,99.37712,99.15811,99.0231,,100.0,100.0,99.50838,99.57051,,94.61243,98.79485,99.58116,99.19364,98.3426,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,,C,C,C,C,C,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,True,False,False,False,False,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,G,Global,2021,PT,Percent,2012,100.0,100.0,98.91114,97.00272,99.08588,99.0895,100.0,97.08506,99.1912,100.0,99.47757,100.0,96.95113,98.72204,100.0,98.16114,100.0,98.64115,,99.14786,99.20266,100.0,99.5002,97.6056,,99.51767,100.0,100.0,96.90063,100.0,,99.01002,98.0493,98.81255,100.0,98.3613,100.0,91.91365,98.95536,100.0,98.48332,,100.0,100.0,100.0,99.39184,,,100.0,100.0,98.49879,97.25007,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,,,C,C,C,C,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2005,100.0,98.1,100.0,93.82,100.0,98.25,,,,,98.85,,,97.62,,,,,,100.0,,,,,,,,,,,,,,,,,,,97.04,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2013,100.0,100.0,100.0,99.48386,100.0,99.90369,100.0,98.95214,100.0,100.0,99.80089,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,,,100.0,100.0,100.0,,100.0,100.0,,,100.0,100.0,99.83424,100.0,100.0,,100.0,100.0,100.0,99.64577,,100.0,100.0,100.0,100.0,100.0,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,C,,,C,C,C,,C,C,,,C,C,C,C,C,,C,C,C,C,,C,C,C,C,C,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,,False,,,False,True,True,,False,False,,,False,False,False,False,False,,True,False,True,False,,False,False,False,False,True,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2018,100.0,100.0,95.13094,89.02315,100.0,96.5287,100.0,93.95998,99.65826,100.0,98.52727,100.0,83.76767,94.51942,100.0,100.0,100.0,89.62153,,97.59029,100.0,100.0,100.0,91.88635,,100.0,,,100.0,,,,85.84875,94.85259,,,100.0,91.88884,96.00181,100.0,100.0,86.78668,,100.0,,97.72766,90.51995,99.4401,100.0,100.0,94.36875,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,,,C,,,,C,C,,,C,C,C,C,C,C,,C,,C,C,C,C,C,C,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,True,,,,True,True,,,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2000,,,,,,59.58,,,,,61.94,,,56.89,,,,,,57.98,,,,,,,,,,,,,,,,,,,66.84,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2004,80.58,79.66,56.1,36.41,66.14,64.15,,,,,69.18,,,58.06,,,,,,62.79,,,,,,,,,,,,,,,,,,,69.01,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2006,82.58755,85.74413,64.72682,52.05037,75.4692,72.71964,86.05103,59.70763,72.40134,81.18697,78.15919,87.12656,44.70696,67.03111,85.38771,69.3088,77.8123,57.18946,90.98106,71.68008,77.1179,85.80198,65.49567,52.05538,92.31123,77.8091,90.51299,82.79773,59.3032,72.78979,89.68866,58.33659,45.3174,65.55241,80.92144,71.09913,83.75642,58.96136,75.3471,74.85791,68.11404,52.00998,74.30393,83.93829,79.18754,78.97902,62.55045,69.49655,70.13116,83.53033,71.09042,60.93127,48.5636,39.01818,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2007,77.4,81.25,58.95,43.75,72.6,67.33,,,,,72.13,,,61.97,,,,,,66.83,,,,,,,,,,,,,,,,,,,69.11,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2011,86.55852,87.67805,68.81937,47.34285,80.88433,74.78203,88.82769,52.20633,74.79631,85.85702,79.43929,91.41544,42.50802,69.62301,86.45712,75.03645,81.23952,61.73947,90.66651,73.47073,82.06164,89.95171,69.15721,46.85183,92.80605,78.46366,94.20455,86.51766,51.43763,75.11875,88.4481,61.95839,42.42256,67.93909,85.27438,76.91673,86.17898,64.17044,79.10136,78.10065,71.24946,52.55468,80.84274,86.8667,84.41371,82.65379,59.17796,69.70367,71.25997,85.43978,75.16795,58.12037,59.13226,43.59367,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2013,79.75,87.59,67.07,50.72,76.86,72.23,,,,,78.59,,,66.2,,,,,,71.58,,,,,,,,,,,,,,,,,,,74.85,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2014,87.11147,89.33107,77.20143,62.41156,84.56422,80.01213,91.39725,67.59536,83.31269,89.28485,84.44126,89.91025,57.09346,75.05403,86.9777,78.4815,84.14399,70.52164,95.35264,79.73283,86.30342,91.22938,77.84273,61.03511,97.10938,84.25541,92.48105,90.8606,65.717,84.4265,93.23338,70.88185,56.13308,74.68855,89.95647,80.3441,86.1822,68.86355,80.8069,79.55472,75.35969,73.00529,80.59573,88.28652,85.45373,84.96665,83.42207,71.50286,72.80157,83.85613,76.10181,69.11658,64.36623,63.87077,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2019,86.68856,91.53354,79.87893,70.44136,86.55817,82.60853,95.05813,79.27018,88.15683,92.72349,89.08248,91.20517,61.98399,76.30297,87.98993,80.56071,81.83074,72.54773,93.80745,82.51376,87.26755,89.9226,80.55284,70.71297,97.29728,89.35079,93.82187,93.14684,79.24768,89.4121,90.17781,72.69153,62.62894,75.85443,85.64027,81.46478,90.00119,71.1013,82.97742,76.66534,81.36809,66.38075,89.42597,93.50602,82.75017,88.03793,79.57818,71.56789,70.53047,86.55701,78.04895,74.32007,70.69838,51.4184,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2004,79.61015,86.38805,41.25205,23.13291,62.95206,57.53712,85.29177,13.6634,37.14645,61.96979,55.15245,79.77251,32.39793,60.06101,87.71739,63.87821,79.42255,45.52849,,34.9314,62.52196,69.40617,39.2258,22.81238,,26.59264,,52.33842,13.50221,32.19901,,46.37076,31.91526,43.33479,,72.96704,86.58727,47.80237,74.90933,79.98536,63.13895,,66.42017,85.65048,80.56673,76.19213,,52.37054,79.32041,87.71739,73.49946,60.15656,42.65808,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,,C,C,C,,C,C,C,,C,C,C,C,C,C,,C,C,C,C,,C,C,C,C,C,C,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",508,Mozambique,MOZ,38.18479941,-14.27963886,Sub-Saharan Africa,G,Global,2021,PT,Percent,2003,9.64436,24.77174,2.74356,0.81352,4.45928,10.90394,25.31386,0.8273,0.55367,2.87225,9.66186,6.11176,0.79731,12.01056,24.27627,5.74624,12.73695,4.40369,20.91468,4.34588,4.11898,7.66439,3.06835,0.7674,28.51585,3.1399,5.54339,2.40387,0.72015,0.64965,13.44926,4.85772,0.82242,5.43954,9.56219,5.61503,25.04156,0.67606,18.46094,11.23337,6.07551,2.05219,5.73641,25.08081,6.57758,17.33053,,,15.23835,25.00587,19.44769,6.26779,1.27375,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,C,C,C,C,C,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",508,Mozambique,MOZ,38.18479941,-14.27963886,Sub-Saharan Africa,G,Global,2021,PT,Percent,2008,36.4156,65.67747,15.12299,8.88769,18.62219,34.25783,66.38613,6.25112,7.7309,13.03617,32.38988,35.86844,11.04857,36.05192,64.93511,24.54383,36.89781,21.94621,54.39398,19.68475,14.0675,35.20548,13.85892,8.91435,55.0876,15.34304,35.49569,7.20602,6.01106,6.91637,53.72935,20.37585,11.17114,23.73214,34.97113,22.36141,67.27238,23.98088,54.14285,37.96706,35.62248,8.59149,43.75453,67.90426,36.29867,54.93071,,13.8645,39.61072,66.60207,53.38583,30.58966,32.27724,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",508,Mozambique,MOZ,38.18479941,-14.27963886,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,47.4291,78.22878,14.84646,11.89951,31.20188,41.53307,80.36382,4.95245,13.28278,25.81327,39.41912,47.35822,20.85645,43.73529,75.93798,35.95053,47.49918,16.51948,62.73367,25.5836,28.44862,43.75987,13.73778,11.76454,66.83672,22.04938,45.1156,24.06266,4.93065,12.87101,58.81205,14.70394,21.86986,29.4069,42.44408,32.38345,80.23951,30.9245,66.52283,52.01896,44.34468,13.32549,34.65072,82.00925,50.10607,67.96216,,,53.95353,78.31194,65.10935,52.18558,,15.38485,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,C,C,C,C,,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2000,,,,,,99.05,,,,,99.43,,,98.68,,,,,,98.5,,,,,,,,,,,,,,,,,,,99.5,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2006,100.0,99.74967,100.0,98.24189,99.65773,99.45461,100.0,100.0,100.0,100.0,100.0,100.0,96.5985,98.90806,99.4664,99.32004,100.0,100.0,,99.15629,100.0,,100.0,98.36697,,100.0,,100.0,100.0,100.0,,100.0,96.91254,98.41329,,100.0,99.7379,100.0,99.68671,100.0,99.54886,96.78848,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.44307,99.33955,99.10223,100.0,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,C,C,,C,,C,C,C,,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,,False,,False,False,False,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,
